This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"404876","KINGSTON SPR",-87.1000,36.1167,166,"COOP"
"13773","QUANTICO MCA",-77.3000,38.5000,4,"WBAN"
"347012","PERRY",-97.3000,36.2833,312,"COOP"
"301436","CHERRY VALLE",-74.7333,42.8167,415,"COOP"
"243929","HARLEM 4 W",-108.8667,48.5500,720,"COOP"
"088565","STEINHATCHEE",-83.3500,29.7000,11,"COOP"
"138755","WAUKON 1 NNE",-91.4667,43.2833,344,"COOP"
"442142","CROZIER",-77.8000,37.6333,91,"COOP"
"089120","USHER TOWER",-82.8167,29.4167,10,"COOP"
"089430","WEEKI WACHEE",-82.5833,28.5167,6,"COOP"
"205073","MANISTIQUE",-86.2500,45.9500,176,"COOP"
"021050","BULLHEAD CIT",-114.5667,35.1333,165,"COOP"
"423097","GARFIELD",-112.2000,40.7167,1320,"COOP"
"026037","OAK CREEK CA",-111.7500,34.9667,1547,"COOP"
"085973","MOUNTAIN LAK",-81.6000,27.9333,38,"COOP"
"092839","DUBLIN",-82.9167,32.5500,70,"COOP"
"093538","FORT STEWART",-81.6167,31.8667,27,"COOP"
"094230","HELEN",-83.7167,34.7000,440,"COOP"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP"
"344567","JAY TOWER",-94.7967,36.4236,320,"COOP"
"049781","WOODLAND 1 W",-121.8000,38.6833,21,"COOP"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL"
"258905","WAHOO",-96.6333,41.2167,387,"COOP"
"397073","RED OWL",-102.5500,44.7000,844,"COOP"
"487260","PINEDALE",-109.8667,42.8667,2187,"COOP"
"10S01S","WORKMAN CREE",-110.9175,33.8122,2103,"SNOTEL"
"351433","CASCADIA",-122.4833,44.4000,262,"COOP"
"094949","LA GRANGE",-85.0167,33.0500,218,"COOP"
"317056","RAEFORD",-79.2333,35.0000,76,"COOP"
"095988","MONTICELLO",-83.7000,33.3167,162,"COOP"
"097600","ROME",-85.1500,34.2500,189,"COOP"
"243113","FORT BENTON",-110.6667,47.8167,805,"COOP"
"426644","PARK CITY FI",-111.5000,40.6667,2106,"COOP"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP"
"364853","LAURELTON ST",-77.2167,40.9000,244,"COOP"
"010583","BAY MINETTE",-87.7833,30.9167,85,"COOP"
"146128","OTTAWA",-95.2833,38.6167,274,"COOP"
"166657","NEW IBERIA",-91.7833,29.9833,8,"COOP"
"089566","WEWAHITCHKA",-85.2000,30.1167,13,"COOP"
"134063","INDIANOLA",-93.5500,41.3667,287,"COOP"
"408522","SPARTA",-85.4500,35.9333,282,"COOP"
"313784","HAMLET",-79.7000,34.9000,107,"COOP"
"237506","SALEM",-91.5333,37.6333,366,"COOP"
"474195","KEWAUNEE",-87.5167,44.4667,200,"COOP"
"426601","PANGUITCH",-112.4333,37.8167,2015,"COOP"
"103771","GRANGEVILLE",-116.1167,45.9333,1024,"COOP"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP"
"484760","HULETT",-104.6000,44.6833,1145,"COOP"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP"
"352876","FIELDS",-118.6833,42.2667,1295,"COOP"
"416368","NIXON",-97.7667,29.2667,119,"COOP"
"245338","MALTA 7 E",-107.7333,48.4000,680,"COOP"
"481840","CODY",-109.0667,44.5167,1539,"COOP"
"224265","HOUSTON",-89.0000,33.9167,82,"COOP"
"076410","NEWARK UNIVE",-75.7333,39.6667,27,"COOP"
"448600","TYE RIVER 1",-78.9333,37.6333,219,"COOP"
"049866","YREKA",-122.6333,41.7000,800,"COOP"
"319123","WATERVILLE 2",-83.1000,35.7667,439,"COOP"
"047306","REDLANDS",-117.1833,34.0500,402,"COOP"
"420336","ARCHES NATL",-109.6167,38.6167,1259,"COOP"
"165266","LEESVILLE",-93.2500,31.1333,65,"COOP"
"017955","SUMITON",-87.0500,33.7500,152,"COOP"
"105897","MIDDLE FORK",-115.0167,44.7167,1366,"COOP"
"478027","SPOONER EXPE",-91.8833,45.8167,335,"COOP"
"240770","BIG SANDY",-110.0667,48.1333,844,"COOP"
"427516","ST GEORGE",-113.5667,37.1000,844,"COOP"
"138806","WEBSTER CITY",-93.8000,42.4667,320,"COOP"
"414093","HENRIETTA",-98.2000,33.8167,274,"COOP"
"081795","CONCH KEY",-80.8833,24.7833,2,"COOP"
"154703","LEITCHFIELD",-86.3000,37.5167,189,"COOP"
"082298","DEVILS GARDE",-81.1333,26.6000,6,"COOP"
"010369","ASHLAND 3 EN",-85.8000,33.2833,302,"COOP"
"425182","LOGAN RADIO",-111.8333,41.7500,1395,"COOP"
"103108","FAIRFIELD RA",-114.8000,43.3500,1544,"COOP"
"103110","FAIRFIELD 3",-114.7500,43.3167,1530,"COOP"
"103448","GARDEN VALLE",-115.9667,44.1000,945,"COOP"
"245596","MELSTONE",-107.8667,46.6000,890,"COOP"
"340179","ALTUS IRIG R",-99.3333,34.5833,421,"COOP"
"311624","CELO 2 S",-82.1833,35.8333,817,"COOP"
"461900","COOPERS ROCK",-79.7833,39.6833,695,"COOP"
"349023","TUSKAHOMA",-95.2833,34.6167,183,"COOP"
"060961","BULLS BRIDGE",-73.4833,41.6500,79,"COOP"
"391032","BRIDGEWATER",-97.5000,43.5500,433,"COOP"
"051886","CORTEZ",-108.5500,37.3667,1893,"COOP"
"285728","MOORESTOWN",-74.9697,39.9511,14,"COOP"
"388426","SUMMERVILLE",-80.1833,32.9833,11,"COOP"
"104455","IDAHO FALLS",-112.0167,43.4833,1437,"COOP"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP"
"474482","LAKE MILLS",-88.9167,43.0667,259,"COOP"
"330061","AKRON",-81.5167,41.0833,329,"COOP"
"100915","BLACKFOOT 4",-112.3167,43.2500,1375,"COOP"
"194075","LANESBORO",-73.2333,42.5500,377,"COOP"
"09D08S","WHITE MILL",-109.9103,45.0450,2652,"SNOTEL"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP"
"203096","GAYLORD",-84.6667,45.0333,411,"COOP"
"035018","MOUNTAINBURG",-94.1500,35.6500,242,"COOP"
"118147","SPARTA 1 W",-89.7167,38.1167,163,"COOP"
"095394","LUMPKIN 2 SE",-84.7833,32.0333,122,"COOP"
"046399","OJAI",-119.2333,34.4500,229,"COOP"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP"
"244386","INGOMAR 14 N",-107.2000,46.7333,852,"COOP"
"466212","MORGANTOWN L",-79.9667,39.6167,251,"COOP"
"162212","CROWLEY 2 NE",-92.3667,30.2500,8,"COOP"
"14D02S","NEZ PERCE CA",-114.4800,45.7311,1722,"SNOTEL"
"226177","NATCHEZ",-91.3833,31.5500,59,"COOP"
"105678","MASSACRE ROC",-113.0000,42.6667,1282,"COOP"
"390223","ANTELOPE RAN",-103.4833,45.5333,860,"COOP"
"368888","TITUSVILLE W",-79.7000,41.6333,372,"COOP"
"304844","LOCKPORT 2 N",-78.6500,43.1833,158,"COOP"
"06K14S","SUMMIT RANCH",-106.1578,39.7178,2865,"SNOTEL"
"106152","MOSCOW UNIV",-116.9667,46.7167,811,"COOP"
"148250","TROY 2 E",-95.0500,39.7833,323,"COOP"
"254440","KIMBALL 2 N",-103.6667,41.2500,1451,"COOP"
"235340","MARYVILLE 2",-94.8333,40.3500,300,"COOP"
"107346","PRESTON",-111.8667,42.0833,1407,"COOP"
"414696","KARNES CITY",-97.9167,28.8833,128,"COOP"
"049105","TWIN LAKES",-120.0333,38.7000,2438,"COOP"
"304555","LAKE PLACID",-73.9833,44.2500,591,"COOP"
"404613","JEFFERSON CI",-83.4500,36.1500,357,"COOP"
"369933","YORK 3 SSW P",-76.7500,39.9167,119,"COOP"
"108380","SHOSHONE 1 W",-114.4333,42.9667,1204,"COOP"
"214106","ITASCA UNIV",-95.2000,47.2167,454,"COOP"
"038052","WYNNE",-90.8000,35.2500,79,"COOP"
"031459","CLARKSVILLE",-93.4400,35.4528,189,"COOP"
"393452","GREGORY",-99.4333,43.2333,658,"COOP"
"244506","JOLIET",-108.9667,45.4833,1127,"COOP"
"06K06S","NAST LAKE",-106.6069,39.2972,2652,"SNOTEL"
"93837","JACKSONVILLE",-81.6667,30.2333,9,"WBAN"
"111302","CARMI 3",-88.1833,38.0667,102,"COOP"
"088841","TAVERNIER",-80.5167,25.0000,2,"COOP"
"186770","OWINGS FERRY",-76.6667,38.6833,49,"COOP"
"COY","COYOTE (LAKE",-123.1860,39.1970,219,"CDEC"
"017366","SELMA",-87.0000,32.4167,45,"COOP"
"140201","ALTON 6 ESE",-98.8500,39.4333,494,"COOP"
"221489","CARTHAGE 3 S",-89.5667,32.7167,113,"COOP"
"233038","FREDERICKTOW",-90.3000,37.5667,213,"COOP"
"422257","DUGWAY",-112.9167,40.1833,1323,"COOP"
"357391","RUCH",-123.0333,42.2333,473,"COOP"
"129670","WINAMAC 2 SS",-86.5833,41.0167,210,"COOP"
"264016","JACKPOT",-114.6667,41.9833,1612,"COOP"
"382260","DARLINGTON",-79.8833,34.3000,46,"COOP"
"045118","LOS BANOS",-120.8667,37.0500,37,"COOP"
"312102","COWEETA EXP",-83.4333,35.0667,685,"COOP"
"456914","RAYMOND 2 S",-123.7167,46.6500,9,"COOP"
"16E11S","BEAR BASIN",-116.1431,44.9525,1631,"SNOTEL"
"324646","KENMARE 1 WS",-102.1000,48.6667,552,"COOP"
"414903","LA GRANGE",-96.8667,29.9167,109,"COOP"
"041700","CHESTER",-121.2333,40.3000,1379,"COOP"
"098064","SILOAM 3 N",-83.0833,33.6000,210,"COOP"
"041948","COLUSA 2 SSW",-122.0167,39.2000,15,"COOP"
"170398","BARNARD",-69.1500,45.2833,166,"COOP"
"021574","CHEVELON R S",-110.9167,34.5500,2135,"COOP"
"408868","TAZEWELL",-83.5500,36.4667,416,"COOP"
"482580","DILLINGER",-105.1167,44.1167,1341,"COOP"
"210157","AMBOY WWTP",-94.1167,43.8833,314,"COOP"
"455224","MC MILLIN RE",-122.2667,47.1333,176,"COOP"
"477158","RICHLAND CEN",-90.3667,43.3167,220,"COOP"
"172700","EUSTIS",-70.4833,45.2167,384,"COOP"
"455231","MCNARY DAM",-119.3000,45.9500,110,"COOP"
"111280","CARLINVILLE",-89.8667,39.2833,192,"COOP"
"024675","KITT PEAK",-111.6000,31.9667,2073,"COOP"
"113109","FLORA 5 NW",-88.5833,38.7167,152,"COOP"
"16H05S","LAUREL DRAW",-116.0281,41.7769,2042,"SNOTEL"
"113320","GALESBURG",-90.3833,40.9500,235,"COOP"
"486440","MORAN 5 WNW",-110.5833,43.8500,2072,"COOP"
"11D08S","CLOVER MEADO",-111.8456,45.0186,2621,"SNOTEL"
"467785","ROWLESBURG 1",-79.6833,39.3333,445,"COOP"
"113335","GALVA",-90.0500,41.1667,262,"COOP"
"146100","OSKALOOSA",-95.3167,39.2167,340,"COOP"
"238082","STOCKTON DAM",-93.7833,37.7000,282,"COOP"
"157800","SUMMER SHADE",-85.7167,36.8833,263,"COOP"
"08G09S","CHRISTINA LA",-108.9167,42.5833,3042,"SNOTEL"
"229426","WAVELAND",-89.3833,30.3000,2,"COOP"
"12D11S","MULE CREEK",-112.9594,45.4075,2530,"SNOTEL"
"368469","STEVENSON DA",-78.0167,41.4000,284,"COOP"
"040521","BARSTOW FIRE",-117.0167,34.8833,707,"COOP"
"421260","CEDAR CITY 5",-113.0000,37.6500,1966,"COOP"
"148964","WINFIELD NO.",-96.9667,37.2333,360,"COOP"
"139067","WILLIAMSBURG",-92.0000,41.6667,259,"COOP"
"415661","MATHIS 4 SSW",-97.8667,28.0333,42,"COOP"
"345468","MADILL",-96.7667,34.1000,235,"COOP"
"353095","FREMONT 5 NW",-121.2000,43.3833,1405,"COOP"
"355055","LOST CREEK D",-122.6833,42.6667,482,"COOP"
"309000","WATERTOWN",-75.8667,43.9667,151,"COOP"
"389122","WEST PELZER",-82.4667,34.6500,259,"COOP"
"133632","HARLAN",-95.3167,41.6500,354,"COOP"
"13769","OCEANA NAS",-76.0333,36.8167,8,"WBAN"
"114823","LA HARPE",-90.9667,40.5833,213,"COOP"
"115430","MATTOON",-88.3333,39.4667,219,"COOP"
"415094","LAVON DAM",-96.4833,33.0333,155,"COOP"
"115888","MOUNT CARMEL",-87.7500,38.4000,113,"COOP"
"058204","TELLURIDE 4",-107.8667,37.9500,2643,"COOP"
"364214","INDIANA 3 SE",-79.1167,40.6000,336,"COOP"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP"
"415429","LULING",-97.6500,29.6667,121,"COOP"
"115950","MOWEAQUA",-89.0333,39.6333,187,"COOP"
"291910","CLIFF 11 SE",-108.5167,32.8333,1456,"COOP"
"116610","PARIS WATERW",-87.7000,39.6333,207,"COOP"
"116738","PERRY 6 NW",-90.8167,39.8000,198,"COOP"
"1117215","SHALALTH",-122.2333,50.7333,244,"EC"
"1119002","YALE",-121.4333,49.5667,76,"EC"
"315177","LUMBERTON 3",-78.9833,34.6167,34,"COOP"
"023596","GRAND CANYON",-112.1500,36.0500,2068,"COOP"
"1121090","BROOKMERE",-120.8667,49.8167,972,"EC"
"419916","WRIGHT PATMA",-94.1667,33.3000,86,"COOP"
"355162","MALHEUR REFU",-118.8500,43.2667,1252,"COOP"
"317618","SALISBURY 9",-80.6167,35.7000,213,"COOP"
"423809","HEBER",-111.4167,40.5000,1716,"COOP"
"107208","POCATELLO 2",-112.4000,42.9000,1473,"COOP"
"1123360","HEDLEY",-120.0833,49.3500,517,"EC"
"470265","APPLETON",-88.3667,44.2500,229,"COOP"
"229400","WATER VALLEY",-89.6333,34.1667,115,"COOP"
"1123390","HEDLEY NP MI",-120.0167,49.3667,1707,"EC"
"178398","SQUA PAN DAM",-68.3333,46.5500,186,"COOP"
"448192","SUFFOLK LAKE",-76.6000,36.7333,7,"COOP"
"469522","WHITE SULPHU",-80.3000,37.8000,585,"COOP"
"427729","SCOFIELD-SKY",-111.2000,39.6833,2655,"COOP"
"274480","LAKEPORT 2",-71.4667,43.5500,152,"COOP"
"087851","ST LEO",-82.2667,28.3333,58,"COOP"
"417074","PLAINS",-102.8333,33.1833,1122,"COOP"
"128698","TELL CITY",-86.7667,37.9500,122,"COOP"
"311975","CONCORD",-80.6000,35.4167,210,"COOP"
"049001","TRACY PUMPIN",-121.5833,37.8000,19,"COOP"
"481610","CENTENNIAL 1",-106.1333,41.3167,2481,"COOP"
"368905","TOWANDA 1 ES",-76.4167,41.7500,229,"COOP"
"350694","BEND",-121.2833,44.0667,1116,"COOP"
"19K04S","MARLETTE LAK",-119.8964,39.1642,2438,"SNOTEL"
"481547","CARPENTER",-104.3500,41.0500,1643,"COOP"
"1123469","HIGHLAND VAL",-121.0167,50.4667,1268,"EC"
"1123750","JOE RICH CRE",-119.1333,49.8500,875,"EC"
"414792","KILLEEN 3 S",-97.7333,31.0667,277,"COOP"
"407184","PIKEVILLE",-85.2000,35.6167,268,"COOP"
