This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
ID,NAME,LON,LAT,ELEV(m),Network,stnid
"031632","CORNING",-90.5858,36.4197,85,"COOP","031632"
"031730","CROSSETT 2 S",-91.9492,33.1111,39,"COOP","031730"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","031838"
"031910","DEGRAY LAKE",-93.1486,34.2531,149,"COOP","031910"
"032355","EUDORA",-91.1578,33.0686,41,"COOP","032355"
"032540","FORDYCE",-92.4322,33.8228,70,"COOP","032540"
"033734","JONESBORO 2",-90.6881,35.8486,96,"COOP","033734"
"033862","KEO",-92.0072,34.6053,70,"COOP","033862"
"033909","KINGSTON 2S",-93.5206,36.0086,654,"COOP","033909"
"034106","LEAD HILL",-92.9094,36.4211,226,"COOP","034106"
"034562","MALVERN",-92.8283,34.3817,95,"COOP","034562"
"034572","MAMMOTH SPRI",-91.5350,36.4947,153,"COOP","034572"
"034638","MARIANNA 2 S",-90.7661,34.7336,71,"COOP","034638"
"034756","MENA",-94.2494,34.5731,344,"COOP","034756"
"034938","MORRILTON",-92.7672,35.1581,104,"COOP","034938"
"035018","MOUNTAINBURG",-94.1542,35.6494,242,"COOP","035018"
"035046","MOUNTAIN VIE",-92.1042,35.9147,238,"COOP","035046"
"035079","MURFREESBORO",-93.7019,34.0783,121,"COOP","035079"
"035186","NEWPORT",-91.2744,35.6042,69,"COOP","035186"
"035512","OZARK 2",-93.8683,35.5125,253,"COOP","035512"
"035563","PARAGOULD 1",-90.4978,36.0336,82,"COOP","035563"
"035591","PARKS",-93.9606,34.8186,185,"COOP","035591"
"035760","PINE RIDGE",-93.9011,34.5833,256,"COOP","035760"
"035820","POCAHONTAS 1",-90.9681,36.2639,96,"COOP","035820"
"035866","PORTLAND",-91.5044,33.2381,37,"COOP","035866"
"036403","SALEM",-91.8036,36.3561,207,"COOP","036403"
"036562","SHERIDAN",-92.3914,34.3019,76,"COOP","036562"
"036768","SPARKMAN",-92.8267,33.9153,52,"COOP","036768"
"036928","SUBIACO",-93.6369,35.3028,152,"COOP","036928"
"037488","WALDRON",-94.1942,34.8992,206,"COOP","037488"
"040444","BAKERSFIELD",-119.0508,35.4186,143,"COOP","040444"
"040521","BARSTOW",-117.0219,34.8928,677,"COOP","040521"
"041244","BUTTONWILLOW",-119.4731,35.4047,82,"COOP","041244"
"041700","CHESTER",-121.2422,40.3033,1381,"COOP","041700"
"041738","CHIRIACO SUM",-115.7206,33.6617,520,"COOP","041738"
"042319","DEATH VALLEY",-116.8669,36.4622,-54,"COOP","042319"
"042713","EL CENTRO 2",-115.5617,32.7669,-9,"COOP","042713"
"043161","FORT BRAGG 5",-123.7567,39.5094,37,"COOP","043161"
"043244","FREMONT",-122.0158,37.5422,12,"COOP","043244"
"043256","FRESNO 5 NE",-119.7017,36.7525,100,"COOP","043256"
"043261","FRIANT GOVER",-119.7072,36.9969,125,"COOP","043261"
"043491","GOLD RUN 2 S",-120.8567,39.1650,1012,"COOP","043491"
"043573","GRASS VALLEY",-121.0681,39.2042,732,"COOP","043573"
"043882","HEARST CASTL",-121.1683,35.6842,465,"COOP","043882"
"044394","JOHNSON VALL",-116.5378,34.3592,965,"COOP","044394"
"044500","KENTFIELD",-122.5439,37.9569,44,"COOP","044500"
"044712","LAKE SOLANO",-122.0039,38.4919,58,"COOP","044712"
"044890","LEMON COVE",-119.0264,36.3817,156,"COOP","044890"
"045360","MARKLEY COVE",-122.1261,38.4939,146,"COOP","045360"
"045795","MONTEREY",-121.9100,36.5903,117,"COOP","045795"
"046136","NEVADA CITY",-121.0008,39.2467,848,"COOP","046136"
"046174","NEW MELONES",-120.4864,38.0047,293,"COOP","046174"
"046506","ORLAND",-122.1997,39.7458,77,"COOP","046506"
"047195","QUINCY",-120.9475,39.9367,1042,"COOP","047195"
"048587","STONY GORGE",-122.5342,39.5861,244,"COOP","048587"
"049001","TRACY PUMPIN",-121.5828,37.7967,19,"COOP","049001"
"049035","TRONA",-117.3908,35.7636,517,"COOP","049035"
"049367","VISALIA",-119.2992,36.3283,91,"COOP","049367"
"050105","AGUILAR 18 W",-104.9503,37.3169,2635,"COOP","050105"
"050128","ALAMOSA 2S",-105.8614,37.4417,2296,"COOP","050128"
"050214","ALTENBERN",-108.3794,39.5008,1731,"COOP","050214"
"050756","BLACK FOREST",-104.8017,39.0292,2120,"COOP","050756"
"051071","BUENA VISTA",-106.1275,38.8247,2422,"COOP","051071"
"051121","BURLINGTON 4",-102.2781,39.2378,1265,"COOP","051121"
"051179","BYERS 5 ENE",-104.1275,39.7403,1554,"COOP","051179"
"051268","CAMPO 7 S",-102.5550,37.0158,1255,"COOP","051268"
"051294","CANON CITY",-105.2256,38.4600,1636,"COOP","051294"
"051528","CHEESMAN",-105.2783,39.2203,2097,"COOP","051528"
"051743","COLLBRAN 2SW",-107.9797,39.2367,1859,"COOP","051743"
"051959","CRESTED BUTT",-106.9764,38.8742,2698,"COOP","051959"
"051964","CRESTONE 1 S",-105.6867,37.9867,2473,"COOP","051964"
"051996","CROOK",-102.8031,40.8600,1131,"COOP","051996"
"052184","DEL NORTE 2",-106.3247,37.6742,2437,"COOP","052184"
"052223","DENVER WATER",-105.0083,39.7294,1593,"COOP","052223"
"052761","ESTES PARK 1",-105.5108,40.3689,2373,"COOP","052761"
"053005","FORT COLLINS",-105.1314,40.6147,1525,"COOP","053005"
"053006","FORT COLLINS",-105.0236,40.5756,1500,"COOP","053006"
"053246","GATEWAY",-108.9722,38.6825,1387,"COOP","053246"
"053307","GLADE PARK 1",-109.0528,38.9539,1946,"COOP","053307"
"053500","GRAND LAKE 6",-105.8667,40.1850,2526,"COOP","053500"
"053530","GRANT",-105.6794,39.4606,2644,"COOP","053530"
"053867","HAYDEN",-107.2547,40.4928,1963,"COOP","053867"
"054076","HOLLY",-102.1236,38.0494,1033,"COOP","054076"
"054082","HOLYOKE",-102.3006,40.5839,1137,"COOP","054082"
"054172","HUGO 1 NW",-103.4897,39.1439,1554,"COOP","054172"
"054242","IDALIA",-102.2928,39.6989,1209,"COOP","054242"
"054254","IGNACIO 8 E",-107.5333,37.0856,2018,"COOP","054254"
"054444","KARVAL",-103.5428,38.7411,1547,"COOP","054444"
"054452","KASSLER",-105.0953,39.4900,1703,"COOP","054452"
"054538","KIM 15 NNE",-103.3219,37.4536,1570,"COOP","054538"
"054546","KIM 10SSE",-103.2986,37.1150,1615,"COOP","054546"
"054742","LAKE GEORGE",-105.4733,38.9058,2597,"COOP","054742"
"054770","LAMAR",-102.6306,38.0936,1106,"COOP","054770"
"054834","LAS ANIMAS",-103.2158,38.0642,1186,"COOP","054834"
"054945","LEROY 5 WSW",-102.9900,40.5031,1362,"COOP","054945"
"055116","LONGMONT 2 E",-105.0736,40.1589,1509,"COOP","055116"
"055706","MONTE VISTA",-106.1872,37.5811,2345,"COOP","055706"
"055733","MONUMENT 3S",-104.8683,39.0564,2079,"COOP","055733"
"055795","BEULAH (MPEC",-104.9961,38.0492,2020,"COOP","055795"
"055984","NORTHGLENN",-105.0133,39.8989,1648,"COOP","055984"
"056320","PARADOX 2N",-108.9492,38.3894,1658,"COOP","056320"
"057515","SEDGWICK 5 S",-102.5161,40.8656,1216,"COOP","057515"
"057560","SHAW 4 ENE",-103.2922,39.5719,1524,"COOP","057560"
"057586","SHERIDAN LAK",-102.2169,38.4683,1231,"COOP","057586"
"058022","STRONTIA SPR",-105.1208,39.4344,1780,"COOP","058022"
"058436","TRINIDAD LAK",-104.5567,37.1503,1923,"COOP","058436"
"058690","VIRGINIA DAL",-105.2186,40.9656,2138,"COOP","058690"
"058781","WALSENBURG",-104.7739,37.6256,1875,"COOP","058781"
"058839","WATERDALE",-105.2103,40.4256,1594,"COOP","058839"
"059175","WINTER PARK",-105.7617,39.8903,2775,"COOP","059175"
"059213","WOODROW 6 NN",-103.5678,40.0750,1333,"COOP","059213"
"059295","YUMA",-102.7208,40.1239,1262,"COOP","059295"
"060808","BRIDGEPORT-S",-73.0800,41.1200,23,"COOP","060808"
"065445","NORFOLK 2 SW",-73.2208,41.9725,408,"COOP","065445"
"065910","NORWICH PUB",-72.0642,41.5269,6,"COOP","065910"
"067958","STAFFORDVILL",-72.2739,42.9975,229,"COOP","067958"
"068138","STORRS",-72.2500,41.8000,198,"COOP","068138"
"069388","WEST THOMPSO",-71.9000,41.9500,110,"COOP","069388"
"080228","ARCADIA",-81.8739,27.2181,9,"COOP","080228"
"081306","CAPE FLORIDA",-80.1567,25.6719,2,"COOP","081306"
"081544","CHIPLEY",-85.4847,30.7836,40,"COOP","081544"
"081978","CRESCENT CIT",-81.5133,29.4167,20,"COOP","081978"
"082008","CROSS CITY 2",-83.1664,29.6497,13,"COOP","082008"
"082150","DAYTONA BEAC",-81.0139,29.1894,3,"COOP","082150"
"082229","DELAND 1 SSE",-81.3106,29.0181,8,"COOP","082229"
"082915","FEDERAL POIN",-81.5389,29.7550,2,"COOP","082915"
"083163","FORT LAUDERD",-80.2011,26.1019,5,"COOP","083163"
"083207","FORT PIERCE",-80.3539,27.4622,8,"COOP","083207"
"083874","HASTINGS 4NE",-81.4669,29.7517,3,"COOP","083874"
"084050","HOLLYWOOD",-80.1342,26.0283,3,"COOP","084050"
"084095","HOMESTEAD GE",-80.5500,25.5011,3,"COOP","084095"
"084366","JACKSONVILLE",-81.3922,30.2900,3,"COOP","084366"
"084731","LAKE CITY 2",-82.5942,30.1853,59,"COOP","084731"
"084802","LAKELAND 2",-82.0136,27.9914,42,"COOP","084802"
"085076","LISBON",-81.7864,28.8728,21,"COOP","085076"
"085359","MARCO ISLAND",-81.7139,25.9492,3,"COOP","085359"
"085612","MELBOURNE WF",-80.6308,28.0958,11,"COOP","085612"
"085667","MIAMI NWSFO",-80.3836,25.7553,4,"COOP","085667"
"085895","MOORE HAVEN",-81.0872,26.8400,4,"COOP","085895"
"086048","MUSE",-81.5500,26.8567,2,"COOP","086048"
"086078","NAPLES",-81.7158,26.1686,2,"COOP","086078"
"086315","NORTH MIAMI",-80.2158,25.9500,3,"COOP","086315"
"086414","OCALA",-82.0778,29.0803,23,"COOP","086414"
"086657","ORTONA LOCK",-81.3044,26.7897,6,"COOP","086657"
"086767","PALM COAST 6",-81.2061,29.6347,2,"COOP","086767"
"087020","PERRINE 4W",-80.4361,25.5819,3,"COOP","087020"
"087205","PLANT CITY",-82.1422,28.0236,37,"COOP","087205"
"087228","PLYMOUTH 3N",-81.5669,28.7267,19,"COOP","087228"
"087304","PORT SALERNO",-80.3275,27.0919,4,"COOP","087304"
"087982","SANFORD",-81.2686,28.8025,4,"COOP","087982"
"088620","STUART 4 E",-80.1639,27.2000,4,"COOP","088620"
"088756","TALLAHASSEE",-84.3556,30.3961,17,"COOP","088756"
"088824","TARPON SPRIN",-82.7500,28.1500,2,"COOP","088824"
"088942","TITUSVILLE",-80.8328,28.6297,2,"COOP","088942"
"089176","VENICE",-82.4364,27.1006,2,"COOP","089176"
"089219","VERO BEACH 4",-80.4031,27.6528,6,"COOP","089219"
"090044","ADAIRSVILLE",-84.8389,34.3417,291,"COOP","090044"
"090236","ALTO 4 SE",-83.5161,34.4417,280,"COOP","090236"
"090253","AMERICUS 3 S",-84.2753,32.0503,149,"COOP","090253"
"091266","BROOKLET 1 W",-81.6731,32.3750,55,"COOP","091266"
"091500","CAMILLA 3 SE",-84.2036,31.1903,53,"COOP","091500"
"091640","CARROLLTON",-85.0806,33.5972,303,"COOP","091640"
"092006","CLEVELAND",-83.7683,34.5883,478,"COOP","092006"
"092361","CRISP CO POW",-83.9592,31.8536,75,"COOP","092361"
"092408","CUMMING 1 EN",-84.1222,34.2214,369,"COOP","092408"
"092475","DAHLONEGA",-83.9900,34.5292,476,"COOP","092475"
"092485","DALLAS 7 NE",-84.7475,33.9881,335,"COOP","092485"
"092517","DANIELSVILLE",-83.3044,34.1175,238,"COOP","092517"
"092753","DORAVILLE 2",-84.2958,33.9358,314,"COOP","092753"
"093621","GAINESVILLE",-83.8600,34.3006,357,"COOP","093621"
"094133","HARTWELL",-82.9300,34.3519,210,"COOP","094133"
"094170","HAWKINSVILLE",-83.4706,32.2803,83,"COOP","094170"
"094623","JACKSON DAM",-83.8436,33.3200,179,"COOP","094623"
"094648","JASPER 1 NNW",-84.4592,34.4958,447,"COOP","094648"
"095666","MCDONOUGH",-84.0678,33.4522,245,"COOP","095666"
"096219","NAHUNTA 6 NE",-81.9197,31.2739,21,"COOP","096219"
"096335","NEWNAN 4 NE",-84.7886,33.4428,280,"COOP","096335"
"097171","PRIDGEN",-82.9239,31.6953,91,"COOP","097171"
"097528","ROCKY FORD 4",-81.7756,32.6328,46,"COOP","097528"
"097600","ROME",-85.1514,34.2453,201,"COOP","097600"
"098600","TAYLORSVILLE",-84.9828,34.0861,220,"COOP","098600"
"098740","TOCCOA",-83.3361,34.5733,308,"COOP","098740"
"098842","TUGALO DAM",-83.3514,34.7117,233,"COOP","098842"
"099157","WASHINGTON 2",-82.7058,33.7264,189,"COOP","099157"
"099194","WAYNESBORO 2",-82.0092,33.0725,82,"COOP","099194"
"099506","WOODBURY",-84.5889,32.9839,241,"COOP","099506"
"100803","BERN",-111.3850,42.3353,1818,"COOP","100803"
"101017","BOISE 7 N",-116.2022,43.7383,1184,"COOP","101017"
"101024","BOISE NWS WF",-116.2100,43.5686,871,"COOP","101024"
"101671","CHILLY BARTO",-113.8289,43.9772,1908,"COOP","101671"
"102577","DIXIE NORTH",-115.4525,45.5694,1750,"COOP","102577"
"102667","DOWNEY",-112.1000,42.4167,1479,"COOP","102667"
"105275","LIFTON PUMPI",-111.3139,42.1231,1806,"COOP","105275"
"106250","MURPHY DESER",-115.3617,42.0264,1573,"COOP","106250"
"107301","POTLATCH 3 N",-116.8781,46.9564,792,"COOP","107301"
"107386","PRIEST RIVER",-116.8358,48.3514,725,"COOP","107386"
"107689","RIGBY",-111.9333,43.6667,1476,"COOP","107689"
"108676","STANLEY",-114.9314,44.2169,1911,"COOP","108676"
"108937","SWAN VALLEY",-111.2939,43.4447,1681,"COOP","108937"
"109950","YELLOW PINE",-115.4833,44.9667,1500,"COOP","109950"
"110072","ALEDO",-90.7469,41.1961,219,"COOP","110072"
"110137","ALTON MELVIN",-90.1500,38.8167,131,"COOP","110137"
"110140","ALTONA",-90.1644,41.1203,224,"COOP","110140"
"110146","AMBOY",-89.3369,41.7225,230,"COOP","110146"
"110330","AUGUSTA",-90.9456,40.2378,207,"COOP","110330"
"110338","AURORA",-88.3092,41.7806,201,"COOP","110338"
"110356","AVON 5 NE",-90.3628,40.7086,195,"COOP","110356"
"110598","BENTLEY",-91.1128,40.3436,198,"COOP","110598"
"110803","BOURBONNAIS",-87.9347,41.1750,198,"COOP","110803"
"111329","CASEY",-87.9747,39.2972,189,"COOP","111329"
"111497","CHICAGO BOTA",-87.7867,42.1406,192,"COOP","111497"
"112500","DWIGHT",-88.4111,41.1067,191,"COOP","112500"
"112679","EDWARDSVILLE",-90.0031,38.8100,152,"COOP","112679"
"112687","EFFINGHAM",-88.6242,39.1189,191,"COOP","112687"
"112709","ELBURN",-88.4728,41.8742,244,"COOP","112709"
"112736","ELGIN",-88.2861,42.0628,233,"COOP","112736"
"112745","ELIZABETH",-90.2331,42.3214,206,"COOP","112745"
"113061","FISHER",-88.3506,40.3175,221,"COOP","113061"
"113106","FLORA",-88.4797,38.6786,152,"COOP","113106"
"113262","FREEPORT WAS",-89.6039,42.2972,229,"COOP","113262"
"113320","GALESBURG",-90.3856,40.9464,235,"COOP","113320"
"113392","GENOA 2 SW",-88.7075,42.0744,259,"COOP","113392"
"113455","GLADSTONE DA",-91.0242,40.8825,158,"COOP","113455"
"114447","JACKSONVILLE",-90.2289,39.7136,183,"COOP","114447"
"114489","JERSEYVILLE",-90.3419,39.1053,192,"COOP","114489"
"114710","KEWANEE 1 E",-89.8992,41.2483,238,"COOP","114710"
"114780","KNOXVILLE",-90.2892,40.9033,229,"COOP","114780"
"114823","LA HARPE",-90.9697,40.5822,213,"COOP","114823"
"114833","LAKE SPRINGF",-89.6044,39.7578,169,"COOP","114833"
"114890","LANSING",-87.5414,41.5419,189,"COOP","114890"
"115079","LINCOLN",-89.3381,40.1519,178,"COOP","115079"
"115097","LISLE-MORTON",-88.0728,41.8128,207,"COOP","115097"
"115280","MACOMB",-90.6689,40.4781,186,"COOP","115280"
"115562","MENDOTA 2 SE",-89.1267,41.5294,219,"COOP","115562"
"115712","MINONK",-89.0339,40.9125,229,"COOP","115712"
"115825","MORRIS 1 NW",-88.4336,41.3708,160,"COOP","115825"
"115927","MOUNT PULASK",-89.2764,40.0047,194,"COOP","115927"
"115950","MOWEAQUA",-89.0164,39.6242,187,"COOP","115950"
"115961","MUNDELEIN 4",-88.0769,42.2553,256,"COOP","115961"
"116344","OGDEN",-87.9567,40.1100,206,"COOP","116344"
"116446","OLNEY 2S",-88.0836,38.7006,137,"COOP","116446"
"116526","OTTAWA 5 SW",-88.9106,41.3283,160,"COOP","116526"
"116558","PALESTINE  2",-87.6422,38.9986,143,"COOP","116558"
"116579","PANA 3 E",-89.0242,39.3722,213,"COOP","116579"
"116610","PARIS WATERW",-87.6933,39.6356,207,"COOP","116610"
"116725","PEOTONE",-87.7858,41.3269,219,"COOP","116725"
"116769","PHILO",-88.1586,40.0003,219,"COOP","116769"
"116849","PLAINFIELD 3",-88.1881,41.6386,187,"COOP","116849"
"116970","PRAIRIE CITY",-90.4639,40.5914,198,"COOP","116970"
"116998","PRINCETON",-89.4644,41.3767,212,"COOP","116998"
"117077","QUINCY DAM 2",-91.4281,39.9058,147,"COOP","117077"
"117126","RAMSEY",-89.1022,39.1483,183,"COOP","117126"
"117329","ROANOKE",-89.1928,40.7903,221,"COOP","117329"
"117487","ROSICLARE 5",-88.4122,37.4747,122,"COOP","117487"
"117952","SIDELL 5NW",-87.8767,39.9803,206,"COOP","117952"
"118020","SMITHLAND LO",-88.4311,37.1644,109,"COOP","118020"
"118194","ST ANNE",-87.7175,41.0228,204,"COOP","118194"
"118353","STREATOR 3 S",-88.8158,41.0908,186,"COOP","118353"
"118389","SULLIVAN 3 S",-88.6067,39.5608,201,"COOP","118389"
"119241","WHITE HALL 1",-90.3794,39.4411,177,"COOP","119241"
"119354","WINDSOR",-88.5917,39.4397,210,"COOP","119354"
"119480","WOODSTOCK 5",-88.5314,42.3628,283,"COOP","119480"
"119827","YORKVILLE 3",-88.4792,41.6122,213,"COOP","119827"
"120200","ANGOLA",-84.9900,41.6397,308,"COOP","120200"
"120784","BLOOMINGTON",-86.5214,39.1742,253,"COOP","120784"
"120830","BLUFFTON 1 N",-85.1733,40.7478,243,"COOP","120830"
"120877","BOWLING GREE",-86.9717,39.4097,210,"COOP","120877"
