This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"190860","BROCKTON",-71.0000,42.0500,24,"COOP"
"KPWG","MC GREGOR (A",-97.3200,31.4800,180,"ASOS"
"032978","GREERS FERRY",-92.0000,35.5167,161,"COOP"
"458520","TONASKET 4 N",-119.4167,48.7833,293,"COOP"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS"
"10G22S","INDIAN CREEK",-110.6775,42.3014,2873,"SNOTEL"
"383111","FLORENCE 8 N",-79.7403,34.2931,37,"COOP"
"296676","PECOS NATION",-105.6886,35.5489,2096,"COOP"
"250435","AUBURN 5 ESE",-95.7500,40.3667,283,"COOP"
"214937","LUVERNE",-96.2039,43.6647,457,"COOP"
"089707","WINTER HAVEN",-81.7333,28.0167,44,"COOP"
"395561","MILLER",-98.9833,44.5167,485,"COOP"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP"
"410408","ATLANTA",-94.1719,33.1050,91,"COOP"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"310241","ARCOLA",-77.9822,36.2911,101,"COOP"
"046699","PARKER RESER",-114.1667,34.2833,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"KPHL","PHILADELPHIA",-75.2311,39.8683,6,"ASOS"
"461723","CLENDENIN",-81.3328,38.4900,210,"COOP"
"342944","ERICK",-99.8628,35.2164,628,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"238444","TRENTON",-93.6083,40.0822,255,"COOP"
"105980","MINIDOKA DAM",-113.4856,42.6717,1283,"COOP"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP"
"411772","CLARKSVILLE",-95.0717,33.6164,133,"COOP"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP"
"247136","ROCK SPRINGS",-106.2456,46.8200,922,"COOP"
"013251","GENEVA NO 2",-85.8833,31.0500,44,"COOP"
"246304","OVANDO 9 SSE",-113.0619,46.8969,1297,"COOP"
"214546","LAMBERTON SW",-95.3167,44.2500,349,"COOP"
"030458","BATESVILLE L",-91.7736,35.8283,174,"COOP"
"058436","TRINIDAD LAK",-104.5569,37.1506,1923,"COOP"
"133473","GRINNELL 3 S",-92.7503,41.7175,276,"COOP"
"KMVY","MARTHAS VINE",-70.6167,41.3922,20,"ASOS"
"338769","WARREN 3 S",-80.8167,41.2000,274,"COOP"
"324418","JAMESTOWN ST",-98.6850,46.8844,447,"COOP"
"236357","OREGON",-95.1450,39.9831,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"465224","LEWISBURG 3",-80.4025,37.8564,702,"COOP"
"KEWB","NEW BEDFORD",-70.9569,41.6753,24,"ASOS"
"07E12S","SUCKER CREEK",-107.4000,44.7167,2707,"SNOTEL"
"KSGU","SAINT GEORGE",-113.6000,37.0800,896,"ASOS"
"294009","HILLSBORO",-107.5667,32.9333,1606,"COOP"
"308627","TULLY HEIBER",-76.0833,42.7667,579,"COOP"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"CYXU","LONDON AIRPO",-81.1500,43.0300,278,"ASOS"
"475017","MANITOWOC",-87.6786,44.0772,201,"COOP"
"KCSG","COLUMBUS MET",-84.9422,32.5161,121,"ASOS"
"305796","NEW YORK AVE",-73.9808,40.5939,6,"COOP"
"KHYI","SAN MARCOS (",-97.8647,29.8936,182,"ASOS"
"450945","BUCKLEY 1 NE",-122.0000,47.1667,209,"COOP"
"CYYB","NORTH BAY AI",-79.4300,46.3500,371,"ASOS"
"047414","RICHMOND",-122.3772,37.9192,1,"COOP"
"331592","CIRCLEVILLE",-82.9547,39.6106,205,"COOP"
"241169","BROCKWAY 3 W",-105.8300,47.2875,802,"COOP"
"058931","WESTCLIFFE",-105.4661,38.1317,2396,"COOP"
"105678","MASSACRE ROC",-113.0044,42.6717,1279,"COOP"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS"
"033466","HOT SPRINGS",-93.0500,34.5167,207,"COOP"
"360785","BLUE MARSH L",-76.0333,40.3833,107,"COOP"
"480140","ALTA 1 NNW",-111.0331,43.7719,1960,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"041864","COALINGA",-120.3606,36.1356,204,"COOP"
"471249","BUTTERNUT 3",-90.5217,46.0544,475,"COOP"
"354670","LAKEVIEW 2 N",-120.3636,42.2139,1456,"COOP"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP"
"KVTN","VALENTINE (A",-100.5514,42.8586,789,"ASOS"
"351897","COTTAGE GROV",-123.0486,43.8078,181,"COOP"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL"
"330676","BEVERLY STP",-81.6286,39.5469,244,"COOP"
"362721","EVERETT",-78.3667,40.0167,305,"COOP"
"417206","POST",-101.3817,33.1911,799,"COOP"
"032355","EUDORA",-91.1500,33.0667,41,"COOP"
"413005","EVANT 1 SSW",-98.1667,31.4667,379,"COOP"
"200373","AVOCA 4 N",-82.6936,43.1311,235,"COOP"
"115950","MOWEAQUA",-89.0333,39.6333,187,"COOP"
"353908","HILLSBORO",-122.9894,45.5144,49,"COOP"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS"
"354622","LA GRANDE",-118.0747,45.3167,840,"COOP"
"11E37S","CRAB CREEK",-111.9931,44.4197,2091,"SNOTEL"
"202094","DETOUR VILLA",-83.9014,45.9983,181,"COOP"
"293142","FARMINGTON A",-108.3167,36.7000,1715,"COOP"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP"
"161292","BURAS",-89.5167,29.3333,2,"COOP"
"134894","LOGAN",-95.7833,41.6333,302,"COOP"
"ACN","ACTON",-118.2000,34.4460,792,"CDEC"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP"
"450729","BLAINE",-122.7500,49.0000,18,"COOP"
"260718","BEATTY 8 N",-116.7183,36.9950,1082,"COOP"
"141029","BREWSTER 4 W",-101.4467,39.3686,1048,"COOP"
"264745","LUND",-115.0072,38.8589,1698,"COOP"
"258090","SPRINGVIEW",-99.7467,42.8247,761,"COOP"
"416177","NACOGDOCHES",-94.6450,31.6181,93,"COOP"
"235253","MARBLE HILL",-89.9667,37.3033,119,"COOP"
"KMRY","MONTEREY",-121.8667,36.5833,-9999,"ASOS"
"442245","DANVILLE",-79.3886,36.5869,125,"COOP"
"211390","CEDAR",-93.2833,45.3167,276,"COOP"
"KAOO","ALTOONA/BLAI",-78.3169,40.3000,458,"ASOS"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"040790","BIG SUR STAT",-121.7803,36.2472,61,"COOP"
"315923","MOUNT MITCHE",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2158,38.0642,1186,"COOP"
"KMDZ","MEDFORD",-90.3033,45.1011,448,"ASOS"
"ADR","AUBURN DAM R",-121.0450,38.8820,366,"CDEC"
"241297","BUSBY",-106.9597,45.5397,1045,"COOP"
"054945","LEROY 5 WSW",-103.0006,40.5106,1362,"COOP"
"KBLI","BELLINGHAM I",-122.5392,48.7994,48,"ASOS"
"320766","BEULAH 1 W",-101.7833,47.2667,544,"COOP"
"463544","GLENVILLE",-80.8325,38.9339,216,"COOP"
"322536","EDMUNDS ARRO",-98.8667,47.2667,445,"COOP"
"025924","NOGALES 6 N",-110.9650,31.4444,1085,"COOP"
"KSJC","SAN JOSE INT",-121.9242,37.3592,18,"ASOS"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"471064","BRILLION",-88.0789,44.1536,247,"COOP"
"089430","WEEKI WACHEE",-82.5756,28.5175,6,"COOP"
"449181","WINCHESTER W",-78.1514,39.1881,219,"COOP"
"KLCK","RICKENBACKER",-82.9300,39.8200,227,"ASOS"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP"
"123418","GOSHEN 3 W",-85.8825,41.5575,258,"COOP"
"414982","LAKE KEMP",-99.1442,33.7542,356,"COOP"
"15C06S","HEMLOCK BUTT",-115.6336,46.4811,1771,"SNOTEL"
"389327","WINNSBORO",-81.0928,34.3739,152,"COOP"
"258110","STANTON",-97.2250,41.9528,454,"COOP"
"KPIE","SAINT PETERS",-82.6856,27.9122,3,"ASOS"
"158446","WARSAW MARKL",-84.9672,38.7744,142,"COOP"
"419952","YOAKUM",-97.1239,29.2744,99,"COOP"
"397062","REDIG 11 NE",-103.3675,45.3933,936,"COOP"
"147397","SHARON SPRIN",-101.7500,38.8964,1052,"COOP"
"476330","OSHKOSH",-88.5556,44.0117,229,"COOP"
"CYXC","CRANBROOK AI",-115.7800,49.6000,939,"ASOS"
"KGCN","GRAND CANYON",-112.1547,35.9461,2014,"ASOS"
"303346","GOUVERNEUR 3",-75.5167,44.3500,128,"COOP"
"404858","KINGSPORT",-82.5275,36.5194,391,"COOP"
"357631","SCOTTS MILLS",-122.5247,44.9472,706,"COOP"
"051660","CLIMAX",-106.1994,39.3764,3450,"COOP"
"411013","BRACKETTVILL",-100.4744,29.6081,511,"COOP"
"10C22S","ONION PARK",-110.8528,46.9139,2259,"SNOTEL"
"116446","OLNEY 2 S",-88.0836,38.7006,137,"COOP"
"10C09S","DEADMAN CREE",-110.6758,46.7931,1966,"SNOTEL"
"264439","LAS VEGAS NW",-115.1853,36.0472,661,"COOP"
"471205","BURLINGTON",-88.2536,42.6483,229,"COOP"
"317319","ROANOKE RAPI",-77.6717,36.4783,64,"COOP"
"419711","WHITE RIVER",-101.0931,33.4564,735,"COOP"
"158429","WARNOCK 1 W",-83.0197,38.4922,168,"COOP"
"418449","SONORA",-100.6500,30.5833,652,"COOP"
"279966","YORK POND",-71.3333,44.5000,466,"COOP"
"KBMQ","BURNET MUNIC",-98.2353,30.7406,392,"ASOS"
"451630","COLVILLE",-117.9028,48.5556,505,"COOP"
"AGP","AGNEW PASS",-119.1430,37.7280,2880,"CDEC"
"046657","PALOMAR MOUN",-116.8400,33.3781,1692,"COOP"
"250050","AINSWORTH",-99.8556,42.5522,765,"COOP"
"163433","GALLIANO",-90.3000,29.4500,2,"COOP"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP"
"KBVX","BATESVILLE (",-91.6500,35.7300,141,"ASOS"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP"
"457941","SPOKANE WFO",-117.6267,47.6808,728,"COOP"
"14F12S","GALENA SUMMI",-114.7136,43.8747,2676,"SNOTEL"
"343358","FREEDOM",-99.1119,36.7739,475,"COOP"
"265132","MIDDLEGATE L",-118.0167,39.2833,1402,"COOP"
"07E33S","BURGESS JUNC",-107.5333,44.7833,2402,"SNOTEL"
"AGW","A.G. WISHON",-119.5050,37.1510,305,"CDEC"
"313565","GRANDFATHER",-81.8325,36.1083,1615,"COOP"
"473511","HAYWARD RANG",-91.4878,46.0075,366,"COOP"
"348708","TALOGA",-98.9589,36.0408,520,"COOP"
"471416","CHARMANY FAR",-89.4781,43.0603,330,"COOP"
"KPRB","PASO ROBLES",-120.6269,35.6728,255,"ASOS"
"KMVL","MORRISVILLE",-72.6161,44.5361,223,"ASOS"
"335041","MC CONNELSVI",-81.8569,39.6539,232,"COOP"
"458959","WAPATO",-120.4167,46.4333,256,"COOP"
"13B22S","KRAFT CREEK",-113.7753,47.4275,1448,"SNOTEL"
"KNUW","WHIDBEY ISLA",-122.6506,48.3492,14,"ASOS"
"082441","DUCK KEY",-80.9167,24.7667,2,"COOP"
"KDIK","DICKINSON MU",-102.8019,46.7972,790,"ASOS"
"424508","KANAB",-112.5247,37.0375,1506,"COOP"
"19A13S","MOSES MTN",-119.0814,48.3614,1615,"SNOTEL"
"149080","YATES CENTER",-95.7247,37.8728,335,"COOP"
"411430","CANYON",-101.9333,34.9833,1094,"COOP"
"238043","STEELVILLE 2",-91.3706,38.0053,213,"COOP"
"048606","STRAWBERRY V",-121.1000,39.5667,1161,"COOP"
"204967","LUPTON 1 S",-84.0228,44.4197,274,"COOP"
"KMEH","MEACHAM (AMO",-118.4247,45.5114,1135,"ASOS"
"KHCO","HALLOCK",-96.9431,48.7528,250,"ASOS"
"338822","WAUSEON WATE",-84.1500,41.5167,229,"COOP"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP"
"KMOD","MODESTO CITY",-120.9506,37.6242,29,"ASOS"
"334189","KENTON",-83.6000,40.6500,303,"COOP"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP"
"249240","YELLOWTAIL D",-107.9394,45.3122,1007,"COOP"
"347012","PERRY",-97.2897,36.2886,312,"COOP"
"317615","SALISBURY",-80.4811,35.6836,213,"COOP"
"089176","VENICE",-82.4364,27.1006,2,"COOP"
"301436","CHERRY VALLE",-74.7333,42.8167,415,"COOP"
"KOQT","OAK RIDGE",-84.2300,36.0200,277,"ASOS"
"243929","HARLEM 4 W",-108.8589,48.5517,720,"COOP"
"KMHK","MANHATTAN MU",-96.6778,39.1353,321,"ASOS"
"138755","WAUKON 1 NNE",-91.4803,43.2672,379,"COOP"
"442142","CROZIER",-77.8769,37.6664,60,"COOP"
"KSPI","SPRINGFIELD/",-89.6839,39.8453,182,"ASOS"
"06P10S","SENORITA DIV",-106.8333,36.0019,2621,"SNOTEL"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP"
"423097","GARFIELD",-112.2000,40.7167,1320,"COOP"
"KIMT","IRON MOUNTAI",-88.1089,45.8142,360,"ASOS"
"026037","OAK CREEK CA",-111.7500,34.9667,1547,"COOP"
"047813","SAN JACINTO",-116.9592,33.7869,475,"COOP"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP"
"049781","WOODLAND 1 W",-121.8000,38.6833,21,"COOP"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL"
"258905","WAHOO",-96.6272,41.2186,387,"COOP"
"397073","RED OWL",-102.5500,44.7000,844,"COOP"
"487260","PINEDALE",-109.8831,42.8675,2187,"COOP"
"10S01S","WORKMAN CREE",-110.9175,33.8122,2103,"SNOTEL"
"351433","CASCADIA",-122.4858,44.3981,262,"COOP"
"113320","GALESBURG",-90.3853,40.9464,235,"COOP"
"091665","CARTERSVILLE",-84.7847,34.2261,219,"COOP"
"317056","RAEFORD",-79.2333,35.0000,76,"COOP"
"K87Q","PT PIEDRAS(C",-121.2847,35.6656,17,"ASOS"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS"
"364853","LAURELTON CE",-77.2139,40.9017,244,"COOP"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS"
"146128","OTTAWA",-95.2833,38.6167,274,"COOP"
"166657","NEW IBERIA",-91.7833,29.9833,8,"COOP"
"347862","SALLISAW 2 N",-94.8000,35.4500,152,"COOP"
"089566","WEWAHITCHKA",-85.2000,30.1167,13,"COOP"
"134063","INDIANOLA",-93.5500,41.3667,287,"COOP"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL"
"408522","SPARTA",-85.4772,35.9539,311,"COOP"
"313784","HAMLET",-79.6922,34.8872,107,"COOP"
"237506","SALEM",-91.5358,37.6336,366,"COOP"
"336600","PHILO 3 SW",-81.9167,39.8333,311,"COOP"
"474195","KEWAUNEE 3 N",-87.5331,44.4778,214,"COOP"
"426601","PANGUITCH",-112.4314,37.8233,2015,"COOP"
"KBPT","BEAUMONT/POR",-94.0208,29.9508,5,"ASOS"
"457544","SEQUIM 2 E",-123.0667,48.0833,15,"COOP"
"KAKO","AKRON/WASHIN",-103.2144,40.1744,1431,"ASOS"
"339209","WILLOW WOOD",-82.4442,38.5903,301,"COOP"
"KSGJ","ST AUGUSTINE",-81.3397,29.9592,3,"ASOS"
"103771","GRANGEVILLE",-116.1150,45.9303,1024,"COOP"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP"
"450013","ABERDEEN 20",-123.7000,47.2667,133,"COOP"
"KHEF","MANASSAS MUN",-77.5200,38.7200,59,"ASOS"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP"
"130807","BOONE",-93.8911,42.0425,320,"COOP"
"416368","NIXON",-97.7500,29.2667,122,"COOP"
"245338","MALTA 7 E",-107.7286,48.3939,680,"COOP"
"481840","CODY",-109.0611,44.5208,1539,"COOP"
"365834","MINERSVILLE",-76.3500,40.7167,488,"COOP"
"214994","MADISON SEWA",-96.1750,45.0069,329,"COOP"
"054724","LA JUNTA 1 S",-103.5456,37.9658,1281,"COOP"
"076410","NEWARK UNIVE",-75.7511,39.6694,27,"COOP"
"KOXC","OXFORD (AWOS",-73.1300,41.4800,222,"ASOS"
"044278","INYOKERN",-117.8167,35.6500,744,"COOP"
"414254","HONDO",-99.1386,29.3372,267,"COOP"
"448600","TYE RIVER 1",-78.9344,37.6383,219,"COOP"
"049866","YREKA",-122.6408,41.7036,800,"COOP"
"319123","WATERVILLE 2",-83.0981,35.7742,439,"COOP"
"047306","REDLANDS",-117.1894,34.0528,402,"COOP"
"420336","ARCHES NP HQ",-109.6192,38.6172,1259,"COOP"
"165266","LEESVILLE",-93.2500,31.1333,65,"COOP"
"KDTO","DENTON (ASOS",-97.1989,33.2061,195,"ASOS"
"105897","MIDDLE FORK",-115.0147,44.7183,1366,"COOP"
"478027","SPOONER EXPE",-91.8761,45.8236,335,"COOP"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP"
"427516","ST GEORGE",-113.5672,37.1061,844,"COOP"
"138806","WEBSTER CITY",-93.7964,42.4692,323,"COOP"
"11D26S","TABLE MOUNTA",-111.5864,45.8028,1353,"SNOTEL"
"414093","HENRIETTA",-98.2003,33.8128,283,"COOP"
"082298","DEVILS GARDE",-81.1333,26.6000,6,"COOP"
"010369","ASHLAND 3 SE",-85.8106,33.2322,308,"COOP"
"425182","LOGAN RADIO",-111.8386,41.7558,1394,"COOP"
"KFTK","FORT KNOX/GO",-85.9700,37.9000,230,"ASOS"
"245596","MELSTONE",-107.8692,46.6006,890,"COOP"
"457267","SAINT JOHN",-117.5833,47.0833,593,"COOP"
"340179","ALTUS IRIG R",-99.3344,34.5903,421,"COOP"
"311624","CELO 2 S",-82.1753,35.8292,817,"COOP"
"KGAG","GAGE/SHATTUC",-99.7689,36.2967,677,"ASOS"
"349023","TUSKAHOMA",-95.2903,34.6256,183,"COOP"
"060961","BULLS BRIDGE",-73.4833,41.6500,79,"COOP"
"391032","BRIDGEWATER",-97.5019,43.5522,433,"COOP"
"051886","CORTEZ",-108.5931,37.3444,1828,"COOP"
"12J07S","MINING FORK",-112.6117,40.4942,2438,"SNOTEL"
"327027","PETERSBURG 2",-98.0000,48.0333,466,"COOP"
"285728","MOORESTOWN",-74.9697,39.9511,14,"COOP"
"247382","SAVAGE",-104.3378,47.4536,602,"COOP"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP"
"474482","LAKE MILLS",-88.9122,43.0761,260,"COOP"
"330061","AKRON",-81.5169,41.0803,329,"COOP"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP"
"AHV","ASH VALLEY",-120.7060,41.0580,1551,"CDEC"
"09D08S","WHITE MILL",-109.9103,45.0450,2652,"SNOTEL"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP"
"047668","SALINAS NO 2",-121.6656,36.6594,14,"COOP"
"256135","OAKDALE",-97.9667,42.0667,521,"COOP"
"203096","GAYLORD",-84.6661,45.0306,411,"COOP"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS"
"035018","MOUNTAINBURG",-94.1500,35.6500,242,"COOP"
"118147","SPARTA 1 W",-89.7167,38.1167,163,"COOP"
"095394","LUMPKIN 2 SE",-84.7761,32.0306,122,"COOP"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP"
"244386","INGOMAR 14 N",-107.2081,46.7392,852,"COOP"
"116610","PARIS WATERW",-87.6997,39.6372,207,"COOP"
"162212","CROWLEY 2 NE",-92.3667,30.2500,8,"COOP"
"202631","ESSEXVILLE",-83.8667,43.6167,179,"COOP"
"14D02S","NEZ PERCE CA",-114.4800,45.7311,1722,"SNOTEL"
"KHYS","HAYS MUNI (A",-99.2700,38.8500,609,"ASOS"
"226177","NATCHEZ",-91.3406,31.5894,59,"COOP"
"294026","HOBBS",-103.1333,32.7000,1102,"COOP"
"368888","TITUSVILLE W",-79.7000,41.6333,372,"COOP"
"087760","ROYAL PALM R",-80.5936,25.3869,2,"COOP"
"304844","LOCKPORT 3 S",-78.6814,43.1392,184,"COOP"
"06K14S","SUMMIT RANCH",-106.1578,39.7178,2865,"SNOTEL"
"428119","SPANISH FORK",-111.6044,40.0797,1439,"COOP"
"KEGE","EAGLE CO. RE",-106.9200,39.6500,1993,"ASOS"
"148250","TROY 2 E",-95.0858,39.7847,323,"COOP"
"KMIB","MINOT AFB",-101.3500,48.4200,508,"ASOS"
"254440","KIMBALL 2 N",-103.6667,41.2500,1451,"COOP"
"235340","MARYVILLE 2",-94.8328,40.3458,300,"COOP"
"414696","KARNES CITY",-97.8756,28.9069,137,"COOP"
"049105","TWIN LAKES",-120.0333,38.7000,2438,"COOP"
"304555","LAKE PLACID",-73.9833,44.2500,591,"COOP"
"369933","YORK 3 SSW P",-76.7500,39.9167,119,"COOP"
"21F22S","CHEMULT ALTE",-121.8067,43.2261,1451,"SNOTEL"
"470045","AFTON",-89.0669,42.6186,226,"COOP"
"11E07S","WEST YELLOWS",-111.0906,44.6581,2042,"SNOTEL"
"214106","ITASCA UNIV",-95.2000,47.2167,454,"COOP"
"14C05S","LOLO PASS",-114.5811,46.6347,1597,"SNOTEL"
"038052","WYNNE",-90.7967,35.2536,79,"COOP"
"031459","CLARKSVILLE",-93.4444,35.4544,189,"COOP"
"KBCB","VIRGINIA TEC",-80.4200,37.2200,650,"ASOS"
"393452","GREGORY",-99.4344,43.2358,658,"COOP"
"06K06S","NAST LAKE",-106.6069,39.2972,2652,"SNOTEL"
