This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"POBO","POWELL BUTTE",-120.9497,44.2483,975,"AGRIMET","POBO"
"RDBM","ROUNDBUTTE",-114.2806,47.5394,927,"AGRIMET","RDBM"
"RPTI","RUPERT",-113.8381,42.5950,1266,"AGRIMET","RPTI"
"RXGI","REXBURG",-111.7667,43.8500,1486,"AGRIMET","RXGI"
"SBMW","SEVEN BAYS M",-118.3411,47.8553,418,"AGRIMET","SBMW"
"SILW","SILCOTT ISLA",-117.1847,46.4186,251,"AGRIMET","SILW"
"WRDO","WORDEN",-121.7869,42.0169,1244,"AGRIMET","WRDO"
"010008","ABBEVILLE",-85.2483,31.5703,139,"COOP","010008"
"010140","ALBERTA",-87.4267,32.2389,53,"COOP","010140"
"010160","ALEXANDER CI",-85.9481,32.9453,224,"COOP","010160"
"010184","ALICEVILLE L",-88.2878,33.2100,50,"COOP","010184"
"010252","ANDALUSIA 3",-86.5222,31.3067,76,"COOP","010252"
"010260","ANDERSON",-87.2747,34.9092,209,"COOP","010260"
"010369","ASHLAND 3 EN",-85.7789,33.2942,312,"COOP","010369"
"010390","ATHENS",-86.9511,34.7772,207,"COOP","010390"
"010402","ATMORE",-87.4389,31.1819,91,"COOP","010402"
"010505","BANKHEAD LOC",-87.3572,33.4528,85,"COOP","010505"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP","010583"
"010655","BELLE MINA 2",-86.8825,34.6908,183,"COOP","010655"
"010748","BERRY 3 NW",-87.6497,33.6944,154,"COOP","010748"
"010764","BESSEMER 3 W",-87.0078,33.3953,136,"COOP","010764"
"011080","BREWTON 3 EN",-87.0492,31.1414,49,"COOP","011080"
"011084","BREWTON 3 SS",-87.0542,31.0578,26,"COOP","011084"
"011143","BROOKWOOD",-87.2936,33.2536,157,"COOP","011143"
"011178","BRUNDIDGE",-85.8369,31.7056,139,"COOP","011178"
"011288","CALERA",-86.7461,33.1106,162,"COOP","011288"
"011620","CHILDERSBURG",-86.3436,33.2822,127,"COOP","011620"
"011690","CLAIBORNE L",-87.5500,31.6167,15,"COOP","011690"
"011694","CLANTON",-86.6522,32.8200,186,"COOP","011694"
"011803","CODEN",-88.2281,30.3878,4,"COOP","011803"
"011810","COFFEEVILLE",-88.1283,31.7556,7,"COOP","011810"
"012096","CULLMAN NAHS",-86.7972,34.1925,192,"COOP","012096"
"012124","DADEVILLE 2",-85.7358,32.8622,223,"COOP","012124"
"012172","DAUPHIN ISLA",-88.0833,30.2500,2,"COOP","012172"
"012245","DEMOPOLIS LO",-87.8794,32.5192,30,"COOP","012245"
"012350","DORA",-87.0792,33.7386,109,"COOP","012350"
"012377","DOTHAN",-85.3708,31.1942,84,"COOP","012377"
"012577","ELBA",-86.0667,31.4239,59,"COOP","012577"
"012675","ENTERPRISE 5",-85.9014,31.3836,143,"COOP","012675"
"012758","EVERGREEN",-86.9531,31.4447,88,"COOP","012758"
"012813","FAIRHOPE 2 N",-87.8808,30.5467,7,"COOP","012813"
"013160","GAINESVILLE",-88.1342,32.8347,38,"COOP","013160"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP","013251"
"013511","GREENSBORO",-87.5808,32.7017,67,"COOP","013511"
"013519","GREENVILLE",-86.6147,31.7947,104,"COOP","013519"
"013573","GUNTERSVILLE",-86.3297,34.3344,176,"COOP","013573"
"013575","GUNTERSVILLE",-86.3294,34.3347,181,"COOP","013575"
"013620","HALEYVILLE",-87.6347,34.2311,280,"COOP","013620"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP","013645"
"013761","HEADLAND",-85.3397,31.3625,113,"COOP","013761"
"013775","HEFLIN",-85.6006,33.6483,259,"COOP","013775"
"013781","HELENA",-86.8336,33.2725,146,"COOP","013781"
"013816","HIGHLAND HOM",-86.2522,31.8814,132,"COOP","013816"
"013930","HOLT LOCK AN",-87.4500,33.2533,59,"COOP","013930"
"014193","JACKSON",-87.9278,31.5250,67,"COOP","014193"
"014209","JACKSONVILLE",-85.7664,33.8167,209,"COOP","014209"
"014226","JASPER",-87.3150,33.9053,148,"COOP","014226"
"014274","JONES BLUFF",-86.7828,32.3233,45,"COOP","014274"
"014306","JORDAN DAM",-86.2500,32.6167,88,"COOP","014306"
"014603","LAY DAM",-86.5167,32.9667,128,"COOP","014603"
"014619","LEEDS",-86.5272,33.5447,194,"COOP","014619"
"014866","LOGAN MARTIN",-86.3333,33.4333,137,"COOP","014866"
"015121","MARION JUNCT",-87.2306,32.4714,61,"COOP","015121"
"015420","MILLERS FERR",-87.3981,32.1000,35,"COOP","015420"
"015435","MILLPORT 2 E",-88.0333,33.5700,84,"COOP","015435"
"015439","MILSTEAD",-85.8889,32.4419,66,"COOP","015439"
"015465","MITCHELL DAM",-86.4500,32.8000,107,"COOP","015465"
"015537","MONTEVALLO",-86.8667,33.0981,125,"COOP","015537"
"015553","MONTGOMERY 6",-86.2181,32.2600,69,"COOP","015553"
"015635","MOULTON 2",-87.2933,34.4856,197,"COOP","015635"
"015658","MOUNDVILLE",-87.6225,32.9947,37,"COOP","015658"
"015752","MUSCLE SHOAL",-87.5394,34.7889,163,"COOP","015752"
"016129","OPELIKA",-85.4492,32.6592,195,"COOP","016129"
"016196","OWENS CROSS",-86.4453,34.5528,180,"COOP","016196"
"016436","PINE APPLE",-86.9861,31.8817,81,"COOP","016436"
"016478","PINSON",-86.6847,33.6906,185,"COOP","016478"
"016847","REFORM",-88.0200,33.3753,73,"COOP","016847"
"016988","ROBERTSDALE",-87.7017,30.5650,49,"COOP","016988"
"017020","ROCKFORD 3 E",-86.1758,32.8711,228,"COOP","017020"
"017025","ROCK MILLS",-85.2892,33.1592,227,"COOP","017025"
"017131","RUSSELLVILLE",-87.7319,34.5100,253,"COOP","017131"
"017157","SAINT BERNAR",-86.8133,34.1736,244,"COOP","017157"
"017207","SAND MT SUBS",-85.9692,34.2872,335,"COOP","017207"
"017304","SCOTTSBORO",-86.0536,34.6736,187,"COOP","017304"
"017326","SEALE 3 ESE",-85.1233,32.2878,117,"COOP","017326"
"017366","SELMA",-87.0153,32.4100,24,"COOP","017366"
"017947","SULLIGENT",-88.1325,33.8997,107,"COOP","017947"
"017999","SYLACAUGA 4",-86.2114,33.2053,149,"COOP","017999"
"018024","TALLADEGA",-86.1350,33.4164,137,"COOP","018024"
"018038","TALLAPOOSA W",-86.2025,32.4392,54,"COOP","018038"
"018178","THOMASVILLE",-87.8833,31.5411,123,"COOP","018178"
"018323","TROY",-85.9722,31.8075,152,"COOP","018323"
"018380","TUSCALOOSA A",-87.6092,33.2222,52,"COOP","018380"
"018385","TUSCALOOSA O",-87.5936,33.2097,46,"COOP","018385"
"018438","UNION SPRING",-85.7464,32.0142,134,"COOP","018438"
"018446","UNIONTOWN",-87.5153,32.4511,85,"COOP","018446"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP","018469"
"018608","WADLEY NR 2",-85.5800,33.1272,213,"COOP","018608"
"018637","WALLACE 2 E",-87.1789,31.2097,62,"COOP","018637"
"018648","WALNUT GROVE",-86.3069,34.0661,259,"COOP","018648"
"018673","WARRIOR LOCK",-87.8306,32.7744,21,"COOP","018673"
"018809","WEST BLOCTON",-87.1267,33.1178,152,"COOP","018809"
"018859","WETUMPKA",-86.2103,32.5906,78,"COOP","018859"
"018998","WINFIELD 2 S",-87.8475,33.9111,143,"COOP","018998"
"020060","AGUILA",-113.1875,33.9433,660,"COOP","020060"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP","020100"
"020159","ALPINE",-109.1469,33.8492,2454,"COOP","020159"
"020174","ALPINE 8 SSE",-109.1167,33.7383,2051,"COOP","020174"
"020287","ANVIL RANCH",-111.3831,31.9792,838,"COOP","020287"
"020288","APACHE JUNCT",-111.4814,33.4625,631,"COOP","020288"
"020404","ARIZONA CITY",-111.6928,32.7597,456,"COOP","020404"
"020498","ASHURST HAYD",-111.2864,33.0869,472,"COOP","020498"
"020632","BARTLETT DAM",-111.6497,33.8097,503,"COOP","020632"
"020672","BEAVER DAM",-113.9425,36.8969,572,"COOP","020672"
"020678","BELLEMONT NW",-111.8214,35.2300,2180,"COOP","020678"
"020683","BENSON 6 SE",-110.2403,31.8803,1125,"COOP","020683"
"020750","BETATAKIN",-110.5411,36.6778,2221,"COOP","020750"
"020775","BISBEE 1 WNW",-109.9289,31.4475,1695,"COOP","020775"
"020808","BLACK RIVER",-109.7517,33.4783,1849,"COOP","020808"
"020871","BLUE RIDGE R",-111.1892,34.6103,2097,"COOP","020871"
"020949","BOUSE",-114.0242,33.9431,282,"COOP","020949"
"020958","BOWIE",-109.4908,32.3236,1146,"COOP","020958"
"021001","BRIGHT ANGEL",-112.0631,36.2136,2560,"COOP","021001"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP","021050"
"021231","CANELO 1 NW",-110.5294,31.5589,1527,"COOP","021231"
"021248","CANYON DE CH",-109.5394,36.1533,1710,"COOP","021248"
"021282","CAREFREE",-111.9019,33.8161,771,"COOP","021282"
"021306","CASA GRANDE",-111.7147,32.8889,428,"COOP","021306"
"021314","CASA GRANDE",-111.5367,32.9947,433,"COOP","021314"
"021353","CASTLE HOT S",-112.3617,33.9825,607,"COOP","021353"
"021357","CATALINA SP",-110.9300,32.4175,814,"COOP","021357"
"021654","CHINO VALLEY",-112.4567,34.7569,1448,"COOP","021654"
"021849","CLIFTON",-109.3072,33.0561,1073,"COOP","021849"
"021920","COLORADO CIT",-112.9719,36.9939,1527,"COOP","021920"
"022109","CORDES",-112.1678,34.3053,1149,"COOP","022109"
"022140","CORONADO N M",-110.2542,31.3456,1598,"COOP","022140"
"022527","DIAMOND M RA",-113.3669,35.2967,1670,"COOP","022527"
"022754","DUNCAN",-109.1214,32.7481,1157,"COOP","022754"
"022782","EAST MESA",-111.6444,33.4192,463,"COOP","022782"
"023009","FLAGSTAFF 4",-111.7311,35.1611,2172,"COOP","023009"
"023027","FLORENCE",-111.3881,33.0364,462,"COOP","023027"
"023150","FORT THOMAS",-110.0022,33.0194,853,"COOP","023150"
"023160","FORT VALLEY",-111.7428,35.2681,2315,"COOP","023160"
"023303","GANADO",-109.5661,35.7164,1932,"COOP","023303"
"023393","GILA BEND",-112.7131,32.9481,224,"COOP","023393"
"023448","GISELA",-111.2758,34.1111,884,"COOP","023448"
"023500","GLOBE 2",-110.7694,33.3994,1143,"COOP","023500"
"023596","GRAND CANYON",-112.1503,36.0528,2068,"COOP","023596"
"023668","GREEN VALLEY",-110.9978,31.8931,884,"COOP","023668"
"023683","GREER",-109.4519,34.0219,2522,"COOP","023683"
"023828","HAPPY JACK R",-111.4139,34.7433,2280,"COOP","023828"
"023961","HEBER BLACK",-110.5581,34.3925,2009,"COOP","023961"
"024089","HOLBROOK",-110.1544,34.9094,1550,"COOP","024089"
"024182","HORSESHOE DA",-111.7139,33.9825,616,"COOP","024182"
"024453","JEROME",-112.1114,34.7522,1509,"COOP","024453"
"024586","KEAMS CANYON",-110.1917,35.8111,1891,"COOP","024586"
"024590","KEARNY",-110.9078,33.0519,558,"COOP","024590"
"024675","KITT PEAK",-111.5972,31.9600,2070,"COOP","024675"
"024702","KOFA MINE",-113.9653,33.2742,541,"COOP","024702"
"024761","LAKE HAVASU",-114.3600,34.5028,143,"COOP","024761"
"024829","LAVEEN 3 SSE",-112.1472,33.3369,346,"COOP","024829"
"024849","LEES FERRY",-111.6022,36.8644,978,"COOP","024849"
"024977","LITCHFIELD P",-112.3667,33.5000,314,"COOP","024977"
"025129","LUKACHUKAI",-109.2286,36.4175,1987,"COOP","025129"
"025270","MARICOPA 4 N",-112.0303,33.1139,354,"COOP","025270"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP","025412"
"025418","MC NEAL",-109.6686,31.6017,1271,"COOP","025418"
"025426","MEADVIEW 1SE",-114.0511,36.0033,975,"COOP","025426"
"025467","MESA",-111.8183,33.4114,384,"COOP","025467"
"025512","MIAMI",-110.8700,33.4044,1085,"COOP","025512"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP","025635"
"025700","MORMON FLAT",-111.4425,33.5544,520,"COOP","025700"
"025825","NATURAL BRID",-111.4500,34.3167,1406,"COOP","025825"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP","025924"
"026037","OAK CREEK CA",-111.7606,34.9644,1547,"COOP","026037"
"026119","ORACLE 2 SE",-110.7344,32.6025,1375,"COOP","026119"
"026132","ORGAN PIPE C",-112.8003,31.9556,511,"COOP","026132"
"026180","PAGE",-111.4483,36.9208,1301,"COOP","026180"
"026190","PAINTED DESE",-109.7814,35.0653,1756,"COOP","026190"
"026194","PAINTED ROCK",-113.0317,33.0772,183,"COOP","026194"
"026282","PATAGONIA #2",-110.7517,31.5481,1277,"COOP","026282"
"026353","PEARCE SUNSI",-109.8378,31.9356,1326,"COOP","026353"
"026468","PETRIFIED FO",-109.8850,34.7994,1660,"COOP","026468"
"026471","PHANTOM RANC",-112.0958,36.1050,771,"COOP","026471"
"026601","PINETOP 2E",-109.9219,34.1242,2195,"COOP","026601"
"026603","PINNACLE PEA",-111.8606,33.7275,782,"COOP","026603"
"026616","PIPE SPRINGS",-112.7386,36.8586,1500,"COOP","026616"
"026716","PORTAL 4 SW",-109.2058,31.8828,1643,"COOP","026716"
"026796","PRESCOTT",-112.4322,34.5706,1586,"COOP","026796"
"026840","PUNKIN CENTE",-111.3064,33.8556,709,"COOP","026840"
"026865","QUARTZSITE",-114.2272,33.6650,267,"COOP","026865"
"027281","ROOSEVELT 1",-111.1508,33.6731,672,"COOP","027281"
"027334","RUCKER CANYO",-109.4131,31.7561,1637,"COOP","027334"
"027435","SAINT JOHNS",-109.4028,34.5172,1765,"COOP","027435"
"027530","SAN MANUEL",-110.6339,32.6014,1055,"COOP","027530"
"027560","SAN SIMON",-109.2256,32.2714,1100,"COOP","027560"
"027593","SANTA RITA E",-110.8464,31.7625,1311,"COOP","027593"
"027619","SASABE",-111.5436,31.4831,1094,"COOP","027619"
"027622","SASABE 7 NW",-111.6022,31.6036,1166,"COOP","027622"
"027625","SASABE 6 NNE",-111.5047,31.5717,1065,"COOP","027625"
"027708","SEDONA",-111.7644,34.8956,1286,"COOP","027708"
"027716","SELIGMAN",-112.8797,35.3322,1600,"COOP","027716"
"027726","SELLS",-111.8850,31.9142,715,"COOP","027726"
"027855","SHOW LOW AIR",-110.0075,34.2639,1954,"COOP","027855"
"027880","SIERRA VISTA",-110.2847,31.5553,1402,"COOP","027880"
"028012","SNOWFLAKE",-110.0839,34.5081,1720,"COOP","028012"
"028162","SPRINGERVILL",-109.2897,34.1289,2152,"COOP","028162"
"028326","SUNRISE MOUN",-109.5631,33.9733,2856,"COOP","028326"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP","028329"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP","028396"
"028499","TEMPE ASU",-111.9294,33.4197,364,"COOP","028499"
"028598","TOLLESON 1 E",-112.2433,33.4519,312,"COOP","028598"
"028619","TOMBSTONE",-110.0569,31.7056,1405,"COOP","028619"
"028641","TONOPAH 5N",-112.9400,33.5728,396,"COOP","028641"
"028650","TONTO CREEK",-111.0972,34.3839,1948,"COOP","028650"
"028792","TUBA CITY",-111.2436,36.1306,1520,"COOP","028792"
"028795","TUCSON 17 NW",-111.1961,32.2542,781,"COOP","028795"
"028796","TUCSON CAMP",-110.9442,32.2817,727,"COOP","028796"
"028815","TUCSON WFO",-110.9536,32.2292,742,"COOP","028815"
"028817","TUSCON U OF",-111.0053,32.2581,706,"COOP","028817"
"028865","TUMACACORI N",-111.0497,31.5678,996,"COOP","028865"
"028904","TUZIGOOT",-112.0264,34.7706,1058,"COOP","028904"
"028998","VAIL 7 N",-110.7247,32.1264,908,"COOP","028998"
"029114","WAHWEAP",-111.4914,36.9953,1137,"COOP","029114"
"029156","WALNUT CANYO",-111.5067,35.1706,2038,"COOP","029156"
"029158","WALNUT CREEK",-112.8097,34.9281,1551,"COOP","029158"
"029166","WALNUT GROVE",-112.5619,34.3117,1147,"COOP","029166"
"029287","WICKENBURG",-112.7403,33.9792,668,"COOP","029287"
"029309","WIKIEUP",-113.6136,34.7061,613,"COOP","029309"
"029334","WILLCOX",-109.8497,32.2611,1279,"COOP","029334"
"029359","WILLIAMS",-112.1906,35.2411,2057,"COOP","029359"
"029464","WITTMANN 4SW",-112.5983,33.7478,533,"COOP","029464"
"029542","WUPATKI NM",-111.3703,35.5247,1496,"COOP","029542"
"029562","Y LIGHTNING",-110.2267,31.4517,1399,"COOP","029562"
"029634","YOUNGTOWN",-112.3014,33.5950,346,"COOP","029634"
"029656","YUMA QUARTER",-114.6217,32.7278,49,"COOP","029656"
"030006","ABBOTT",-94.2025,35.0764,190,"COOP","030006"
"030064","ALICIA 2 NNE",-91.0583,35.9289,77,"COOP","030064"
"030130","ALUM FORK",-92.8417,34.7961,213,"COOP","030130"
"030150","AMITY 1 N",-93.4614,34.2808,140,"COOP","030150"
"030178","ANTOINE",-93.4217,34.0358,87,"COOP","030178"
"030234","ARKANSAS CIT",-91.1997,33.6117,44,"COOP","030234"
"030240","ARKANSAS POS",-91.3444,34.0250,59,"COOP","030240"
"030286","ASHDOWN 4 SS",-94.0997,33.6192,98,"COOP","030286"
"030300","ATHENS",-93.9756,34.3219,293,"COOP","030300"
"030326","AUGUSTA 2 NW",-91.3936,35.2956,59,"COOP","030326"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP","030458"
"030460","BATESVILLE L",-91.6389,35.7600,88,"COOP","030460"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP","030536"
"030582","BENTON",-92.6006,34.5675,94,"COOP","030582"
"030616","BERRYVILLE 5",-93.6256,36.4294,360,"COOP","030616"
"030664","BIG FORK 1 S",-93.9567,34.4692,335,"COOP","030664"
"030746","BLACK ROCK",-91.1039,36.1067,73,"COOP","030746"
"030764","BLAKELY MOUN",-93.1947,34.5697,130,"COOP","030764"
"030798","BLUE MOUNTAI",-93.6506,35.1161,130,"COOP","030798"
"030800","BLUFF CITY 3",-93.1644,33.6919,110,"COOP","030800"
"030814","BOGG SPRINGS",-94.4122,34.3267,358,"COOP","030814"
"030820","BONNERDALE 4",-93.4231,34.3667,188,"COOP","030820"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP","030832"
"030842","BOTKINBURG 3",-92.4708,35.7200,395,"COOP","030842"
"030936","BRINKLEY",-91.1878,34.8825,61,"COOP","030936"
"031102","CABOT 4 SW",-92.0064,34.9817,91,"COOP","031102"
"031132","CALICO ROCK",-92.1636,36.1092,107,"COOP","031132"
"031140","CALION LOCK",-92.4850,33.3047,30,"COOP","031140"
"031152","CAMDEN 1",-92.8236,33.5900,35,"COOP","031152"
"031191","CANE CREEK S",-91.7711,33.9153,79,"COOP","031191"
"031310","CENTER RIDGE",-92.5672,35.3228,195,"COOP","031310"
"031328","CENTERVILLE",-93.1700,35.1075,104,"COOP","031328"
"031457","CLARKSVILLE",-93.4036,35.5328,259,"COOP","031457"
"031459","CLARKSVILLE",-93.4425,35.4564,189,"COOP","031459"
"031492","CLINTON",-92.4639,35.5789,165,"COOP","031492"
"031508","COAL HILL",-93.6672,35.4381,155,"COOP","031508"
"031632","CORNING",-90.5858,36.4197,85,"COOP","031632"
"031666","COVE",-94.4175,34.4314,323,"COOP","031666"
"031750","CRYSTAL VALL",-92.4500,34.6886,108,"COOP","031750"
"031829","DAMASCUS 2 N",-92.3833,35.4047,207,"COOP","031829"
"031834","DANVILLE",-93.3944,35.0386,114,"COOP","031834"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","031838"
"031900","DEER",-93.2044,35.8272,724,"COOP","031900"
"031948","DEQUEEN",-94.3481,34.0464,121,"COOP","031948"
"031962","DERMOTT 3 NE",-91.3847,33.5594,44,"COOP","031962"
"031968","DES ARC",-91.4978,34.9772,61,"COOP","031968"
"031980","DEVILS DEN S",-94.2517,35.7800,408,"COOP","031980"
"032015","DIERKS",-94.0172,34.1267,143,"COOP","032015"
"032148","DUMAS",-91.5317,33.8847,50,"COOP","032148"
"032355","EUDORA",-91.1578,33.0686,41,"COOP","032355"
"032356","EUREKA SPRIN",-93.7917,36.4164,433,"COOP","032356"
"032366","EVENING SHAD",-91.6142,36.0811,152,"COOP","032366"
"032444","FAYETTEVILLE",-94.1744,36.1006,387,"COOP","032444"
"032475","FELSENTHAL L",-92.1236,33.0597,18,"COOP","032475"
"032540","FORDYCE",-92.4322,33.8228,70,"COOP","032540"
"032700","GAMALIEL",-92.2456,36.4153,227,"COOP","032700"
"032760","GEORGETOWN",-91.4489,35.1278,61,"COOP","032760"
"032794","GILBERT",-92.7147,35.9914,189,"COOP","032794"
"032842","GLENWOOD",-93.5350,34.3289,168,"COOP","032842"
"032922","GRAVELLY 1 E",-93.6761,34.8758,152,"COOP","032922"
"032930","GRAVETTE",-94.4481,36.4261,384,"COOP","032930"
"032976","GREENWOOD",-94.2597,35.2169,158,"COOP","032976"
"033101","HAMPTON 2ESE",-92.4372,33.5117,61,"COOP","033101"
"033132","HARDY",-91.5056,36.2747,201,"COOP","033132"
"033164","HARRISON",-93.1219,36.2236,345,"COOP","033164"
"033200","HATTIEVILLE",-92.7806,35.2883,110,"COOP","033200"
"033360","HINDSVILLE 1",-93.6867,36.1853,456,"COOP","033360"
"033361","HINDSVILLE 1",-93.8214,36.2769,436,"COOP","033361"
"033438","HOPPER 1 E",-93.6694,34.3603,216,"COOP","033438"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP","033466"
"033544","HUNTSVILLE 1",-93.7522,36.0700,543,"COOP","033544"
"033600","JASPER",-93.1883,36.0006,256,"COOP","033600"
"033704","JESSIEVILLE",-93.0572,34.7011,220,"COOP","033704"
"033734","JONESBORO 2",-90.6881,35.8486,96,"COOP","033734"
"033821","KEISER",-90.0964,35.6872,71,"COOP","033821"
"033831","KELSO 3 NW",-91.3397,33.8178,44,"COOP","033831"
"033862","KEO",-92.0072,34.6053,70,"COOP","033862"
"033909","KINGSTON 2S",-93.5206,36.0086,654,"COOP","033909"
"033910","KINGSTON 5NW",-93.5772,36.1197,408,"COOP","033910"
"033930","KNOBEL 5NE",-90.5186,36.3425,87,"COOP","033930"
"034010","LAKE MAUMELL",-92.4889,34.8511,93,"COOP","034010"
"034185","LEWISVILLE",-93.5678,33.3614,104,"COOP","034185"
"034528","MADISON 1 NW",-90.7347,35.0264,91,"COOP","034528"
"034548","MAGNOLIA",-93.2336,33.2506,97,"COOP","034548"
"034572","MAMMOTH SPRI",-91.5350,36.4947,153,"COOP","034572"
"034638","MARIANNA 2 S",-90.7661,34.7336,71,"COOP","034638"
"034666","MARSHALL",-92.6394,35.9156,309,"COOP","034666"
"034708","MCARTHUR",-91.3336,33.6867,44,"COOP","034708"
"034711","MCCRORY",-91.1947,35.2658,66,"COOP","034711"
"034746","MELBOURNE 5W",-91.9822,36.0822,152,"COOP","034746"
"034756","MENA",-94.2494,34.5731,344,"COOP","034756"
"034777","MIDLAND",-94.3547,35.0958,165,"COOP","034777"
"034936","MORO BAY STA",-92.3658,33.3014,27,"COOP","034936"
"034938","MORRILTON",-92.7672,35.1581,104,"COOP","034938"
