This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"088942","TITUSVILLE",-80.8328,28.6297,2,"COOP","088942"
"089176","VENICE",-82.4364,27.1006,2,"COOP","089176"
"089219","VERO BEACH 4",-80.4031,27.6528,6,"COOP","089219"
"089401","WAUCHULA",-81.7994,27.5478,18,"COOP","089401"
"089430","WEEKI WACHEE",-82.5756,28.5175,6,"COOP","089430"
"089511","WESTON",-80.3958,26.0933,3,"COOP","089511"
"089566","WEWAHITCHKA",-85.2042,30.1192,13,"COOP","089566"
"090010","ABBEVILLE 4",-83.3078,31.9381,73,"COOP","090010"
"090044","ADAIRSVILLE",-84.8389,34.3417,291,"COOP","090044"
"090140","ALBANY 3 SE",-84.1489,31.5339,45,"COOP","090140"
"090181","ALLATOONA DA",-84.7300,34.1650,297,"COOP","090181"
"090236","ALTO 4 SE",-83.5161,34.4417,280,"COOP","090236"
"090253","AMERICUS 3 S",-84.2753,32.0503,149,"COOP","090253"
"090311","APPLING 2 NW",-82.3389,33.5619,113,"COOP","090311"
"090406","ASHBURN 3 EN",-83.6231,31.7003,133,"COOP","090406"
"090444","ATLANTA BOLT",-84.4983,33.8236,270,"COOP","090444"
"090586","BAINBRIDGE I",-84.6175,30.8228,58,"COOP","090586"
"090603","BALL GROUND",-84.4708,34.3297,387,"COOP","090603"
"090969","BLAIRSVILLE",-83.9444,34.8544,594,"COOP","090969"
"091266","BROOKLET 1 W",-81.6731,32.3750,55,"COOP","091266"
"091340","BRUNSWICK",-81.5022,31.1681,4,"COOP","091340"
"091372","BUENA VISTA",-84.5203,32.3178,197,"COOP","091372"
"091500","CAMILLA 3 SE",-84.2036,31.1903,53,"COOP","091500"
"091585","CANTON",-84.4956,34.2361,267,"COOP","091585"
"091619","CARNESVILLE",-83.2067,34.4125,264,"COOP","091619"
"091640","CARROLLTON",-85.0806,33.5972,303,"COOP","091640"
"091665","CARTERSVILLE",-84.7847,34.2261,240,"COOP","091665"
"091670","CARTERSVILLE",-84.7958,34.1825,235,"COOP","091670"
"091732","CEDARTOWN",-85.2339,34.0589,239,"COOP","091732"
"091863","CHATSWORTH 2",-84.7650,34.7589,216,"COOP","091863"
"091906","CHICKAMAUGA",-85.2717,34.9000,226,"COOP","091906"
"091908","CHICKAMAUGA",-85.2714,34.9033,236,"COOP","091908"
"091965","CLARKESVILLE",-83.5247,34.6136,408,"COOP","091965"
"091982","CLAYTON 1 SS",-83.4103,34.8619,584,"COOP","091982"
"092006","CLEVELAND",-83.7683,34.5883,478,"COOP","092006"
"092153","COLQUITT 2 W",-84.7664,31.1681,47,"COOP","092153"
"092159","COLUMBUS NO",-84.9397,32.5175,123,"COOP","092159"
"092180","COMMERCE 4 N",-83.4858,34.2633,229,"COOP","092180"
"092266","CORDELE",-83.7758,31.9847,94,"COOP","092266"
"092283","CORNELIA",-83.5286,34.5181,448,"COOP","092283"
"092361","CRISP CO POW",-83.9592,31.8536,75,"COOP","092361"
"092408","CUMMING 1 EN",-84.1222,34.2214,369,"COOP","092408"
"092429","CURRYVILLE 3",-85.1033,34.4397,188,"COOP","092429"
"092450","CUTHBERT",-84.7931,31.7672,141,"COOP","092450"
"092485","DALLAS 7 NE",-84.7475,33.9881,335,"COOP","092485"
"092493","DALTON",-84.8872,34.7700,244,"COOP","092493"
"092517","DANIELSVILLE",-83.3044,34.1175,238,"COOP","092517"
"092791","DOUGLASVILLE",-84.7303,33.7006,305,"COOP","092791"
"092839","DUBLIN",-82.9036,32.5575,70,"COOP","092839"
"092966","EASTMAN 1 W",-83.2058,32.2003,122,"COOP","092966"
"093016","EDEN 2 NW",-81.4139,32.1933,6,"COOP","093016"
"093060","ELBERTON 2 N",-82.8586,34.1406,165,"COOP","093060"
"093115","ELLIJAY",-84.4836,34.6947,392,"COOP","093115"
"093147","EMBRY",-85.0008,33.8750,388,"COOP","093147"
"093271","EXPERIMENT",-84.2842,33.2631,285,"COOP","093271"
"093386","FITZGERALD",-83.2517,31.7108,113,"COOP","093386"
"093460","FOLKSTON 3 S",-82.0181,30.7986,9,"COOP","093460"
"093465","FOLKSTON 9 S",-82.1278,30.7400,37,"COOP","093465"
"093538","FORT STEWART",-81.6289,31.8717,28,"COOP","093538"
"093578","FORT GAINES",-85.0494,31.6150,64,"COOP","093578"
"093621","GAINESVILLE",-83.8600,34.3006,357,"COOP","093621"
"093658","GEORGETOWN 4",-85.0375,31.8967,149,"COOP","093658"
"093695","GIBSON",-82.5950,33.2261,127,"COOP","093695"
"094133","HARTWELL",-82.9300,34.3519,210,"COOP","094133"
"094170","HAWKINSVILLE",-83.4706,32.2803,83,"COOP","094170"
"094204","HAZLEHURST",-82.5808,31.8878,76,"COOP","094204"
"094230","HELEN",-83.7214,34.7083,439,"COOP","094230"
"094429","HOMERVILLE 5",-82.8003,31.0767,57,"COOP","094429"
"094594","IRWINTON 4 W",-83.2389,32.8294,157,"COOP","094594"
"094623","JACKSON DAM",-83.8436,33.3200,179,"COOP","094623"
"094648","JASPER 1 NNW",-84.4592,34.4958,447,"COOP","094648"
"094676","JESUP 8 S",-81.8628,31.5075,15,"COOP","094676"
"094700","JONESBORO",-84.3544,33.5311,283,"COOP","094700"
"094728","JULIETTE",-83.7881,33.1139,137,"COOP","094728"
"094854","KINGSTON",-84.9453,34.2333,214,"COOP","094854"
"094941","LAFAYETTE 5",-85.3619,34.6483,249,"COOP","094941"
"094971","LAKELAND",-83.0758,31.0392,58,"COOP","094971"
"095061","LEESBURG 2",-84.1869,31.7633,79,"COOP","095061"
"095204","LINCOLNTON",-82.4667,33.8000,146,"COOP","095204"
"095314","LOUISVILLE 1",-82.3914,33.0125,98,"COOP","095314"
"095394","LUMPKIN 2 SE",-84.7753,32.0306,148,"COOP","095394"
"095401","LYONS",-82.3303,32.2136,76,"COOP","095401"
"095404","MABLETON 1 N",-84.5783,33.8533,299,"COOP","095404"
"095480","MADRAY SPRIN",-82.0025,31.7417,47,"COOP","095480"
"095666","MCDONOUGH",-84.0678,33.4522,245,"COOP","095666"
"095863","MIDVILLE EXP",-82.2156,32.8753,85,"COOP","095863"
"095874","MILLEDGEVILL",-83.2497,33.0831,112,"COOP","095874"
"095917","MINERAL BLUF",-84.3214,34.9528,528,"COOP","095917"
"095979","MONTEZUMA",-84.0314,32.2903,100,"COOP","095979"
"095988","MONTICELLO",-83.6975,33.3328,158,"COOP","095988"
"096043","MORGAN 5 NW",-84.6453,31.6061,93,"COOP","096043"
"096087","MOULTRIE 2 E",-83.7492,31.1769,104,"COOP","096087"
"096093","MOUNTAIN CIT",-83.4128,34.9047,1056,"COOP","096093"
"096148","MULBERRY GRO",-85.0756,32.6089,153,"COOP","096148"
"096219","NAHUNTA 6 NE",-81.9197,31.2739,21,"COOP","096219"
"096244","NASHVILLE 4",-83.2392,31.2644,78,"COOP","096244"
"096335","NEWNAN 4 NE",-84.7886,33.4428,280,"COOP","096335"
"096340","NEWNAN 6 W",-84.8747,33.3969,269,"COOP","096340"
"096356","NEWTON 5 W",-84.4158,31.2897,52,"COOP","096356"
"096407","NORCROSS",-84.2281,33.9536,314,"COOP","096407"
"096650","OCILLA WTP",-83.2472,31.5953,98,"COOP","096650"
"097087","PLAINS SW GA",-84.3711,32.0467,152,"COOP","097087"
"097171","PRIDGEN",-82.9239,31.6953,91,"COOP","097171"
"097201","PRESTON",-84.5239,32.0547,123,"COOP","097201"
"097276","QUITMAN 2 NW",-83.5692,30.7836,56,"COOP","097276"
"097489","RINGGOLD 2 S",-85.0667,34.9003,235,"COOP","097489"
"097600","ROME",-85.1514,34.2453,201,"COOP","097600"
"097777","SANDERSVILLE",-82.8044,32.9744,137,"COOP","097777"
"097827","SAUTEE 3 W",-83.7342,34.6647,484,"COOP","097827"
"098064","SILOAM 3 N",-83.0767,33.5636,212,"COOP","098064"
"098517","SYLVANIA 2 S",-81.6178,32.7322,76,"COOP","098517"
"098600","TAYLORSVILLE",-84.9828,34.0861,220,"COOP","098600"
"098661","THOMASTON 2",-84.3175,32.8667,205,"COOP","098661"
"098666","THOMASVILLE",-83.9319,30.8672,79,"COOP","098666"
"098703","TIFTON",-83.4767,31.4461,97,"COOP","098703"
"098740","TOCCOA",-83.3361,34.5733,308,"COOP","098740"
"098950","U OF GA PLT",-83.5358,33.8722,256,"COOP","098950"
"098974","VALDOSTA 2 S",-83.2736,30.8056,81,"COOP","098974"
"099077","WALESKA",-84.5375,34.3108,365,"COOP","099077"
"099124","WARNER ROBIN",-83.6514,32.6358,158,"COOP","099124"
"099141","WARRENTON",-82.6344,33.4067,149,"COOP","099141"
"099157","WASHINGTON 2",-82.7058,33.7264,189,"COOP","099157"
"099186","WAYCROSS 4 N",-82.3128,31.2514,44,"COOP","099186"
"099291","WEST POINT",-85.1892,32.8694,175,"COOP","099291"
"099486","WINTERVILLE",-83.2911,33.9664,271,"COOP","099486"
"099502","WOODBINE",-81.7072,30.9589,5,"COOP","099502"
"099506","WOODBURY",-84.5889,32.9839,241,"COOP","099506"
"100010","ABERDEEN EXP",-112.8253,42.9536,1343,"COOP","100010"
"100227","AMERICAN FAL",-112.9214,42.7914,1343,"COOP","100227"
"100282","ANDERSON DAM",-115.4458,43.3586,1183,"COOP","100282"
"100375","ARCO",-113.2989,43.6356,1623,"COOP","100375"
"100448","ARROWROCK DA",-115.9239,43.5939,998,"COOP","100448"
"100470","ASHTON",-111.4522,44.0639,1589,"COOP","100470"
"100528","AVERY RS #2",-115.9256,47.2492,728,"COOP","100528"
"100803","BERN",-111.3850,42.3353,1818,"COOP","100803"
"100915","BLACKFOOT FI",-112.3531,43.1969,1367,"COOP","100915"
"101017","BOISE 7 N",-116.2022,43.7383,1184,"COOP","101017"
"101079","BONNERS FERR",-116.3222,48.6958,539,"COOP","101079"
"101180","BROWNLEE DAM",-116.8981,44.8364,562,"COOP","101180"
"101195","BRUNEAU",-115.8028,42.8822,792,"COOP","101195"
"101220","BUHL NO 2",-114.7453,42.6006,1158,"COOP","101220"
"101298","BURLEY 2 S",-113.8028,42.5189,1274,"COOP","101298"
"101363","CABINET GORG",-116.0583,48.0856,689,"COOP","101363"
"101384","CALDWELL 3 S",-116.6919,43.6175,764,"COOP","101384"
"101408","CAMBRIDGE",-116.6753,44.5733,808,"COOP","101408"
"101514","CASCADE 1 NW",-116.0481,44.5228,1492,"COOP","101514"
"101636","CENTERVILLE",-115.8453,43.9592,1353,"COOP","101636"
"101671","CHILLY BARTO",-113.8289,43.9772,1908,"COOP","101671"
"102159","COTTONWOOD 2",-116.3919,46.0336,1202,"COOP","102159"
"102187","COUNCIL",-116.4314,44.7306,899,"COOP","102187"
"102260","CRATERS OF T",-113.5581,43.4650,1797,"COOP","102260"
"102444","DEER FLAT DA",-116.7475,43.5764,765,"COOP","102444"
"102575","DIXIE",-115.4614,45.5528,1713,"COOP","102575"
"102707","DUBOIS EXPER",-112.2006,44.2436,1661,"COOP","102707"
"102845","DWORSHAK FIS",-116.3217,46.5022,303,"COOP","102845"
"102875","ELK CITY 1 N",-115.4611,45.8356,1237,"COOP","102875"
"102942","EMMETT 2 E",-116.4664,43.8544,728,"COOP","102942"
"103108","FAIRFIELD RA",-114.7894,43.3428,1544,"COOP","103108"
"103143","FENN RANGER",-115.5356,46.0931,475,"COOP","103143"
"103297","FORT HALL 1",-112.4133,43.0428,1361,"COOP","103297"
"103448","GARDEN VALLE",-115.9694,44.1011,945,"COOP","103448"
"103631","GLENNS FERRY",-115.3231,42.9403,752,"COOP","103631"
"103732","GRACE",-111.7497,42.5900,1692,"COOP","103732"
"103760","GRAND VIEW 4",-116.1772,43.0175,732,"COOP","103760"
"103771","GRANGEVILLE",-116.1217,45.9289,1021,"COOP","103771"
"103932","HAGERMAN 2 S",-114.9192,42.8036,876,"COOP","103932"
"103964","HAMER 4 NW",-112.2642,43.9664,1460,"COOP","103964"
"104140","HAZELTON",-114.1378,42.5972,1237,"COOP","104140"
"104150","HEADQUARTERS",-115.8094,46.6281,965,"COOP","104150"
"104268","HILL CITY 1",-115.0733,43.2994,1554,"COOP","104268"
"104295","HOLLISTER",-114.5739,42.3528,1379,"COOP","104295"
"104318","HOMEDALE 1 S",-116.9211,43.6058,680,"COOP","104318"
"104442","IDAHO CITY",-115.8319,43.8383,1209,"COOP","104442"
"104455","IDAHO FALLS",-112.0097,43.4833,1440,"COOP","104455"
"104456","IDAHO FALLS",-111.7847,43.3456,1776,"COOP","104456"
"104598","ISLAND PARK",-111.3714,44.4189,1917,"COOP","104598"
"104670","JEROME",-114.5192,42.7325,1140,"COOP","104670"
"104793","KAMIAH",-116.0336,46.2297,375,"COOP","104793"
"104845","KETCHUM RS",-114.3603,43.6842,1795,"COOP","104845"
"105013","KOOSKIA 5 SS",-115.9336,46.0714,710,"COOP","105013"
"105143","LAVA HOT SPR",-112.0106,42.6214,1401,"COOP","105143"
"105177","LEADORE NO.2",-113.3683,44.6867,1829,"COOP","105177"
"105275","LIFTON PUMPI",-111.3139,42.1231,1806,"COOP","105275"
"105414","LOWMAN",-115.6186,44.0828,1195,"COOP","105414"
"105462","MACKAY LOST",-113.6317,43.9181,1797,"COOP","105462"
"105567","MALTA AVIATI",-113.3350,42.3019,1384,"COOP","105567"
"105678","MASSACRE ROC",-112.9981,42.6681,1279,"COOP","105678"
"105685","MAY 2SSE",-113.8953,44.5664,1539,"COOP","105685"
"105708","MCCALL",-116.1047,44.8872,1532,"COOP","105708"
"105716","MCCAMMON",-112.1919,42.6447,1456,"COOP","105716"
"105897","MIDDLE FORK",-115.0150,44.7189,1366,"COOP","105897"
"106152","MOSCOW U OF",-116.9608,46.7244,811,"COOP","106152"
"106174","MOUNTAIN HOM",-115.7119,43.1261,957,"COOP","106174"
"106305","NAMPA SUGAR",-116.5753,43.6039,753,"COOP","106305"
"106388","NEW MEADOWS",-116.2864,44.9647,1180,"COOP","106388"
"106424","NEZPERCE",-116.2467,46.2358,988,"COOP","106424"
"106542","OAKLEY",-113.8981,42.2342,1390,"COOP","106542"
"106586","OLA",-116.2828,44.1758,937,"COOP","106586"
"106844","PARMA EXPERI",-116.9442,43.8022,698,"COOP","106844"
"106877","PAUL 1 ENE",-113.7622,42.6283,1265,"COOP","106877"
"106891","PAYETTE",-116.9297,44.0772,655,"COOP","106891"
"107040","PICABO",-114.0742,43.3111,1472,"COOP","107040"
"107046","PIERCE",-115.8006,46.4922,939,"COOP","107046"
"107208","POCATELLO 2",-112.4086,42.8917,1473,"COOP","107208"
"107264","PORTHILL",-116.5031,48.9958,541,"COOP","107264"
"107320","POWELL",-114.7111,46.5100,1076,"COOP","107320"
"107346","PRESTON",-111.8683,42.0933,1463,"COOP","107346"
"107386","PRIEST RIVER",-116.8358,48.3514,725,"COOP","107386"
"107644","REXBURG BYU",-111.7897,43.8114,1498,"COOP","107644"
"107648","REYNOLDS",-116.7494,43.2064,1198,"COOP","107648"
"107673","RICHFIELD",-114.1581,43.0528,1305,"COOP","107673"
"107706","RIGGINS",-116.3150,45.4239,549,"COOP","107706"
"107808","ROCKLAND",-112.8750,42.5139,1433,"COOP","107808"
"108022","SAINT ANTHON",-111.7128,43.9694,1509,"COOP","108022"
"108062","SAINT MARIES",-116.5958,47.3164,671,"COOP","108062"
"108080","SALMON KSRA",-113.9008,45.1875,1198,"COOP","108080"
"108137","SANDPOINT EX",-116.5578,48.2928,640,"COOP","108137"
"108380","SHOSHONE 1 W",-114.4169,42.9383,1204,"COOP","108380"
"108395","SHOUP",-114.2775,45.3767,1036,"COOP","108395"
"108535","SODA SPRINGS",-111.5833,42.6514,1781,"COOP","108535"
"108928","SWAN FALLS P",-116.3783,43.2436,709,"COOP","108928"
"108937","SWAN VALLEY",-111.2939,43.4447,1681,"COOP","108937"
"109000","TAYLOR RANCH",-114.8508,45.1017,1169,"COOP","109000"
"109065","TETONIA EXPE",-111.2769,43.8564,1881,"COOP","109065"
"109293","TWIN FALLS K",-114.4569,42.5808,1119,"COOP","109293"
"109303","TWIN FALLS 6",-114.3461,42.5458,1207,"COOP","109303"
"109560","WARREN",-115.6789,45.2658,1800,"COOP","109560"
"109601","WAYAN 1 S",-111.3911,42.9639,1953,"COOP","109601"
"109638","WEISER",-116.9697,44.2456,646,"COOP","109638"
"109846","WINCHESTER",-116.6228,46.2375,1204,"COOP","109846"
"109963","YELLOWPINE B",-115.2514,45.5450,756,"COOP","109963"
"110050","ALBERS 1 W",-89.6289,38.5411,131,"COOP","110050"
"110072","ALEDO",-90.7469,41.1961,219,"COOP","110072"
"110137","ALTON MELVIN",-90.1500,38.8167,131,"COOP","110137"
"110146","AMBOY",-89.3369,41.7225,230,"COOP","110146"
"110187","ANNA 2 NNE",-89.2344,37.4814,195,"COOP","110187"
"110203","ANTIOCH",-88.0994,42.4811,229,"COOP","110203"
"110211","APPLE RIVER",-90.0517,42.4483,250,"COOP","110211"
"110231","ARCOLA",-88.2925,39.6900,207,"COOP","110231"
"110306","ATHENS 2 SW",-89.7594,39.9461,180,"COOP","110306"
"110330","AUGUSTA",-90.9456,40.2378,207,"COOP","110330"
"110338","AURORA",-88.3092,41.7806,201,"COOP","110338"
"110356","AVON 5 NE",-90.3628,40.7086,195,"COOP","110356"
"110442","BARRINGTON 3",-88.1639,42.1153,267,"COOP","110442"
"110456","BARTONVILLE",-89.7039,40.5978,183,"COOP","110456"
"110492","BEARDSTOWN",-90.4381,40.0178,131,"COOP","110492"
"110500","BEECHER CITY",-88.7831,39.1814,189,"COOP","110500"
"110583","BELVIDERE",-88.8644,42.2550,225,"COOP","110583"
"110598","BENTLEY",-91.1128,40.3436,198,"COOP","110598"
"110803","BOURBONNAIS",-87.9347,41.1750,198,"COOP","110803"
"110868","BRADFORD 1 S",-89.6567,41.1767,238,"COOP","110868"
"110993","BROOKPORT DA",-88.6531,37.1275,91,"COOP","110993"
"111020","BROWNSTOWN 4",-88.9583,38.9544,172,"COOP","111020"
"111083","BUFFALO",-89.4161,39.8564,183,"COOP","111083"
"111160","CAHOKIA",-90.1942,38.5669,122,"COOP","111160"
"111212","CALHOUN 5 SE",-87.9739,38.5989,134,"COOP","111212"
"111236","CAMP GROVE 2",-89.6542,41.0514,229,"COOP","111236"
"111250","CANTON 1 ESE",-90.0211,40.5447,198,"COOP","111250"
"111265","CARBONDALE S",-89.1658,37.7308,119,"COOP","111265"
"111290","CARLYLE RESE",-89.3658,38.6308,137,"COOP","111290"
"111302","CARMI 3",-88.1831,38.0781,102,"COOP","111302"
"111316","CARTHAGE",-91.1342,40.4111,206,"COOP","111316"
"111386","CENTRALIA",-89.1297,38.5547,140,"COOP","111386"
"111420","CHANNAHON DR",-88.2819,41.3978,154,"COOP","111420"
"111430","CHAPIN 4E",-90.3331,39.7714,180,"COOP","111430"
"111436","CHARLESTON",-88.1875,39.4697,207,"COOP","111436"
"111447","CHATSWORTH",-88.2886,40.7500,219,"COOP","111447"
"111475","CHENOA",-88.7128,40.7406,216,"COOP","111475"
"111491","CHESTER",-89.8314,37.9031,140,"COOP","111491"
"111497","CHICAGO BOTA",-87.7867,42.1406,192,"COOP","111497"
"111627","CHILLICOTHE",-89.5031,40.9156,163,"COOP","111627"
"111655","CISCO",-88.7264,40.0086,210,"COOP","111655"
"111664","CISNE 2 S",-88.4094,38.5047,138,"COOP","111664"
"111691","CLAREMONT 6",-87.9281,38.8011,142,"COOP","111691"
"111700","CLAY CITY 6",-88.3111,38.6078,140,"COOP","111700"
"111743","CLINTON 1 SS",-88.9678,40.1403,213,"COOP","111743"
"111836","CONGERVILLE",-89.2406,40.6219,194,"COOP","111836"
"112048","CRYSTAL LAKE",-88.3953,42.2611,287,"COOP","112048"
"112125","DAHINDA 1 NE",-90.0881,40.9372,213,"COOP","112125"
"112140","DANVILLE",-87.6483,40.1389,170,"COOP","112140"
"112193","DECATUR",-88.9525,39.8275,189,"COOP","112193"
"112223","DE KALB",-88.7756,41.9342,266,"COOP","112223"
"112344","DIX",-88.9364,38.4425,168,"COOP","112344"
"112348","DIXON 1 NW",-89.5047,41.8472,213,"COOP","112348"
"112353","DIXON SPRING",-88.6672,37.4367,165,"COOP","112353"
"112483","DU QUOIN 4 S",-89.1931,37.9878,122,"COOP","112483"
"112500","DWIGHT",-88.4111,41.1067,191,"COOP","112500"
"112510","EARLVILLE 3",-88.9147,41.5514,219,"COOP","112510"
"112679","EDWARDSVILLE",-90.0031,38.8100,152,"COOP","112679"
"112685","EFFINGHAM SE",-88.5311,39.1064,169,"COOP","112685"
"112709","ELBURN",-88.4728,41.8742,244,"COOP","112709"
"112736","ELGIN",-88.2861,42.0628,233,"COOP","112736"
"112923","FAIRBURY WAT",-88.5153,40.7372,210,"COOP","112923"
"112931","FAIRFIELD RA",-88.3261,38.3797,131,"COOP","112931"
"113058","FINDLAY 2 NW",-88.7911,39.5500,213,"COOP","113058"
"113106","FLORA",-88.4797,38.6786,152,"COOP","113106"
"113109","FLORA 5 NW",-88.5822,38.7156,152,"COOP","113109"
"113290","FULTON L&D #",-90.1539,41.8981,180,"COOP","113290"
"113312","GALENA",-90.4406,42.4244,244,"COOP","113312"
"113320","GALESBURG",-90.3856,40.9464,235,"COOP","113320"
"113384","GENESEO",-90.1486,41.4511,195,"COOP","113384"
"113392","GENOA 2 SW",-88.7075,42.0744,259,"COOP","113392"
"113413","GIBSON CITY",-88.3653,40.4731,229,"COOP","113413"
"113455","GLADSTONE DA",-91.0242,40.8825,158,"COOP","113455"
"113490","GLEN ELLYN 4",-88.0581,41.8267,209,"COOP","113490"
"113530","GOLDEN",-91.0222,40.1064,219,"COOP","113530"
"113580","GRAND CHAIN",-89.0422,37.2036,117,"COOP","113580"
"113595","GRAND TOWER",-89.5114,37.6567,114,"COOP","113595"
"113612","GRAYVILLE",-87.9989,38.2758,133,"COOP","113612"
"113666","GREENFIELD",-90.2058,39.3425,167,"COOP","113666"
"113717","GRIGGSVILLE",-90.7086,39.7378,191,"COOP","113717"
"113738","GURNEE PUBLI",-87.9533,42.3656,207,"COOP","113738"
"113774","HAMMOND",-88.5983,39.8028,201,"COOP","113774"
"113902","HARVARD",-88.6308,42.4147,277,"COOP","113902"
"113940","HAVANA 4 NNE",-90.0164,40.3431,140,"COOP","113940"
"114013","HENNEPIN POW",-89.3158,41.3017,140,"COOP","114013"
"114078","HIDALGO 3SW",-88.1906,39.1397,152,"COOP","114078"
"114089","HIGHLAND",-89.6556,38.7583,160,"COOP","114089"
"114108","HILLSBORO",-89.4833,39.1500,192,"COOP","114108"
"114355","ILLINOIS CIT",-91.0094,41.4253,168,"COOP","114355"
"114400","IUKA 12 SW",-88.9703,38.4931,174,"COOP","114400"
"114442","JACKSONVILLE",-90.2153,39.7353,186,"COOP","114442"
"114447","JACKSONVILLE",-90.2289,39.7136,183,"COOP","114447"
"114489","JERSEYVILLE",-90.3419,39.1053,192,"COOP","114489"
"114530","JOLIET BRAND",-88.1028,41.5033,166,"COOP","114530"
"114603","KANKAKEE MET",-87.8856,41.1381,195,"COOP","114603"
"114629","KASKASKIA RI",-89.9492,37.9842,116,"COOP","114629"
"114710","KEWANEE 1 E",-89.8992,41.2483,238,"COOP","114710"
"114739","KINCAID",-89.4100,39.5892,183,"COOP","114739"
"114780","KNOXVILLE",-90.2892,40.9033,229,"COOP","114780"
"114805","LACON 1 N",-89.4061,41.0414,140,"COOP","114805"
"114823","LA HARPE",-90.9697,40.5822,213,"COOP","114823"
"114837","LAKE VILLA 2",-88.0594,42.4308,245,"COOP","114837"
"114991","LEBANON",-89.8178,38.6003,152,"COOP","114991"
"115041","LEXINGTON",-88.7806,40.6406,230,"COOP","115041"
"115079","LINCOLN",-89.3381,40.1519,178,"COOP","115079"
"115092","LINDENWOOD",-89.0297,42.0578,241,"COOP","115092"
"115110","LITTLE RED S",-87.8828,41.7156,218,"COOP","115110"
"115113","LOAMI 3 SSW",-89.8819,39.6372,183,"COOP","115113"
"115219","LOVINGTON",-88.6300,39.7125,207,"COOP","115219"
"115280","MACOMB",-90.6689,40.4781,186,"COOP","115280"
"115292","MAHOMET 1ESE",-88.3836,40.1903,229,"COOP","115292"
"115313","MANHATTAN 4",-87.9989,41.3639,203,"COOP","115313"
"115326","MARENGO",-88.6469,42.2928,248,"COOP","115326"
"115372","MARSEILLES L",-88.7533,41.3286,149,"COOP","115372"
"115413","MASON CITY 1",-89.6775,40.2003,175,"COOP","115413"
"115430","MATTOON",-88.3811,39.4844,221,"COOP","115430"
"115493","MCHENRY WG S",-88.2525,42.3103,226,"COOP","115493"
"115539","MEDORA",-90.1392,39.1564,185,"COOP","115539"
"115562","MENDOTA 2 SE",-89.1267,41.5294,219,"COOP","115562"
"115646","MILFORD 5 NW",-87.7575,40.6828,183,"COOP","115646"
"115712","MINONK",-89.0339,40.9125,229,"COOP","115712"
"115758","MOMENCE 5 EN",-87.5731,41.1819,192,"COOP","115758"
"115763","MONEE RESERV",-87.7650,41.3933,226,"COOP","115763"
"115768","MONMOUTH",-90.6392,40.9247,227,"COOP","115768"
"115825","MORRIS 1 NW",-88.4336,41.3708,160,"COOP","115825"
"115841","MORRISONVILL",-89.4614,39.4158,192,"COOP","115841"
"115876","MORTON",-89.4653,40.6006,219,"COOP","115876"
"115880","MOUND CITY",-89.1631,37.0897,100,"COOP","115880"
"115917","MOUNT OLIVE",-89.7008,39.0719,210,"COOP","115917"
"115927","MOUNT PULASK",-89.2764,40.0047,194,"COOP","115927"
"115935","MOUNT STERLI",-90.7581,39.9869,219,"COOP","115935"
"115943","MT VERNON 3",-88.8533,38.3483,149,"COOP","115943"
"115961","MUNDELEIN 4",-88.0769,42.2553,256,"COOP","115961"
"115983","MURPHYSBORO",-89.3656,37.7608,168,"COOP","115983"
"116011","NASHVILLE 4",-89.3078,38.3675,157,"COOP","116011"
"116065","NEWARK 2 SSE",-88.5536,41.5325,229,"COOP","116065"
"116080","NEW BOSTON D",-91.0578,41.1922,167,"COOP","116080"
"116134","NEWMAN 1 SE",-87.9747,39.7925,197,"COOP","116134"
"116157","NEWTON",-88.1842,38.9917,168,"COOP","116157"
"116200","NORMAL 4 NE",-88.9497,40.5492,244,"COOP","116200"
"116281","OAK BROOK 2W",-87.9731,41.8422,218,"COOP","116281"
"116344","OGDEN",-87.9567,40.1100,206,"COOP","116344"
"116446","OLNEY 2 S",-88.0836,38.7006,137,"COOP","116446"
"116490","OREGON 3 SW",-89.3639,41.9783,213,"COOP","116490"
"116526","OTTAWA 5 SW",-88.9106,41.3283,160,"COOP","116526"
"116558","PALESTINE  2",-87.6422,38.9986,143,"COOP","116558"
"116579","PANA 3 E",-89.0242,39.3722,213,"COOP","116579"
"116610","PARIS WATERW",-87.6933,39.6356,207,"COOP","116610"
"116616","PARK FOREST",-87.6800,41.4933,216,"COOP","116616"
"116642","PATOKA",-89.0564,38.7642,158,"COOP","116642"
"116661","PAW PAW 2 NW",-88.9989,41.7122,290,"COOP","116661"
"116663","PAXTON 2 WSW",-88.1417,40.4547,241,"COOP","116663"
"116699","PENFIELD 5 N",-87.9525,40.3750,223,"COOP","116699"
"116725","PEOTONE",-87.7858,41.3269,219,"COOP","116725"
"116738","PERRY 6 NW",-90.8236,39.8058,198,"COOP","116738"
"116753","PERU",-89.1072,41.3503,189,"COOP","116753"
"116760","PETERSBURG 3",-89.8642,39.9878,183,"COOP","116760"
"116765","PETERSBURG 2",-89.8636,39.9872,184,"COOP","116765"
"116769","PHILO",-88.1586,40.0003,219,"COOP","116769"
"116779","PINCKNEYVILL",-89.3819,38.0981,131,"COOP","116779"
"116819","PIPER CITY",-88.1828,40.7569,204,"COOP","116819"
"116837","PITTSFIELD N",-90.8058,39.6222,204,"COOP","116837"
"116855","PLANO",-88.5292,41.6519,180,"COOP","116855"
