This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"383111","FLORENCE 8 N",-79.7403,34.2931,37,"COOP"
"296676","PECOS NATION",-105.6886,35.5489,2096,"COOP"
"046943","PISMO BEACH",-120.6817,35.1594,12,"COOP"
"395561","MILLER",-98.9839,44.5236,485,"COOP"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP"
"410408","ATLANTA",-94.1661,33.1244,96,"COOP"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"197230","SAVOY",-73.0028,42.5678,588,"COOP"
"310241","ARCOLA",-77.9822,36.2911,101,"COOP"
"046699","PARKER RESER",-114.1708,34.2903,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"KLWC","LAWRENCE MUN",-95.2117,39.0083,253,"ASOS"
"KPHL","PHILADELPHIA",-75.2311,39.8683,6,"ASOS"
"461723","CLENDENIN",-81.3328,38.4894,210,"COOP"
"105980","MINIDOKA DAM",-113.5003,42.6767,1269,"COOP"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP"
"411772","CLARKSVILLE",-95.0717,33.6164,133,"COOP"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP"
"014226","JASPER",-87.3150,33.9053,148,"COOP"
"247136","ROCK SPRINGS",-106.2453,46.8203,912,"COOP"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP"
"047851","SAN LUIS OBI",-120.6636,35.3067,96,"COOP"
"047874","SAN PASQUAL",-116.9975,33.0956,128,"COOP"
"BDM","BALD MOUNTAI",-119.4000,37.0670,1439,"CDEC"
"KMKJ","MARION / WYT",-81.3500,36.9000,780,"ASOS"
"047880","SAN RAFAEL C",-122.5372,37.9983,37,"COOP"
"KILM","WILMINGTON/N",-77.9061,34.2683,9,"ASOS"
"058436","TRINIDAD LAK",-104.5567,37.1503,1923,"COOP"
"133473","GRINNELL 3 S",-92.7489,41.7203,276,"COOP"
"K6V3","RICHLANDS, T",-81.7981,37.0636,808,"ASOS"
"365686","MEYERSDALE 2",-79.0406,39.7808,610,"COOP"
"324418","JAMESTOWN ST",-98.6850,46.8844,447,"COOP"
"236357","OREGON",-95.1464,39.9808,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"047965","SANTA ROSA",-122.6978,38.4381,53,"COOP"
"07E12S","SUCKER CREEK",-107.4000,44.7167,2707,"SNOTEL"
"294009","HILLSBORO",-107.5628,32.9236,1606,"COOP"
"BDY","BRANDY CREEK",-122.5670,40.6170,396,"CDEC"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"BEC","BELL CANYON",-117.5730,33.5520,229,"CDEC"
"BGB","BIG BAR",-123.2000,40.7330,387,"CDEC"
"222896","EUPORA 2 E",-89.2356,33.5625,134,"COOP"
"475017","MANITOWOC",-87.6953,44.0742,201,"COOP"
"305796","NEW YORK AVE",-73.9808,40.5939,6,"COOP"
"KHYI","SAN MARCOS (",-97.8647,29.8936,182,"ASOS"
"331592","CIRCLEVILLE",-82.9547,39.6106,205,"COOP"
"BGD","BOGARD RANGE",-121.0800,40.5900,1731,"CDEC"
"048606","STRAWBERRY V",-121.1078,39.5631,1161,"COOP"
"058931","WESTCLIFFE",-105.4661,38.1317,2396,"COOP"
"105678","MASSACRE ROC",-112.9981,42.6681,1279,"COOP"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS"
"048713","SUTTER HILL",-120.8008,38.3772,483,"COOP"
"BGR","BANGOR",-121.3830,39.3820,244,"CDEC"
"260800","BEOWAWE U OF",-116.5875,39.9003,1750,"COOP"
"128442","STENDAL",-87.1631,38.2692,194,"COOP"
"480140","ALTA 1 NNW",-111.0339,43.7728,1962,"COOP"
"417300","PROCTOR RESE",-98.5000,31.9667,372,"COOP"
"041864","COALINGA",-120.3606,36.1356,204,"COOP"
"471249","BUTTERNUT 3",-90.5217,46.0544,475,"COOP"
"354670","LAKEVIEW 2 N",-120.3636,42.2139,1456,"COOP"
"KVTN","VALENTINE (A",-100.5514,42.8586,789,"ASOS"
"KFHR","FRIDAY HARBO",-123.0253,48.5203,33,"ASOS"
"351897","COTTAGE GROV",-123.0486,43.8078,181,"COOP"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL"
"362721","EVERETT",-78.3653,40.0136,305,"COOP"
"201502","CHELSEA",-84.0133,42.3264,274,"COOP"
"049111","TWITCHELL DA",-120.3211,34.9881,177,"COOP"
"417206","POST",-101.3817,33.1911,799,"COOP"
"032355","EUDORA",-91.1578,33.0686,41,"COOP"
"KHWO","HOLLYWOOD/N.",-80.2411,25.9989,2,"ASOS"
"049152","U C L A",-118.4428,34.0697,131,"COOP"
"353908","HILLSBORO",-122.9900,45.5139,49,"COOP"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS"
"049200","VACAVILLE",-121.9608,38.3956,34,"COOP"
"BIM","BIG MEADOWS",-118.8420,36.7170,2316,"CDEC"
"354622","LA GRANDE",-118.0747,45.3167,840,"COOP"
"047741","SAN DIEGO SE",-117.2258,32.7672,5,"COOP"
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP"
"BKD","BLACK DIAMON",-121.8840,37.9500,488,"CDEC"
"293142","FARMINGTON A",-108.3086,36.6897,1715,"COOP"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP"
"161292","BURAS",-89.5158,29.3414,2,"COOP"
"134894","LOGAN",-95.7883,41.6381,302,"COOP"
"BKK","BLACKROCK",-118.2610,36.0930,2499,"CDEC"
"BKM","BUCK MEADOWS",-120.0980,37.8230,975,"CDEC"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP"
"450729","BLAINE",-122.7531,49.0006,18,"COOP"
"260718","BEATTY 8 N",-116.7189,36.9950,1082,"COOP"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET"
"264745","LUND",-115.0094,38.8625,1695,"COOP"
"416177","NACOGDOCHES",-94.6450,31.6181,93,"COOP"
"BLA","BLACKS MOUNT",-121.1980,40.7700,2149,"CDEC"
"235253","MARBLE HILL",-89.9664,37.3036,119,"COOP"
"KMRY","MONTEREY",-121.8667,36.5833,-9999,"ASOS"
"442245","DANVILLE",-79.3886,36.5869,125,"COOP"
"211390","CEDAR",-93.2853,45.3250,276,"COOP"
"129430","WEST LAFAYET",-86.9919,40.4750,218,"COOP"
"050454","BAILEY",-105.4767,39.4047,2356,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"040790","BIG SUR STAT",-121.7803,36.2472,61,"COOP"
"315923","MOUNT MITCHE",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2158,38.0642,1186,"COOP"
"KMDZ","MEDFORD",-90.3033,45.1011,448,"ASOS"
"054945","LEROY 5 WSW",-102.9900,40.5031,1362,"COOP"
"KBLI","BELLINGHAM I",-122.5392,48.7994,48,"ASOS"
"308317","STUYVESANT 5",-73.7500,42.4608,87,"COOP"
"463544","GLENVILLE",-80.8325,38.9339,216,"COOP"
"322536","EDMUNDS ARRO",-98.8578,47.2653,445,"COOP"
"KLPC","LOMPOC (AWOS",-120.4700,34.6700,27,"ASOS"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP"
"BLC","BLUE CANYON",-120.7080,39.2760,1609,"CDEC"
"KSJC","SAN JOSE INT",-121.9242,37.3592,18,"ASOS"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"471064","BRILLION",-88.0803,44.1617,247,"COOP"
"449181","WINCHESTER",-78.1514,39.1881,219,"COOP"
"BLD","BLOODS CREEK",-120.0330,38.4500,2195,"CDEC"
"BLO","BEN LOMOND (",-122.1700,37.1320,802,"CDEC"
"123418","GOSHEN 3 W",-85.8825,41.5575,258,"COOP"
"110306","ATHENS 2 SW",-89.7594,39.9461,180,"COOP"
"BLS","BLACK SPRING",-120.1920,38.3750,1981,"CDEC"
"205452","MILFORD GM P",-83.6844,42.5794,302,"COOP"
"389327","WINNSBORO",-81.0928,34.3739,152,"COOP"
"KPIE","SAINT PETERS",-82.6856,27.9122,3,"ASOS"
"KPWT","BREMERTON NT",-122.7500,47.5000,147,"ASOS"
"158446","WARSAW MARKL",-84.9672,38.7744,142,"COOP"
"419952","YOAKUM",-97.1239,29.2744,99,"COOP"
"397062","REDIG 11 NE",-103.3675,45.3767,936,"COOP"
"147397","SHARON SPRIN",-101.7500,38.8964,1052,"COOP"
"441159","BUENA VISTA",-79.3628,37.7269,253,"COOP"
"KGCN","GRAND CANYON",-112.1547,35.9461,2014,"ASOS"
"303346","GOUVERNEUR 3",-75.5167,44.3500,128,"COOP"
"BLT","BEN BOLT",-121.0170,38.5860,347,"CDEC"
"404858","KINGSPORT",-82.5275,36.5194,391,"COOP"
"050950","BRIGHTON 3 S",-104.8361,39.9436,1529,"COOP"
"10C22S","ONION PARK",-110.8528,46.9139,2259,"SNOTEL"
"116446","OLNEY 2 S",-88.0836,38.7006,137,"COOP"
"10C09S","DEADMAN CREE",-110.6758,46.7931,1966,"SNOTEL"
"264439","LAS VEGAS NW",-115.1853,36.0472,661,"COOP"
"471205","BURLINGTON",-88.2544,42.6506,229,"COOP"
"317319","ROANOKE RAPI",-77.6717,36.4783,64,"COOP"
"419711","WHITE RIVER",-101.0925,33.4561,735,"COOP"
"158429","WARNOCK 1 W",-83.0197,38.4922,168,"COOP"
"BMO","BRANCH MOUNT",-120.0830,35.1890,1149,"CDEC"
"418449","SONORA",-100.6503,30.5831,652,"COOP"
"20A41S","SWAMP CREEK",-120.7825,48.5714,1219,"SNOTEL"
"279966","YORK POND",-71.3333,44.5000,466,"COOP"
"KBMQ","BURNET MUNIC",-98.2353,30.7406,392,"ASOS"
"451630","COLVILLE",-117.9056,48.5439,505,"COOP"
"BNE","BRIONES",-122.1180,37.9340,442,"CDEC"
"133487","GRUNDY CENTE",-92.7594,42.3647,319,"COOP"
"046657","PALOMAR MOUN",-116.8400,33.3781,1692,"COOP"
"250050","AINSWORTH",-99.8556,42.5522,765,"COOP"
"301401","CHAZY",-73.4331,44.8800,52,"COOP"
"051660","CLIMAX",-106.1994,39.3764,3450,"COOP"
"11J68S","PARRISH CREE",-111.8136,40.9342,2359,"SNOTEL"
"KJYR","YORK MUNICIP",-97.6228,40.8967,509,"ASOS"
"267369","SEARCHLIGHT",-114.9217,35.4661,1079,"COOP"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP"
"KBVX","BATESVILLE (",-91.6500,35.7300,141,"ASOS"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP"
"14F12S","GALENA SUMMI",-114.7136,43.8747,2676,"SNOTEL"
"343358","FREEDOM",-99.1142,36.7725,468,"COOP"
"163079","FARMERVILLE",-92.4075,32.7750,55,"COOP"
"473511","HAYWARD RANG",-91.4878,46.0075,366,"COOP"
"471416","CHARMANY FAR",-89.4781,43.0603,330,"COOP"
"400487","BEAN STATION",-83.3544,36.3567,390,"COOP"
"335041","MC CONNELSVI",-81.8569,39.6539,232,"COOP"
"BNV","BOONVILLE",-123.3410,38.9870,256,"CDEC"
"KDMN","DEMING MUNIC",-107.7206,32.2622,1315,"ASOS"
"13B22S","KRAFT CREEK",-113.7753,47.4275,1448,"SNOTEL"
"KNUW","WHIDBEY ISLA",-122.6506,48.3492,14,"ASOS"
"082441","DUCK KEY",-80.9072,24.7706,2,"COOP"
"KDIK","DICKINSON MU",-102.8019,46.7972,790,"ASOS"
"KLRJ","LE MARS",-96.1936,42.7781,365,"ASOS"
"052947","FLEMING 3 SW",-102.8631,40.6425,1297,"COOP"
"149080","YATES CENTER",-95.7247,37.8728,329,"COOP"
"BPF","BIG PINE FLA",-117.0130,34.3190,2091,"CDEC"
"053005","FORT COLLINS",-105.1314,40.6147,1525,"COOP"
"KMAE","MADERA MUNIC",-120.1125,36.9864,77,"ASOS"
"053016","FORT LEWIS",-108.0497,37.2342,2316,"COOP"
"327655","ROLETTE 2 SE",-99.7997,48.6478,494,"COOP"
"KHCO","HALLOCK",-96.9431,48.7528,250,"ASOS"
"338822","WAUSEON WATE",-84.1450,41.5189,229,"COOP"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP"
"KMOD","MODESTO CITY",-120.9506,37.6242,29,"ASOS"
"334189","KENTON",-83.6061,40.6489,303,"COOP"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP"
"040931","BOCA",-120.0936,39.3886,1699,"COOP"
"447541","SANDSTON",-77.2758,37.5442,30,"COOP"
"404876","KINGSTON SPR",-87.1147,36.1036,158,"COOP"
"053530","GRANT",-105.6794,39.4606,2644,"COOP"
"317615","SALISBURY",-80.4811,35.6836,213,"COOP"
"089176","VENICE",-82.4364,27.1006,2,"COOP"
"301436","CHERRY VALLE",-74.7333,42.8167,415,"COOP"
"KOQT","OAK RIDGE",-84.2300,36.0200,277,"ASOS"
"KMHK","MANHATTAN MU",-96.6778,39.1353,321,"ASOS"
"138755","WAUKON",-91.4764,43.2725,390,"COOP"
"442142","CROZIER",-77.8769,37.6664,60,"COOP"
"054054","HOHNHOLZ RAN",-105.9953,40.9686,2365,"COOP"
"205073","MANISTIQUE",-86.2511,45.9511,176,"COOP"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP"
"423097","GARFIELD",-112.1981,40.7231,1320,"COOP"
"KIMT","IRON MOUNTAI",-88.1089,45.8142,360,"ASOS"
"342912","ENID",-97.8747,36.4194,379,"COOP"
"477052","REEDSBURG",-89.9981,43.5228,282,"COOP"
"026037","OAK CREEK CA",-111.7606,34.9644,1547,"COOP"
"047813","SAN JACINTO",-116.9583,33.7869,475,"COOP"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP"
"049781","WOODLAND 1 W",-121.7942,38.6828,21,"COOP"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL"
"BRE","BEAR R AT RO",-120.9530,39.1330,593,"CDEC"
"054413","JULESBURG",-102.2706,40.9867,1057,"COOP"
"054444","KARVAL",-103.5428,38.7411,1547,"COOP"
"10S01S","WORKMAN CREE",-110.9175,33.8122,2103,"SNOTEL"
"351433","CASCADIA",-122.4858,44.3981,262,"COOP"
"113320","GALESBURG",-90.3853,40.9464,235,"COOP"
"BSF","BALLS FERRY",-122.1930,40.4170,110,"CDEC"
"317056","RAEFORD",-79.2256,34.9919,76,"COOP"
"243113","FORT BENTON",-110.6611,47.8167,802,"COOP"
"426644","PARK CITY",-111.5097,40.6717,2079,"COOP"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP"
"BSH","BISHOP PASS",-118.5570,37.1000,3414,"CDEC"
"366927","PHOENIXVILLE",-75.5011,40.1200,32,"COOP"
"054726","LA JUNTA 20",-103.5053,37.7236,1292,"COOP"
"364853","LAURELTON CE",-77.2139,40.9017,244,"COOP"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS"
"146128","OTTAWA",-95.2808,38.6131,274,"COOP"
"054742","LAKE GEORGE",-105.4733,38.9058,2597,"COOP"
"089566","WEWAHITCHKA",-85.2042,30.1192,13,"COOP"
"BSS","BROOKS",-122.1420,38.7190,110,"CDEC"
"134063","INDIANOLA",-93.5661,41.3550,287,"COOP"
"BTN","BENTON",-118.4780,37.8430,1661,"CDEC"
"415435","LUMBERTON",-94.1786,30.2503,12,"COOP"
"313784","HAMLET",-79.6922,34.8872,107,"COOP"
"237506","SALEM",-91.5358,37.6336,366,"COOP"
"336600","PHILO 3 SW",-81.9167,39.8386,311,"COOP"
"KBPT","BEAUMONT/POR",-94.0208,29.9508,5,"ASOS"
"KAKO","AKRON/WASHIN",-103.2144,40.1744,1431,"ASOS"
"BTT","BATTERSON",-119.6170,37.3830,963,"CDEC"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP"
"450013","ABERDEEN 20",-123.7147,47.2614,133,"COOP"
"130807","BOONE",-93.8906,42.0417,320,"COOP"
"352876","FIELDS",-118.6750,42.2661,1295,"COOP"
"KCRS","CORSICANA",-96.3989,32.0311,136,"ASOS"
"056136","ORDWAY 21 N",-103.7058,38.5300,1453,"COOP"
"056266","PALISADE",-108.3506,39.1136,1466,"COOP"
"054724","LA JUNTA",-103.5408,37.9856,1278,"COOP"
"224265","HOUSTON",-89.0083,33.9278,83,"COOP"
"076410","NEWARK UNIVE",-75.7514,39.6694,27,"COOP"
"KOXC","OXFORD (AWOS",-73.1300,41.4800,222,"ASOS"
"KARA","NEW IBERIA/A",-91.8844,30.0289,7,"ASOS"
"110442","BARRINGTON 3",-88.1639,42.1153,267,"COOP"
"414254","HONDO",-99.1386,29.3372,267,"COOP"
"448600","TYE RIVER 1",-78.9344,37.6383,219,"COOP"
"362071","DEHART DAM",-76.8703,40.4600,164,"COOP"
"049866","YREKA",-122.6408,41.7036,800,"COOP"
"319123","WATERVILLE 2",-83.0981,35.7742,439,"COOP"
"047306","REDLANDS",-117.1894,34.0528,402,"COOP"
"420336","ARCHES NP HQ",-109.6192,38.6164,1259,"COOP"
"KMRN","MORGANTON-LE",-81.6108,35.8214,387,"ASOS"
"165266","LEESVILLE",-93.2397,31.1417,76,"COOP"
"KDTO","DENTON (ASOS",-97.1989,33.2061,195,"ASOS"
"105897","MIDDLE FORK",-115.0150,44.7189,1366,"COOP"
"478027","SPOONER EXPE",-91.8761,45.8236,335,"COOP"
"240770","BIG SANDY",-110.0608,48.1350,844,"COOP"
"030832","BOONEVILLE 3",-93.9089,35.1047,213,"COOP"
"138806","WEBSTER CITY",-93.7972,42.4686,323,"COOP"
"11D26S","TABLE MOUNTA",-111.5864,45.8028,1353,"SNOTEL"
"057167","ROCKY FORD 2",-103.6933,38.0392,1271,"COOP"
"KARV","MINOCQUA/WOO",-89.7300,45.9300,496,"ASOS"
"057317","RYE 1 SW",-104.9483,37.9136,2177,"COOP"
"097171","PRIDGEN",-82.9239,31.6953,91,"COOP"
"154703","LEITCHFIELD",-86.2892,37.5108,189,"COOP"
"082298","DEVILS GARDE",-81.1292,26.6033,6,"COOP"
"010369","ASHLAND 2 E",-85.7919,33.2836,305,"COOP"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP"
"340179","ALTUS IRIG R",-99.3344,34.5903,421,"COOP"
"311624","CELO 2 S",-82.1753,35.8292,817,"COOP"
"KGAG","GAGE/SHATTUC",-99.7689,36.2967,677,"ASOS"
"349023","TUSKAHOMA",-95.2803,34.6147,183,"COOP"
"391032","BRIDGEWATER",-97.5019,43.5522,433,"COOP"
"051886","CORTEZ",-108.5931,37.3444,1828,"COOP"
"12J07S","MINING FORK",-112.6117,40.4942,2438,"SNOTEL"
"327027","PETERSBURG 2",-98.0100,48.0356,466,"COOP"
"408953","THOMPSON STA",-86.9233,35.7742,232,"COOP"
"285728","MOORESTOWN",-74.9697,39.9511,14,"COOP"
"083168","FORT LAUDERD",-80.1064,26.1408,1,"COOP"
"BUP","BUCKS CREEK",-121.3330,39.9170,536,"CDEC"
"247382","SAVAGE",-104.3378,47.4536,602,"COOP"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP"
"KRWL","RAWLINS MUNI",-107.1997,41.8056,2077,"ASOS"
"KIIB","INDEPENDENCE",-91.9333,42.4500,298,"ASOS"
"05M17S","UTE CREEK",-105.2239,37.3689,3246,"SNOTEL"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP"
"09D08S","WHITE MILL",-109.9103,45.0450,2652,"SNOTEL"
"BVE","BEAVER",-120.3170,38.4830,1524,"CDEC"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP"
"067958","STAFFORDVILL",-72.2739,42.9975,229,"COOP"
"BVY","BEAR VALLEY",-118.6250,35.1400,1219,"CDEC"
"KOLV","OLIVE BRANCH",-89.7869,34.9789,122,"ASOS"
"256135","OAKDALE",-97.9675,42.0678,521,"COOP"
"BZR","BRAZIE RANCH",-122.6000,41.6870,920,"CDEC"
"KTXK","TEXARKANA RG",-93.9875,33.4561,118,"ASOS"
"035018","MOUNTAINBURG",-94.1542,35.6494,242,"COOP"
"118147","SPARTA 1 W",-89.7167,38.1167,163,"COOP"
"CWXC","ONATCHIWAY",-71.0300,48.8800,300,"ASOS"
"046399","OJAI",-119.2419,34.4589,216,"COOP"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP"
"116610","PARIS WATERW",-87.6933,39.6356,207,"COOP"
"KPTB","PETERSBURG (",-77.5200,37.1800,59,"ASOS"
"067970","STAMFORD 5 N",-73.5475,41.1247,58,"COOP"
"CAP","CAPLES LAKE",-120.0420,38.7100,2438,"CDEC"
"075915","MILFORD 2 SE",-75.4250,38.8983,11,"COOP"
"162212","CROWLEY 2 NE",-92.3478,30.2408,8,"COOP"
"202631","ESSEXVILLE",-83.8456,43.6156,179,"COOP"
