name,longitude,latitude,date
"Nymphalis californica Boisduval, 1852",-118.145455,34.214646,2019-03-16
"Nymphalis californica Boisduval, 1852",-122.487463,37.834835,2019-03-16
"Nymphalis californica Boisduval, 1852",-120.86699,38.885194,2019-03-16
"Nymphalis californica Boisduval, 1852",-122.271138,37.966742000000004,2019-03-16
"Nymphalis californica Boisduval, 1852",-123.829006,46.183561,2019-03-19
"Nymphalis californica Boisduval, 1852",-121.643167,37.340915,2019-03-31
"Nymphalis californica Boisduval, 1852",-122.656951,45.702544,2019-03-16
"Nymphalis californica Boisduval, 1852",-123.381668,39.02639,2019-03-19
"Nymphalis californica Boisduval, 1852",-122.899135,49.231985,2019-03-28
"Nymphalis californica Boisduval, 1852",-122.068733,37.006894,2019-03-12
"Nymphalis californica Boisduval, 1852",-121.512409,40.946816,2019-03-17
"Nymphalis californica Boisduval, 1852",-123.768074,39.580831,2019-03-13
"Nymphalis californica Boisduval, 1852",-119.349655,34.400408,2019-03-24
"Nymphalis californica Boisduval, 1852",-122.287969,38.754933,2019-03-24
"Nymphalis californica Boisduval, 1852",-119.968487,37.605286,2019-03-24
"Nymphalis californica Boisduval, 1852",-122.563698,38.050038,2019-03-16
"Nymphalis californica Boisduval, 1852",-109.225372,31.898569,2019-03-20
"Nymphalis californica Boisduval, 1852",-121.795219,37.148376,2019-03-15
"Nymphalis californica Boisduval, 1852",-116.795983,33.021424,2019-03-13
"Nymphalis californica Boisduval, 1852",-122.078785,37.937473,2019-03-24
"Nymphalis californica Boisduval, 1852",-121.986008,37.192019,2019-03-14
"Nymphalis californica Boisduval, 1852",-119.333789,37.027769,2019-03-15
"Nymphalis californica Boisduval, 1852",-119.37462,34.505028,2019-03-18
"Nymphalis californica Boisduval, 1852",-122.483639,37.769149,2019-03-13
"Nymphalis californica Boisduval, 1852",-123.073889,44.030833,2019-03-20
"Nymphalis californica Boisduval, 1852",-121.798395,37.145439,2019-03-16
"Nymphalis californica Boisduval, 1852",-122.134933,37.734958,2019-03-12
"Nymphalis californica Boisduval, 1852",-122.63921,37.972349,2019-03-24
"Nymphalis californica Boisduval, 1852",-118.437365,34.360157,2019-03-25
"Nymphalis californica Boisduval, 1852",-122.839638,44.61013,2019-03-17
"Nymphalis californica Boisduval, 1852",-118.648356,34.13507,2019-03-14
"Nymphalis californica Boisduval, 1852",-122.431502,38.443847,2019-03-12
"Nymphalis californica Boisduval, 1852",-121.241551,37.049891,2019-03-13
"Nymphalis californica Boisduval, 1852",-122.419698,37.732318,2019-03-17
"Nymphalis californica Boisduval, 1852",-122.637222,37.942039,2019-03-15
"Nymphalis californica Boisduval, 1852",-122.554419,45.422868,2019-03-24
"Nymphalis californica Boisduval, 1852",-121.040588,38.925888,2019-03-11
"Nymphalis californica Boisduval, 1852",-122.236733,37.8904,2019-03-17
"Nymphalis californica Boisduval, 1852",-122.59055,38.079852,2019-03-15
"Nymphalis californica Boisduval, 1852",-122.18253,37.84314,2019-03-17
"Nymphalis californica Boisduval, 1852",-122.221413,38.810309,2019-03-15
"Nymphalis californica Boisduval, 1852",-121.871264,37.160305,2019-03-11
"Nymphalis californica Boisduval, 1852",-112.005943,41.108649,2019-03-30
"Nymphalis californica Boisduval, 1852",-123.722107,48.373568,2019-03-20
"Nymphalis californica Boisduval, 1852",-123.00969,38.466486,2019-03-16
"Nymphalis californica Boisduval, 1852",-118.398792,34.076574,2019-03-12
"Nymphalis californica Boisduval, 1852",-122.180358,37.3766,2019-03-12
"Nymphalis californica Boisduval, 1852",-122.553735,38.057013,2019-03-16
"Nymphalis californica Boisduval, 1852",-123.587776,48.69389,2019-03-24
"Nymphalis californica Boisduval, 1852",-122.302205,45.485251,2019-03-17
"Nymphalis californica Boisduval, 1852",-121.948223,37.914645,2019-03-17
"Nymphalis californica Boisduval, 1852",-122.59448,37.947622,2019-03-13
"Nymphalis californica Boisduval, 1852",-123.831253,46.187884,2019-03-19
"Nymphalis californica Boisduval, 1852",-121.738192,39.791642,2019-03-13
"Nymphalis californica Boisduval, 1852",-122.067137,37.088518,2019-03-23
"Nymphalis californica Boisduval, 1852",-122.287017,38.754611,2019-03-24
"Nymphalis californica Boisduval, 1852",-122.48607,38.605488,2019-03-14
"Nymphalis californica Boisduval, 1852",-122.558872,38.053972,2019-03-16
"Nymphalis californica Boisduval, 1852",-121.907646,40.464378,2019-03-30
"Nymphalis californica Boisduval, 1852",-121.738127,39.791663,2019-03-13
"Nymphalis californica Boisduval, 1852",-121.081671,35.563293,2019-03-16
"Nymphalis californica Boisduval, 1852",-119.941752,41.473464,2019-04-04
"Nymphalis californica Boisduval, 1852",-121.919633,37.903767,2019-04-20
"Nymphalis californica Boisduval, 1852",-118.47463,34.371103,2019-04-01
"Nymphalis californica Boisduval, 1852",-122.287837,37.382696,2019-04-27
"Nymphalis californica Boisduval, 1852",-121.36462,45.715863,2019-04-20
"Nymphalis californica Boisduval, 1852",-121.364845,45.71548,2019-04-20
"Nymphalis californica Boisduval, 1852",-118.153773,34.536906,2019-04-08
"Nymphalis californica Boisduval, 1852",-121.952292,37.915902,2019-04-16
"Nymphalis californica Boisduval, 1852",-111.631177,40.249418,2019-04-07
"Nymphalis californica Boisduval, 1852",-117.79577,39.32873,2019-04-23
"Nymphalis californica Boisduval, 1852",-117.361612,49.510466,2019-04-20
"Nymphalis californica Boisduval, 1852",-121.916535,37.881456,2019-04-28
"Nymphalis californica Boisduval, 1852",-117.375097,49.502813,2019-04-04
"Nymphalis californica Boisduval, 1852",-119.710411,34.456913,2019-04-24
"Nymphalis californica Boisduval, 1852",-120.994002,36.368698,2019-04-07
"Nymphalis californica Boisduval, 1852",-122.291053,37.465787,2019-04-12
"Nymphalis californica Boisduval, 1852",-119.55678,49.044888,2019-04-18
"Nymphalis californica Boisduval, 1852",-122.122162,45.400028,2019-04-18
"Nymphalis californica Boisduval, 1852",-116.481761,49.082814,2019-04-21
"Nymphalis californica Boisduval, 1852",-119.645647,49.510626,2019-04-04
"Nymphalis californica Boisduval, 1852",-121.79577,37.084108,2019-04-24
"Nymphalis californica Boisduval, 1852",-118.604588,37.453135,2019-04-08
"Nymphalis californica Boisduval, 1852",-122.553046,45.42399,2019-04-18
"Nymphalis californica Boisduval, 1852",-111.631152,40.249421,2019-04-07
"Nymphalis californica Boisduval, 1852",-123.146492,39.001471,2019-04-12
"Nymphalis californica Boisduval, 1852",-121.978584,37.185883,2019-04-08
"Nymphalis californica Boisduval, 1852",-121.941569,37.920298,2019-04-20
"Nymphalis californica Boisduval, 1852",-122.542798,38.558287,2019-04-01
"Nymphalis californica Boisduval, 1852",-117.37894,49.500357,2019-04-12
"Nymphalis californica Boisduval, 1852",-119.556845,49.045063,2019-04-18
"Nymphalis californica Boisduval, 1852",-123.483924,40.849849,2019-04-10
"Nymphalis californica Boisduval, 1852",-121.376256,44.082879,2019-04-18
"Nymphalis californica Boisduval, 1852",-121.349663,43.991282,2019-04-19
"Nymphalis californica Boisduval, 1852",-111.789938,40.668548,2019-04-27
"Nymphalis californica Boisduval, 1852",-122.043275,37.20957,2018-01-30
"Nymphalis californica Boisduval, 1852",-122.35598,37.445122,2018-01-01
"Nymphalis californica Boisduval, 1852",-121.776495,37.150358,2018-01-31
"Nymphalis californica Boisduval, 1852",-121.729225,37.380047,2018-01-28
"Nymphalis californica Boisduval, 1852",-122.231474,37.362545,2018-01-30
"Nymphalis californica Boisduval, 1852",-112.405495,42.936696,2018-01-10
"Nymphalis californica Boisduval, 1852",-121.934197,37.20172,2018-01-15
"Nymphalis californica Boisduval, 1852",-119.918906,37.820965,2018-02-17
"Nymphalis californica Boisduval, 1852",-121.950417,37.908798,2018-02-10
"Nymphalis californica Boisduval, 1852",-122.51088,37.827453,2018-02-02
"Nymphalis californica Boisduval, 1852",-120.724572,39.356239,2018-02-08
"Nymphalis californica Boisduval, 1852",-121.93492,37.880295,2018-02-17
"Nymphalis californica Boisduval, 1852",-122.063859,37.284496,2018-02-09
"Nymphalis californica Boisduval, 1852",-122.275353,37.91745,2018-02-04
"Nymphalis californica Boisduval, 1852",-122.339623,37.18624,2018-02-11
"Nymphalis californica Boisduval, 1852",-121.774641,37.147778,2018-02-04
"Nymphalis californica Boisduval, 1852",-122.514188,38.000322,2018-02-05
"Nymphalis californica Boisduval, 1852",-122.136591,37.789731,2018-02-06
"Nymphalis californica Boisduval, 1852",-122.000657,37.218778,2018-02-02
"Nymphalis californica Boisduval, 1852",-123.482606,38.731127,2018-02-04
"Nymphalis californica Boisduval, 1852",-122.980866,38.445808,2018-02-25
"Nymphalis californica Boisduval, 1852",-121.929993,37.86335,2018-02-16
"Nymphalis californica Boisduval, 1852",-122.336984,37.202562,2018-02-04
"Nymphalis californica Boisduval, 1852",-122.06572799999999,37.00225,2018-02-02
"Nymphalis californica Boisduval, 1852",-122.407791,37.794138,2018-02-10
"Nymphalis californica Boisduval, 1852",-122.748328,38.044145,2018-02-02
"Nymphalis californica Boisduval, 1852",-121.959398,37.206598,2018-02-07
"Nymphalis californica Boisduval, 1852",-122.179728,37.83149,2018-02-02
"Nymphalis californica Boisduval, 1852",-122.009427,37.217235,2018-02-02
"Nymphalis californica Boisduval, 1852",-122.339566,37.186198,2018-02-05
"Nymphalis californica Boisduval, 1852",-122.127408,37.936172,2018-02-01
"Nymphalis californica Boisduval, 1852",-121.924348,37.868627,2018-02-07
"Nymphalis californica Boisduval, 1852",-119.821601,37.402909,2018-02-17
"Nymphalis californica Boisduval, 1852",-121.916105,37.881468,2018-02-08
"Nymphalis californica Boisduval, 1852",-122.624682,37.94677,2018-02-15
"Nymphalis californica Boisduval, 1852",-123.571219,39.790456,2018-02-03
"Nymphalis californica Boisduval, 1852",-121.975965,37.883323,2018-02-06
"Nymphalis californica Boisduval, 1852",-121.934767,37.196809,2018-02-16
"Nymphalis californica Boisduval, 1852",-122.019533,37.219875,2018-02-02
"Nymphalis californica Boisduval, 1852",-122.215519,37.808343,2018-02-10
"Nymphalis californica Boisduval, 1852",-122.037099,37.20605,2018-02-18
"Nymphalis californica Boisduval, 1852",-122.535238,38.124936,2018-02-01
"Nymphalis californica Boisduval, 1852",-121.922492,37.914928,2018-02-27
"Nymphalis californica Boisduval, 1852",-123.227141,38.907602,2018-02-04
"Nymphalis californica Boisduval, 1852",-122.218522,37.899945,2018-02-06
"Nymphalis californica Boisduval, 1852",-122.141514,37.29605,2018-02-09
"Nymphalis californica Boisduval, 1852",-122.61108,37.92011,2018-02-25
"Nymphalis californica Boisduval, 1852",-121.022676,38.885287,2018-02-06
"Nymphalis californica Boisduval, 1852",-122.386471,37.55926,2018-02-10
"Nymphalis californica Boisduval, 1852",-122.216447,37.871,2018-02-10
"Nymphalis californica Boisduval, 1852",-122.747904,38.045442,2018-02-07
"Nymphalis californica Boisduval, 1852",-122.339705,37.186254,2018-02-11
"Nymphalis californica Boisduval, 1852",-122.350559,37.182065,2018-02-05
"Nymphalis californica Boisduval, 1852",-119.970572,34.729878,2018-03-31
"Nymphalis californica Boisduval, 1852",-118.107552,34.207752,2018-03-27
"Nymphalis californica Boisduval, 1852",-121.936281,37.86796,2018-03-26
"Nymphalis californica Boisduval, 1852",-122.228855,37.885883,2018-03-27
"Nymphalis californica Boisduval, 1852",-119.967945,37.604928,2018-03-19
"Nymphalis californica Boisduval, 1852",-120.817667,36.544426,2018-03-11
"Nymphalis californica Boisduval, 1852",-122.079452,37.064448,2018-03-21
"Nymphalis californica Boisduval, 1852",-119.964882,37.604504,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.851276,38.074453,2018-03-07
"Nymphalis californica Boisduval, 1852",-122.466965,37.788815,2018-03-28
"Nymphalis californica Boisduval, 1852",-122.619552,38.009453,2018-03-29
"Nymphalis californica Boisduval, 1852",-121.361191,45.712213,2018-03-15
"Nymphalis californica Boisduval, 1852",-122.46422,37.62352,2018-03-29
"Nymphalis californica Boisduval, 1852",-121.187135,36.477233,2018-03-31
"Nymphalis californica Boisduval, 1852",-122.994504,38.47817,2018-03-28
"Nymphalis californica Boisduval, 1852",-122.223118,37.886435,2018-03-28
"Nymphalis californica Boisduval, 1852",-121.278722,45.705754,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.278021,37.10616,2018-03-28
"Nymphalis californica Boisduval, 1852",-119.964882,37.604504,2018-03-28
"Nymphalis californica Boisduval, 1852",-122.413017,37.579864,2018-03-27
"Nymphalis californica Boisduval, 1852",-122.528258,37.921967,2018-03-28
"Nymphalis californica Boisduval, 1852",-121.816754,36.506991,2018-03-08
"Nymphalis californica Boisduval, 1852",-121.023717,38.883442,2018-03-19
"Nymphalis californica Boisduval, 1852",-122.135598,37.788112,2018-03-30
"Nymphalis californica Boisduval, 1852",-122.475393,37.790773,2018-03-28
"Nymphalis californica Boisduval, 1852",-116.587927,33.040252,2018-03-12
"Nymphalis californica Boisduval, 1852",-116.329959,43.64318,2018-03-11
"Nymphalis californica Boisduval, 1852",-123.334519,44.616554,2018-03-28
"Nymphalis californica Boisduval, 1852",-122.482475,37.759267,2018-03-30
"Nymphalis californica Boisduval, 1852",-121.495688,36.224822,2018-03-31
"Nymphalis californica Boisduval, 1852",-121.77782,37.150444,2018-03-12
"Nymphalis californica Boisduval, 1852",-121.957169,37.193711,2018-03-31
"Nymphalis californica Boisduval, 1852",-121.950216,37.909804,2018-03-31
"Nymphalis californica Boisduval, 1852",-121.777323,37.150326,2018-03-05
"Nymphalis californica Boisduval, 1852",-122.690308,45.599695,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.838156,38.010518,2018-03-11
"Nymphalis californica Boisduval, 1852",-122.552667,37.974997,2018-03-29
"Nymphalis californica Boisduval, 1852",-120.838301,39.012838,2018-03-06
"Nymphalis californica Boisduval, 1852",-122.802818,42.472626,2018-03-01
"Nymphalis californica Boisduval, 1852",-109.871667,32.701389,2018-03-20
"Nymphalis californica Boisduval, 1852",-121.898567,37.160502,2018-03-30
"Nymphalis californica Boisduval, 1852",-119.410057,39.075843,2018-03-12
"Nymphalis californica Boisduval, 1852",-122.407507,37.679576,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.306864,37.118271,2018-03-07
"Nymphalis californica Boisduval, 1852",-121.774641,37.147778,2018-03-11
"Nymphalis californica Boisduval, 1852",-122.142386,37.792371,2018-03-30
"Nymphalis californica Boisduval, 1852",-116.633606,33.266214,2018-03-28
"Nymphalis californica Boisduval, 1852",-123.878159,41.98713,2018-03-30
"Nymphalis californica Boisduval, 1852",-122.428435,37.681662,2018-03-11
"Nymphalis californica Boisduval, 1852",-122.399953,37.446444,2018-03-27
"Nymphalis californica Boisduval, 1852",-122.580567,42.270914,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.805533,44.0692,2018-03-30
"Nymphalis californica Boisduval, 1852",-121.185722,36.483889,2018-03-28
"Nymphalis californica Boisduval, 1852",-123.367067,38.717861,2018-03-29
"Nymphalis californica Boisduval, 1852",-123.050591,38.885532,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.098618,38.504666,2018-03-31
"Nymphalis californica Boisduval, 1852",-123.602309,38.85025,2018-03-31
"Nymphalis californica Boisduval, 1852",-121.835675,37.190531,2018-03-09
"Nymphalis californica Boisduval, 1852",-121.191358,38.667283,2018-03-28
"Nymphalis californica Boisduval, 1852",-123.014036,38.312906,2018-03-30
"Nymphalis californica Boisduval, 1852",-122.495914,42.005532,2018-03-27
"Nymphalis californica Boisduval, 1852",-123.05305,38.887669,2018-03-28
"Nymphalis californica Boisduval, 1852",-122.230972,38.550405,2018-03-29
"Nymphalis californica Boisduval, 1852",-122.38601800000001,37.58139,2018-03-31
"Nymphalis californica Boisduval, 1852",-120.934792,39.337447,2018-03-19
"Nymphalis californica Boisduval, 1852",-118.191622,34.262974,2018-03-29
"Nymphalis californica Boisduval, 1852",-121.941915,37.895297,2018-03-31
"Nymphalis californica Boisduval, 1852",-122.351693,37.180585,2018-03-29
"Nymphalis californica Boisduval, 1852",-121.362649,45.713341,2018-03-28
"Nymphalis californica Boisduval, 1852",-119.981856,34.736278,2018-03-30
"Nymphalis californica Boisduval, 1852",-121.69684,37.34515,2018-03-26
"Nymphalis californica Boisduval, 1852",-110.376227,31.453849,2018-03-21
"Nymphalis californica Boisduval, 1852",-121.400558,45.704417,2018-03-20
"Nymphalis californica Boisduval, 1852",-118.140106,34.219245,2018-03-30
"Nymphalis californica Boisduval, 1852",-121.905403,37.001439,2018-04-01
"Nymphalis californica Boisduval, 1852",-122.955495,38.412885,2018-04-01
"Nymphalis californica Boisduval, 1852",-122.874485,38.107667,2018-04-01
"Nymphalis californica Boisduval, 1852",-122.760514,38.732247,2018-04-07
"Nymphalis californica Boisduval, 1852",-118.153389,34.263154,2018-04-09
"Nymphalis californica Boisduval, 1852",-122.513351,38.359339,2018-04-02
"Nymphalis californica Boisduval, 1852",-121.906486,45.662374,2018-04-25
"Nymphalis californica Boisduval, 1852",-122.407813,37.680659,2018-04-02
"Nymphalis californica Boisduval, 1852",-118.043014,34.264717,2018-04-22
"Nymphalis californica Boisduval, 1852",-113.318951,41.955086,2018-04-26
"Nymphalis californica Boisduval, 1852",-118.145616,34.267513,2018-04-09
"Nymphalis californica Boisduval, 1852",-121.36351,45.714729,2018-04-21
"Nymphalis californica Boisduval, 1852",-121.922708,37.872777,2018-04-23
"Nymphalis californica Boisduval, 1852",-118.1829,34.265095,2018-04-06
"Nymphalis californica Boisduval, 1852",-119.845458,37.836647,2018-04-22
"Nymphalis californica Boisduval, 1852",-122.314496,45.266143,2018-04-25
"Nymphalis californica Boisduval, 1852",-116.439483,32.86757,2018-04-27
"Nymphalis californica Boisduval, 1852",-123.670864,45.45047,2018-04-19
"Nymphalis californica Boisduval, 1852",-122.161415,37.80991,2018-04-01
"Nymphalis californica Boisduval, 1852",-116.439508,32.867592,2018-04-27
"Nymphalis californica Boisduval, 1852",-122.24868,44.857788,2018-04-25
"Nymphalis californica Boisduval, 1852",-119.131881,36.992947,2018-04-24
"Nymphalis californica Boisduval, 1852",-121.186651,36.503691,2018-04-15
"Nymphalis californica Boisduval, 1852",-119.377219,37.034239,2018-04-01
"Nymphalis californica Boisduval, 1852",-119.377322,37.034217,2018-04-01
"Nymphalis californica Boisduval, 1852",-121.43716,35.979337,2018-04-14
"Nymphalis californica Boisduval, 1852",-117.16671,34.239129,2018-04-06
"Nymphalis californica Boisduval, 1852",-118.36149,34.29395,2018-04-09
"Nymphalis californica Boisduval, 1852",-121.721767,37.090839,2018-04-05
"Nymphalis californica Boisduval, 1852",-122.74301,38.700567,2018-04-12
"Nymphalis californica Boisduval, 1852",-121.18495,36.502433,2018-04-09
"Nymphalis californica Boisduval, 1852",-121.859676,37.173835,2018-04-13
"Nymphalis californica Boisduval, 1852",-119.857497,39.361142,2018-04-10
"Nymphalis californica Boisduval, 1852",-119.131683,36.99304,2018-04-24
"Nymphalis californica Boisduval, 1852",-119.964882,37.604504,2018-04-10
"Nymphalis californica Boisduval, 1852",-121.692218,45.194492,2018-04-26
"Nymphalis californica Boisduval, 1852",-119.1315,36.993068,2018-04-24
"Nymphalis californica Boisduval, 1852",-118.152253,34.262055,2018-04-09
"Nymphalis californica Boisduval, 1852",-116.911136,33.349201,2018-04-05
"Nymphalis californica Boisduval, 1852",-121.280568,45.705634,2018-04-09
"Nymphalis californica Boisduval, 1852",-121.191415,36.471594,2018-04-01
"Nymphalis californica Boisduval, 1852",-121.202405,36.500777,2018-04-05
"Nymphalis californica Boisduval, 1852",-123.870109,46.013332,2018-04-25
"Nymphalis californica Boisduval, 1852",-122.715837,45.471717,2018-04-01
"Nymphalis californica Boisduval, 1852",-122.75254,38.730753,2018-04-22
"Nymphalis californica Boisduval, 1852",-123.922638,45.993164,2018-04-24
"Nymphalis californica Boisduval, 1852",-122.835281,38.006943,2018-04-08
"Nymphalis californica Boisduval, 1852",-119.787108,37.956888,2018-04-21
"Nymphalis californica Boisduval, 1852",-120.986798,35.770013,2018-05-28
"Nymphalis californica Boisduval, 1852",-122.053702,37.067231,2018-05-22
"Nymphalis californica Boisduval, 1852",-121.642769,44.487554,2018-05-22
"Nymphalis californica Boisduval, 1852",-119.733322,37.958667,2018-05-31
"Nymphalis californica Boisduval, 1852",-122.634587,37.972012,2018-05-20
"Nymphalis californica Boisduval, 1852",-122.650691,37.977441,2018-05-20
"Nymphalis californica Boisduval, 1852",-112.487979,41.55244,2018-05-07
"Nymphalis californica Boisduval, 1852",-122.536415,38.420214,2018-05-10
"Nymphalis californica Boisduval, 1852",-121.796093,37.144537,2018-05-27
"Nymphalis californica Boisduval, 1852",-121.754312,44.404788,2018-05-14
"Nymphalis californica Boisduval, 1852",-122.635133,37.972115,2018-05-20
"Nymphalis californica Boisduval, 1852",-122.08583,42.530537,2018-05-12
"Nymphalis californica Boisduval, 1852",-122.479131,40.553647,2018-05-27
"Nymphalis californica Boisduval, 1852",-121.754272,44.404787,2018-05-14
"Nymphalis californica Boisduval, 1852",-121.880529,37.20698,2018-05-07
"Nymphalis californica Boisduval, 1852",-111.590206,40.591039,2018-06-22
"Nymphalis californica Boisduval, 1852",-122.848989,38.059053,2018-06-30
"Nymphalis californica Boisduval, 1852",-122.226685,37.070728,2018-06-22
"Nymphalis californica Boisduval, 1852",-121.184463,36.478202,2018-06-03
"Nymphalis californica Boisduval, 1852",-122.782724,42.172606,2018-06-19
"Nymphalis californica Boisduval, 1852",-121.816728,45.493461,2018-06-27
"Nymphalis californica Boisduval, 1852",-122.938903,38.127308,2018-06-03
"Nymphalis californica Boisduval, 1852",-122.071633,37.218198,2018-06-05
"Nymphalis californica Boisduval, 1852",-120.277488,39.329472,2018-06-03
"Nymphalis californica Boisduval, 1852",-122.619055,37.980822,2018-06-03
"Nymphalis californica Boisduval, 1852",-122.849603,38.041355,2018-06-02
"Nymphalis californica Boisduval, 1852",-120.003388,38.703767,2018-06-19
"Nymphalis californica Boisduval, 1852",-120.197369,38.694958,2018-06-30
"Nymphalis californica Boisduval, 1852",-123.253101,38.853496,2018-06-19
"Nymphalis californica Boisduval, 1852",-121.516525,40.562443,2018-06-18
"Nymphalis californica Boisduval, 1852",-120.196267,38.694325,2018-06-30
"Nymphalis californica Boisduval, 1852",-120.502798,39.156399,2018-06-14
"Nymphalis californica Boisduval, 1852",-121.875116,37.159843,2018-06-08
"Nymphalis californica Boisduval, 1852",-122.406973,37.679352,2018-06-17
"Nymphalis californica Boisduval, 1852",-121.952885,42.39954,2018-06-24
"Nymphalis californica Boisduval, 1852",-121.630394,41.529797,2018-06-03
"Nymphalis californica Boisduval, 1852",-121.552887,36.059528,2018-06-08
"Nymphalis californica Boisduval, 1852",-119.727478,37.713712,2018-06-11
"Nymphalis californica Boisduval, 1852",-122.848775,38.05885,2018-06-30
"Nymphalis californica Boisduval, 1852",-121.895498,37.169273,2018-06-09
"Nymphalis californica Boisduval, 1852",-122.411667,37.685555,2018-06-16
"Nymphalis californica Boisduval, 1852",-122.978921,38.444455,2018-06-10
"Nymphalis californica Boisduval, 1852",-121.798078,37.147565,2018-06-10
"Nymphalis californica Boisduval, 1852",-121.716746,44.102694,2018-06-01
"Nymphalis californica Boisduval, 1852",-122.048936,36.970722,2018-06-12
"Nymphalis californica Boisduval, 1852",-120.576869,39.625057,2018-06-29
"Nymphalis californica Boisduval, 1852",-121.385375,37.079678,2018-06-06
"Nymphalis californica Boisduval, 1852",-122.814116,38.072436,2018-06-30
"Nymphalis californica Boisduval, 1852",-121.80115,37.081433,2018-06-28
"Nymphalis californica Boisduval, 1852",-122.479524,42.091822,2018-06-06
"Nymphalis californica Boisduval, 1852",-122.256235,38.081212,2018-06-24
"Nymphalis californica Boisduval, 1852",-116.826092,34.17477,2018-06-10
"Nymphalis californica Boisduval, 1852",-121.585939,36.092638,2018-06-11
"Nymphalis californica Boisduval, 1852",-115.655937,36.255517,2018-06-14
"Nymphalis californica Boisduval, 1852",-119.583519,37.717017,2018-06-15
"Nymphalis californica Boisduval, 1852",-120.610445,39.310397,2018-06-03
"Nymphalis californica Boisduval, 1852",-121.56392,36.378657,2018-06-10
"Nymphalis californica Boisduval, 1852",-122.948614,42.249571,2018-06-30
"Nymphalis californica Boisduval, 1852",-121.443008,40.670433,2018-06-03
"Nymphalis californica Boisduval, 1852",-121.554381,40.312427,2018-06-27
"Nymphalis californica Boisduval, 1852",-122.84662,38.04444,2018-06-02
