name,longitude,latitude,date
"Vanessa annabella (W.D.Field, 1971)",-118.193971,33.994218,2019-04-05
"Vanessa annabella (W.D.Field, 1971)",-122.472162,37.782312,2019-04-22
"Vanessa annabella (W.D.Field, 1971)",-121.951043,37.914903,2019-04-16
"Vanessa annabella (W.D.Field, 1971)",-117.314562,34.186408,2019-04-04
"Vanessa annabella (W.D.Field, 1971)",-117.127872,32.559588,2019-04-26
"Vanessa annabella (W.D.Field, 1971)",-117.982175,33.819849,2019-04-09
"Vanessa annabella (W.D.Field, 1971)",-118.396196,34.031169,2019-04-07
"Vanessa annabella (W.D.Field, 1971)",-117.933455,33.81715,2019-04-02
"Vanessa annabella (W.D.Field, 1971)",-121.284369,35.666636,2019-05-01
"Vanessa annabella (W.D.Field, 1971)",-122.442595,37.766977,2018-01-13
"Vanessa annabella (W.D.Field, 1971)",-121.812887,37.401667,2018-01-27
"Vanessa annabella (W.D.Field, 1971)",-121.954312,37.404557,2018-01-30
"Vanessa annabella (W.D.Field, 1971)",-122.53526,38.124936,2018-02-01
"Vanessa annabella (W.D.Field, 1971)",-121.852067,37.320531,2018-02-14
"Vanessa annabella (W.D.Field, 1971)",-122.056754,36.952905,2018-02-07
"Vanessa annabella (W.D.Field, 1971)",-122.456872,37.773675,2018-02-05
"Vanessa annabella (W.D.Field, 1971)",-121.776425,36.684207,2018-02-05
"Vanessa annabella (W.D.Field, 1971)",-122.894804,38.127366,2018-03-27
"Vanessa annabella (W.D.Field, 1971)",-122.405203,37.674403,2018-03-11
"Vanessa annabella (W.D.Field, 1971)",-122.405247,37.674447,2018-03-11
"Vanessa annabella (W.D.Field, 1971)",-118.052598,34.145041,2018-03-13
"Vanessa annabella (W.D.Field, 1971)",-122.402528,37.673343,2018-03-11
"Vanessa annabella (W.D.Field, 1971)",-122.418106,37.678055,2018-03-11
"Vanessa annabella (W.D.Field, 1971)",-122.9515,38.118761,2018-03-06
"Vanessa annabella (W.D.Field, 1971)",-117.320323,33.985143,2018-03-06
"Vanessa annabella (W.D.Field, 1971)",-122.301049,37.88261,2018-03-12
"Vanessa annabella (W.D.Field, 1971)",-111.16689,32.24275,2018-03-04
"Vanessa annabella (W.D.Field, 1971)",-122.404454,37.674174,2018-03-11
"Vanessa annabella (W.D.Field, 1971)",-122.951447,38.118284,2018-03-06
"Vanessa annabella (W.D.Field, 1971)",-122.223422,37.80808,2018-04-21
"Vanessa annabella (W.D.Field, 1971)",-118.98232,34.150185,2018-04-07
"Vanessa annabella (W.D.Field, 1971)",-122.456122,37.774053,2018-04-27
"Vanessa annabella (W.D.Field, 1971)",-122.466317,37.766108,2018-04-12
"Vanessa annabella (W.D.Field, 1971)",-122.475412,37.768486,2018-04-27
"Vanessa annabella (W.D.Field, 1971)",-122.380142,37.711528,2018-04-29
"Vanessa annabella (W.D.Field, 1971)",-122.751342,38.526787,2018-04-27
"Vanessa annabella (W.D.Field, 1971)",-122.458038,37.791047,2018-04-13
"Vanessa annabella (W.D.Field, 1971)",-122.495576,37.786609,2018-04-28
"Vanessa annabella (W.D.Field, 1971)",-111.022301,32.273097,2018-04-25
"Vanessa annabella (W.D.Field, 1971)",-117.241219,32.755574,2018-04-13
"Vanessa annabella (W.D.Field, 1971)",-111.020307,32.268969,2018-04-25
"Vanessa annabella (W.D.Field, 1971)",-117.442514,33.78913,2018-04-09
"Vanessa annabella (W.D.Field, 1971)",-122.32532,37.586188,2018-05-08
"Vanessa annabella (W.D.Field, 1971)",-122.428422,37.806172,2018-05-28
"Vanessa annabella (W.D.Field, 1971)",-117.681427,33.745289,2018-05-06
"Vanessa annabella (W.D.Field, 1971)",-122.500612,37.765933,2018-05-10
"Vanessa annabella (W.D.Field, 1971)",-122.307715,37.334658,2018-05-05
"Vanessa annabella (W.D.Field, 1971)",-122.438089,37.44655,2018-05-12
"Vanessa annabella (W.D.Field, 1971)",-122.014668,37.424798,2018-05-28
"Vanessa annabella (W.D.Field, 1971)",-104.556714,32.147855,2018-05-26
"Vanessa annabella (W.D.Field, 1971)",-121.989669,36.989369,2018-05-31
"Vanessa annabella (W.D.Field, 1971)",-123.369209,46.025001,2018-05-22
"Vanessa annabella (W.D.Field, 1971)",-122.01273,37.426434,2018-05-28
"Vanessa annabella (W.D.Field, 1971)",-118.288443,34.017718,2018-05-15
"Vanessa annabella (W.D.Field, 1971)",-122.43824,37.446793,2018-05-12
"Vanessa annabella (W.D.Field, 1971)",-112.116699,36.062792,2018-05-20
"Vanessa annabella (W.D.Field, 1971)",-118.271058,34.055722,2018-05-05
"Vanessa annabella (W.D.Field, 1971)",-118.01667,33.897778,2018-05-03
"Vanessa annabella (W.D.Field, 1971)",-122.377355,47.810652,2018-05-15
"Vanessa annabella (W.D.Field, 1971)",-117.102501,32.61972,2018-05-18
"Vanessa annabella (W.D.Field, 1971)",-117.085089,32.557889,2018-06-01
"Vanessa annabella (W.D.Field, 1971)",-118.536016,34.060421,2018-06-24
"Vanessa annabella (W.D.Field, 1971)",-122.460372,37.772482,2018-06-29
"Vanessa annabella (W.D.Field, 1971)",-122.420428,37.733353,2018-06-16
"Vanessa annabella (W.D.Field, 1971)",-104.229126,23.541181,2018-06-01
"Vanessa annabella (W.D.Field, 1971)",-121.787167,36.489087,2018-06-09
"Vanessa annabella (W.D.Field, 1971)",-124.19203,40.812694,2018-06-28
"Vanessa annabella (W.D.Field, 1971)",-119.362374,34.015051,2018-06-02
"Vanessa annabella (W.D.Field, 1971)",-105.793595,32.8749,2018-06-26
"Vanessa annabella (W.D.Field, 1971)",-122.299268,37.860326,2018-06-08
"Vanessa annabella (W.D.Field, 1971)",-122.056039,37.70927,2018-06-10
"Vanessa annabella (W.D.Field, 1971)",-112.416025,43.219273,2018-06-26
"Vanessa annabella (W.D.Field, 1971)",-117.905625,33.774747,2018-06-04
"Vanessa annabella (W.D.Field, 1971)",-122.955015,38.091639,2018-06-28
"Vanessa annabella (W.D.Field, 1971)",-122.460517,37.77245,2018-06-28
"Vanessa annabella (W.D.Field, 1971)",-122.376054,37.739721,2018-06-16
"Vanessa annabella (W.D.Field, 1971)",-119.570082,34.051568,2018-06-14
"Vanessa annabella (W.D.Field, 1971)",-117.090142,32.74118,2018-06-26
"Vanessa annabella (W.D.Field, 1971)",-121.856941,36.603333,2018-07-18
"Vanessa annabella (W.D.Field, 1971)",-118.240497,37.559962,2018-07-25
"Vanessa annabella (W.D.Field, 1971)",-122.44027,37.773322,2018-07-11
"Vanessa annabella (W.D.Field, 1971)",-122.258686,37.807075,2018-07-22
"Vanessa annabella (W.D.Field, 1971)",-118.239,37.55893,2018-07-25
"Vanessa annabella (W.D.Field, 1971)",-116.632481,31.875555,2018-07-09
"Vanessa annabella (W.D.Field, 1971)",-116.492493,45.346652,2018-07-14
"Vanessa annabella (W.D.Field, 1971)",-118.171799,37.499529,2018-07-25
"Vanessa annabella (W.D.Field, 1971)",-121.835572,36.616117,2018-07-25
"Vanessa annabella (W.D.Field, 1971)",-118.380845,34.017156,2018-07-27
"Vanessa annabella (W.D.Field, 1971)",-122.020619,36.968812,2018-07-17
"Vanessa annabella (W.D.Field, 1971)",-118.398737,33.99288,2018-08-30
"Vanessa annabella (W.D.Field, 1971)",-122.464737,37.772221,2018-08-09
"Vanessa annabella (W.D.Field, 1971)",-122.462707,37.747634,2018-08-12
"Vanessa annabella (W.D.Field, 1971)",-100.941777,22.180704,2018-08-13
"Vanessa annabella (W.D.Field, 1971)",-122.290305,37.89495,2018-08-11
"Vanessa annabella (W.D.Field, 1971)",-118.973342,37.634003,2018-08-04
"Vanessa annabella (W.D.Field, 1971)",-122.467049,37.7176,2018-08-16
"Vanessa annabella (W.D.Field, 1971)",-118.403476,34.260417,2018-08-02
"Vanessa annabella (W.D.Field, 1971)",-122.485344,37.503556,2018-08-18
"Vanessa annabella (W.D.Field, 1971)",-122.499067,37.777643,2018-08-17
"Vanessa annabella (W.D.Field, 1971)",-122.481652,37.50707,2018-08-28
"Vanessa annabella (W.D.Field, 1971)",-122.412451,37.656262,2018-08-23
"Vanessa annabella (W.D.Field, 1971)",-101.688165,20.653406,2018-08-28
"Vanessa annabella (W.D.Field, 1971)",-122.453338,37.801678,2018-08-15
"Vanessa annabella (W.D.Field, 1971)",-101.934845,21.519564,2018-08-26
"Vanessa annabella (W.D.Field, 1971)",-111.978355,41.3875,2018-08-08
"Vanessa annabella (W.D.Field, 1971)",-122.120849,36.965815,2018-08-03
"Vanessa annabella (W.D.Field, 1971)",-122.474222,37.766047,2018-08-03
"Vanessa annabella (W.D.Field, 1971)",-122.155622,37.481315,2018-08-03
"Vanessa annabella (W.D.Field, 1971)",-122.493462,37.772717,2018-08-04
"Vanessa annabella (W.D.Field, 1971)",-122.477385,37.501907,2018-08-03
"Vanessa annabella (W.D.Field, 1971)",-120.344667,39.369486,2018-08-22
"Vanessa annabella (W.D.Field, 1971)",-122.419792,37.733597,2018-09-22
"Vanessa annabella (W.D.Field, 1971)",-101.929101,21.363496,2018-09-29
"Vanessa annabella (W.D.Field, 1971)",-122.463632,37.759228,2018-09-08
"Vanessa annabella (W.D.Field, 1971)",-122.040344,36.956735,2018-09-10
"Vanessa annabella (W.D.Field, 1971)",-101.950214,21.356441,2018-09-24
"Vanessa annabella (W.D.Field, 1971)",-121.412637,40.155388,2018-09-05
"Vanessa annabella (W.D.Field, 1971)",-114.296944,43.516111,2018-09-04
"Vanessa annabella (W.D.Field, 1971)",-121.764348,36.811908,2018-09-29
"Vanessa annabella (W.D.Field, 1971)",-100.965941,25.420875,2018-09-22
"Vanessa annabella (W.D.Field, 1971)",-111.918,36.019,2018-09-26
"Vanessa annabella (W.D.Field, 1971)",-102.573066,22.77529,2018-09-01
"Vanessa annabella (W.D.Field, 1971)",-122.197594,37.011907,2018-09-01
"Vanessa annabella (W.D.Field, 1971)",-123.802864,39.472166,2018-09-10
"Vanessa annabella (W.D.Field, 1971)",-106.673363,35.187057,2018-09-07
"Vanessa annabella (W.D.Field, 1971)",-122.379981,37.649895,2018-09-03
"Vanessa annabella (W.D.Field, 1971)",-122.388027,37.665068,2018-10-06
"Vanessa annabella (W.D.Field, 1971)",-122.494438,37.744472,2018-10-23
"Vanessa annabella (W.D.Field, 1971)",-122.461508,37.772378,2018-10-05
"Vanessa annabella (W.D.Field, 1971)",-100.930945,21.167366,2018-10-16
"Vanessa annabella (W.D.Field, 1971)",-122.254525,38.172698,2018-10-12
"Vanessa annabella (W.D.Field, 1971)",-101.917739,21.366613,2018-10-10
"Vanessa annabella (W.D.Field, 1971)",-121.950639,37.40338,2018-10-29
"Vanessa annabella (W.D.Field, 1971)",-122.494544,37.770319,2018-10-05
"Vanessa annabella (W.D.Field, 1971)",-122.387589,37.648045,2018-10-22
"Vanessa annabella (W.D.Field, 1971)",-122.405237,37.776792,2018-10-05
"Vanessa annabella (W.D.Field, 1971)",-122.360943,37.958295,2018-10-14
"Vanessa annabella (W.D.Field, 1971)",-118.512562,34.054979,2018-10-18
"Vanessa annabella (W.D.Field, 1971)",-122.493761,37.782143,2018-10-04
"Vanessa annabella (W.D.Field, 1971)",-100.544344,21.279717,2018-11-16
"Vanessa annabella (W.D.Field, 1971)",-102.187455,21.969079,2018-11-10
"Vanessa annabella (W.D.Field, 1971)",-122.535539,38.125459,2018-11-25
"Vanessa annabella (W.D.Field, 1971)",-122.435801,37.734107,2018-11-26
"Vanessa annabella (W.D.Field, 1971)",-122.463417,37.77252,2018-11-19
"Vanessa annabella (W.D.Field, 1971)",-122.427349,37.791472,2018-11-12
"Vanessa annabella (W.D.Field, 1971)",-122.486745,37.770901,2018-11-02
"Vanessa annabella (W.D.Field, 1971)",-122.0614,36.982253,2018-12-07
"Vanessa annabella (W.D.Field, 1971)",-115.431867,30.467206,2018-12-26
"Vanessa annabella (W.D.Field, 1971)",-116.781985,32.032728,2018-12-26
"Vanessa annabella (W.D.Field, 1971)",-122.304568,37.894888,2018-12-06
"Vanessa annabella (W.D.Field, 1971)",-120.833908,35.32925,2018-12-27
"Vanessa annabella (W.D.Field, 1971)",-122.027236,36.954053,2017-01-29
"Vanessa annabella (W.D.Field, 1971)",-115.616475,33.176578,2017-01-28
"Vanessa annabella (W.D.Field, 1971)",-111.995401,33.365589,2017-01-31
"Vanessa annabella (W.D.Field, 1971)",-122.515132,37.523095,2017-01-14
"Vanessa annabella (W.D.Field, 1971)",-122.387025,37.771007,2017-01-13
"Vanessa annabella (W.D.Field, 1971)",-122.389962,37.668402,2017-02-11
"Vanessa annabella (W.D.Field, 1971)",-122.372563,37.737783,2017-02-23
"Vanessa annabella (W.D.Field, 1971)",-118.276708,33.834073,2017-02-22
"Vanessa annabella (W.D.Field, 1971)",-122.501316,37.766682,2017-02-11
"Vanessa annabella (W.D.Field, 1971)",-118.314995,34.033322,2017-02-01
"Vanessa annabella (W.D.Field, 1971)",-122.483818,37.792048,2017-02-16
"Vanessa annabella (W.D.Field, 1971)",-122.036605,37.896768,2017-02-11
"Vanessa annabella (W.D.Field, 1971)",-118.577956,34.211889,2017-03-18
"Vanessa annabella (W.D.Field, 1971)",-118.716388,34.257362,2017-03-12
"Vanessa annabella (W.D.Field, 1971)",-116.392099,33.155442,2017-03-11
"Vanessa annabella (W.D.Field, 1971)",-121.953836,37.405299,2017-03-04
"Vanessa annabella (W.D.Field, 1971)",-122.39099,37.768018,2017-03-28
"Vanessa annabella (W.D.Field, 1971)",-122.455663,37.774115,2017-03-21
"Vanessa annabella (W.D.Field, 1971)",-118.385609,34.016237,2017-03-17
"Vanessa annabella (W.D.Field, 1971)",-114.513984,36.429633,2017-03-28
"Vanessa annabella (W.D.Field, 1971)",-117.815252,33.583932,2017-03-24
"Vanessa annabella (W.D.Field, 1971)",-122.456146,37.773885,2017-03-23
"Vanessa annabella (W.D.Field, 1971)",-117.83317,33.566837,2017-03-09
"Vanessa annabella (W.D.Field, 1971)",-118.269597,34.106766,2017-03-29
"Vanessa annabella (W.D.Field, 1971)",-117.023376,34.871374,2017-03-12
"Vanessa annabella (W.D.Field, 1971)",-118.907253,34.219873,2017-03-22
"Vanessa annabella (W.D.Field, 1971)",-118.609997,34.383483,2017-03-15
"Vanessa annabella (W.D.Field, 1971)",-122.452545,37.77823,2017-03-23
"Vanessa annabella (W.D.Field, 1971)",-117.229577,32.749856,2017-03-21
"Vanessa annabella (W.D.Field, 1971)",-118.2971,34.117793,2017-03-07
"Vanessa annabella (W.D.Field, 1971)",-112.573746,34.630043,2017-03-20
"Vanessa annabella (W.D.Field, 1971)",-122.533172,37.918122,2017-03-21
"Vanessa annabella (W.D.Field, 1971)",-116.963039,33.68699,2017-04-08
"Vanessa annabella (W.D.Field, 1971)",-116.567476,34.04909,2017-04-29
"Vanessa annabella (W.D.Field, 1971)",-122.229942,37.541727,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-122.17327,37.49203,2017-04-11
"Vanessa annabella (W.D.Field, 1971)",-122.48043,37.640883,2017-04-30
"Vanessa annabella (W.D.Field, 1971)",-118.682599,34.231666,2017-04-22
"Vanessa annabella (W.D.Field, 1971)",-122.509392,37.764839,2017-04-02
"Vanessa annabella (W.D.Field, 1971)",-122.366835,37.810871,2017-04-05
"Vanessa annabella (W.D.Field, 1971)",-116.447868,32.776306,2017-04-02
"Vanessa annabella (W.D.Field, 1971)",-117.190254,32.773396,2017-04-11
"Vanessa annabella (W.D.Field, 1971)",-121.929628,36.556308,2017-04-19
"Vanessa annabella (W.D.Field, 1971)",-115.933603,30.527518,2017-04-01
"Vanessa annabella (W.D.Field, 1971)",-116.436952,32.772547,2017-04-02
"Vanessa annabella (W.D.Field, 1971)",-117.289653,33.053169,2017-04-22
"Vanessa annabella (W.D.Field, 1971)",-117.945772,36.045117,2017-04-28
"Vanessa annabella (W.D.Field, 1971)",-118.394885,34.144151,2017-04-02
"Vanessa annabella (W.D.Field, 1971)",-117.312014,33.277234,2017-04-14
"Vanessa annabella (W.D.Field, 1971)",-117.234992,32.746778,2017-04-04
"Vanessa annabella (W.D.Field, 1971)",-118.499427,34.122969,2017-04-17
"Vanessa annabella (W.D.Field, 1971)",-116.166,33.977,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-122.231441,37.542144,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-122.429709,37.683549,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-117.24373,33.886328,2017-04-03
"Vanessa annabella (W.D.Field, 1971)",-122.37593,37.745675,2017-04-01
"Vanessa annabella (W.D.Field, 1971)",-118.202827,34.106631,2017-04-27
"Vanessa annabella (W.D.Field, 1971)",-117.166145,33.143372,2017-04-17
"Vanessa annabella (W.D.Field, 1971)",-116.936074,32.735782,2017-04-20
"Vanessa annabella (W.D.Field, 1971)",-118.295262,33.874236,2017-04-19
"Vanessa annabella (W.D.Field, 1971)",-118.529263,34.28378,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-122.422613,37.678322,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-122.422308,37.677355,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-121.280136,36.687831,2017-04-22
"Vanessa annabella (W.D.Field, 1971)",-118.385295,34.270423,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-122.422558,37.678457,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-118.190174,34.071052,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-118.385359,34.260558,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-118.508521,34.248694,2017-04-29
"Vanessa annabella (W.D.Field, 1971)",-122.409317,37.76447,2017-04-05
"Vanessa annabella (W.D.Field, 1971)",-117.244205,33.880392,2017-04-03
"Vanessa annabella (W.D.Field, 1971)",-121.973383,37.493074,2017-04-27
"Vanessa annabella (W.D.Field, 1971)",-118.196,34.094764,2017-04-16
"Vanessa annabella (W.D.Field, 1971)",-117.468528,33.29535,2017-04-22
"Vanessa annabella (W.D.Field, 1971)",-118.293224,33.874557,2017-04-09
"Vanessa annabella (W.D.Field, 1971)",-118.271159,34.133418,2017-04-15
"Vanessa annabella (W.D.Field, 1971)",-117.715443,34.110828,2017-04-01
"Vanessa annabella (W.D.Field, 1971)",-118.160375,33.957183,2017-04-07
"Vanessa annabella (W.D.Field, 1971)",-117.093229,32.460022,2017-04-01
"Vanessa annabella (W.D.Field, 1971)",-118.311367,34.128029,2017-04-17
"Vanessa annabella (W.D.Field, 1971)",-118.512562,34.054979,2017-04-14
"Vanessa annabella (W.D.Field, 1971)",-122.46395,37.769695,2017-04-18
"Vanessa annabella (W.D.Field, 1971)",-122.058708,37.293117,2017-04-14
