This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
ID,NAME,LON,LAT,ELEV(m),Network,stnid
"CYMT","CHIBOUGAMAU-",-74.5300,49.7700,387,"ASOS","CYMT"
"CYMX","MONTREAL/MIR",-74.0300,45.6800,82,"ASOS","CYMX"
"CYNM","MATAGAMI AIR",-77.8200,49.7700,281,"ASOS","CYNM"
"CYOW","OTTAWA INTL",-75.6700,45.3200,114,"ASOS","CYOW"
"CYOY","VALCARTIER A",-71.5000,46.9000,168,"ASOS","CYOY"
"CYPQ","PETERBOROUGH",-78.3700,44.2300,191,"ASOS","CYPQ"
"CYQA","MUSKOKA AIRP",-79.3000,44.9700,282,"ASOS","CYQA"
"CYQB","QUEBEC AIRPO",-71.3800,46.8000,73,"ASOS","CYQB"
"CYQG","WINDSOR AIRP",-82.9700,42.2700,190,"ASOS","CYQG"
"CYQK","KENORA AIRPO",-94.3700,49.7800,411,"ASOS","CYQK"
"CYQL","LETHBRIDGE A",-112.8000,49.6300,929,"ASOS","CYQL"
"CYQQ","COMOX (CAN-M",-124.9000,49.7200,24,"ASOS","CYQQ"
"CYQT","THUNDER BAY",-89.3200,48.3700,199,"ASOS","CYQT"
"CYSB","SUDBURY AIRP",-80.8000,46.6200,348,"ASOS","CYSB"
"CYSC","SHERBROOKE A",-71.6800,45.4300,241,"ASOS","CYSC"
"CYTR","TRENTON (CAN",-77.5300,44.1200,86,"ASOS","CYTR"
"CYTS","TIMMINS AIRP",-81.3700,48.5700,295,"ASOS","CYTS"
"CYTZ","TORONTO IL A",-79.4000,43.6300,77,"ASOS","CYTZ"
"CYUL","MONTREAL/DOR",-73.7500,45.4700,36,"ASOS","CYUL"
"CYUY","ROUYN AIRPOR",-78.8300,48.2000,301,"ASOS","CYUY"
"CYVO","VAL D'OR AIR",-77.7800,48.0700,337,"ASOS","CYVO"
"CYVR","VANCOUVER IN",-123.1700,49.1800,2,"ASOS","CYVR"
"CYVV","WIARTON AIRP",-81.1000,44.7500,222,"ASOS","CYVV"
"CYWA","PETAWAWA A,O",-77.3200,45.9500,130,"ASOS","CYWA"
"CYWG","WINNIPEG INT",-97.2300,49.9000,239,"ASOS","CYWG"
"CYXC","CRANBROOK AI",-115.7800,49.6000,939,"ASOS","CYXC"
"CYXR","EARLTON AIRP",-79.8500,47.7000,243,"ASOS","CYXR"
"CYXU","LONDON AIRPO",-81.1500,43.0300,278,"ASOS","CYXU"
"CYXX","ABBOTSFORD A",-122.3700,49.0300,58,"ASOS","CYXX"
"CYYB","NORTH BAY AI",-79.4300,46.3500,371,"ASOS","CYYB"
"CYYF","PENTICTON AI",-119.6000,49.4700,344,"ASOS","CYYF"
"CYYJ","VICTORIA INT",-123.4300,48.6500,19,"ASOS","CYYJ"
"CYYU","KAPUSKASING",-82.4700,49.4200,227,"ASOS","CYYU"
"CYYY","MONT JOLI AI",-68.2200,48.6000,52,"ASOS","CYYY"
"CYYZ","TORONTO/PEAR",-79.6300,43.6700,173,"ASOS","CYYZ"
"CYZE","GORE BAY AIR",-82.5700,45.8800,193,"ASOS","CYZE"
"CYZR","SARNIA AIRPO",-82.3200,43.0000,181,"ASOS","CYZR"
"CZEL","ELORA RCS",-80.4167,43.6500,377,"ASOS","CZEL"
"CZPC","PINCHER CREE",-114.0000,49.5200,1190,"ASOS","CZPC"
"CZTB","THUNDER BAY",-89.3167,48.3667,199,"ASOS","CZTB"
"K04V","SAGUACHE MUN",-106.1686,38.0972,2385,"ASOS","K04V"
"K04W","FIELD OF DRE",-92.8953,46.0228,311,"ASOS","K04W"
"K06D","ROLLA MUNICI",-99.6208,48.8844,556,"ASOS","K06D"
"K0A9","ELIZABETHTON",-82.1733,36.3711,486,"ASOS","K0A9"
"K0CO","BERTHOUD PAS",-105.7639,39.7945,3807,"ASOS","K0CO"
"K0E0","MORIARTY AIR",-106.0050,34.9822,1889,"ASOS","K0E0"
"K0F2","BOWIE MUNICI",-97.7756,33.6017,336,"ASOS","K0F2"
"K0J4","FLORALA MUNI",-86.3117,31.0425,96,"ASOS","K0J4"
"K0VG","LEE COUNTY A",-83.2178,36.6542,430,"ASOS","K0VG"
"K11R","BRENHAM_MUNI",-96.3742,30.2189,94,"ASOS","K11R"
"K12N","ANDOVER/AERO",-74.7367,41.0089,177,"ASOS","K12N"
"K14Y","TODD FIELD A",-94.8739,45.8983,406,"ASOS","K14Y"
"K1A5","MACON COUNTY",-83.4192,35.2225,616,"ASOS","K1A5"
"K1A6","MIDDLESBORO-",-83.7375,36.6106,352,"ASOS","K1A6"
"K1H2","EFFINGHAM",-88.5333,39.0706,179,"ASOS","K1H2"
"K1M4","POSEY FIELD",-87.6006,34.2803,283,"ASOS","K1M4"
"K1P1","PLYMOUTH MUN",-71.7536,43.7792,154,"ASOS","K1P1"
"K1V4","ST. JOHNSBUR",-72.0194,44.4194,212,"ASOS","K1V4"
"K20U","BEACH AIRPOR",-103.9819,46.9253,840,"ASOS","K20U"
"K20V","MC ELROY AIR",-106.3689,40.0536,2259,"ASOS","K20V"
"K21D","LAKE ELMO AI",-92.8556,44.9975,284,"ASOS","K21D"
"K2C8","CAVALIER MUN",-97.6319,48.7836,272,"ASOS","K2C8"
"K2DP","DARE COUNTY",-75.9000,35.6667,3,"ASOS","K2DP"
"K2G4","GARRETT COUN",-79.3394,39.5803,894,"ASOS","K2G4"
"K2W6","ST. MARY'S C",-76.5500,38.3153,43,"ASOS","K2W6"
"K3J7","GREENE COUNT",-83.1389,33.5978,206,"ASOS","K3J7"
"K3LF","LITCHFIELD M",-89.6747,39.1625,210,"ASOS","K3LF"
"K3T5","LA GRANGE/FA",-96.9500,29.9081,99,"ASOS","K3T5"
"K46D","CARRINGTON M",-99.1514,47.4511,490,"ASOS","K46D"
"K4A6","SCOTTSBORO M",-86.0058,34.6886,198,"ASOS","K4A6"
"K4A9","ISBELL FIELD",-85.7214,34.4736,267,"ASOS","K4A9"
"K4I3","KNOX COUNTY",-82.5261,40.3289,363,"ASOS","K4I3"
"K4M9","CORNING MUNI",-90.6481,36.4042,89,"ASOS","K4M9"
"K4MR","MELROSE GUNN",-103.8000,34.3000,1326,"ASOS","K4MR"
"K4O4","MCCURTAIN CO",-94.8594,33.9094,144,"ASOS","K4O4"
"K4S1","GOLD BEACH M",-124.4242,42.4133,5,"ASOS","K4S1"
"K5C1","BOERNE STAGE",-98.6947,29.7239,414,"ASOS","K5C1"
"K6R3","CLEVELAND MU",-95.0081,30.3564,46,"ASOS","K6R3"
"K6R6","DRYDEN",-102.2131,30.0481,707,"ASOS","K6R6"
"K6S2","FLORENCE MUN",-124.1114,43.9828,16,"ASOS","K6S2"
"K79J","ANDALUSIA/OP",-86.3833,31.3000,94,"ASOS","K79J"
"K7BM","COTTONWOOD P",-106.2167,38.7833,2995,"ASOS","K7BM"
"K7L2","LINTON MUNIC",-100.2456,46.2206,542,"ASOS","K7L2"
"K8A0","ALBERTVILLE",-86.2558,34.2292,315,"ASOS","K8A0"
"K8D3","SISSETON MUN",-96.9914,45.6689,354,"ASOS","K8D3"
"K96D","WALHALLA MUN",-97.9028,48.9406,290,"ASOS","K96D"
"K9D7","CANDO MUNICI",-99.2364,48.4800,451,"ASOS","K9D7"
"K9L2","EDWARDS AIR",-117.8631,34.9908,701,"ASOS","K9L2"
"K9V9","CHAMBERLAIN",-99.3183,43.7667,516,"ASOS","K9V9"
"KAAA","LINCOLN/LOGA",-89.3350,40.1586,182,"ASOS","KAAA"
"KAAF","APALACHICOLA",-85.0247,29.7269,6,"ASOS","KAAF"
"KAAO","COLONEL JAME",-97.2189,37.7497,432,"ASOS","KAAO"
"KAAT","ALTURAS (WAS",-120.5644,41.4914,1333,"ASOS","KAAT"
"KABE","ALLENTOWN-BE",-75.4492,40.6508,120,"ASOS","KABE"
"KABI","ABILENE MUNI",-99.6817,32.4103,545,"ASOS","KABI"
"KABQ","ALBUQUERQUE",-106.6147,35.0417,1631,"ASOS","KABQ"
"KABR","ABERDEEN REG",-98.4131,45.4433,396,"ASOS","KABR"
"KABY","ALBANY MUNIC",-84.1944,31.5356,60,"ASOS","KABY"
"KACB","BELLAIRE",-85.1983,44.9883,190,"ASOS","KACB"
"KACK","NANTUCKET ME",-70.0597,41.2539,14,"ASOS","KACK"
"KACP","ALLEN PARISH",-92.6886,30.7506,33,"ASOS","KACP"
"KACQ","WASECA MUNI",-93.5531,44.0733,343,"ASOS","KACQ"
"KACT","WACO-MADISON",-97.2278,31.6172,157,"ASOS","KACT"
"KACV","ARCATA/EUREK",-124.1086,40.9781,66,"ASOS","KACV"
"KACY","ATLANTIC CIT",-74.5867,39.4647,23,"ASOS","KACY"
"KADC","WADENA_MUNIC",-95.2117,46.4467,418,"ASOS","KADC"
"KADG","LENAWEE COUN",-84.0794,41.8678,244,"ASOS","KADG"
"KADH","ADA_MUNICIPA",-96.6714,34.8044,310,"ASOS","KADH"
"KADM","ARDMORE MUNI",-97.0200,34.3000,232,"ASOS","KADM"
"KADS","DALLAS/ADDIS",-96.8300,32.9700,196,"ASOS","KADS"
"KADU","AUDUBON",-94.9203,41.7011,392,"ASOS","KADU"
"KADW","ANDREWS AFB",-76.8700,38.8200,86,"ASOS","KADW"
"KAEG","ALBUQUERQUE/",-106.7950,35.1450,1779,"ASOS","KAEG"
"KAEJ","CENTRAL COLO",-106.1206,38.8142,2422,"ASOS","KAEJ"
"KAEL","ALBERT LEA (",-93.3700,43.6800,383,"ASOS","KAEL"
"KAEX","ALEXANDRIA I",-92.5586,31.3347,27,"ASOS","KAEX"
"KAFJ","WASHINGTON (",-80.2800,40.1300,361,"ASOS","KAFJ"
"KAFK","NEBRASKA CIT",-95.8658,40.6069,354,"ASOS","KAFK"
"KAFN","JAFFREY MUNI",-72.0006,42.8058,317,"ASOS","KAFN"
"KAFW","FORT WORTH/A",-97.3181,32.9733,220,"ASOS","KAFW"
"KAGC","PITTSBURGH/A",-79.9217,40.3547,382,"ASOS","KAGC"
"KAGS","AUGUSTA/BUSH",-81.9633,33.3644,44,"ASOS","KAGS"
"KAHN","ATHENS MUNIC",-83.3281,33.9508,246,"ASOS","KAHN"
"KAIA","ALLIANCE MUN",-102.8000,42.0572,1197,"ASOS","KAIA"
"KAIG","ANTIGO",-89.1400,45.0300,464,"ASOS","KAIG"
"KAIK","AIKEN MUNICI",-81.6850,33.6494,161,"ASOS","KAIK"
"KAIO","ATLANTIC",-95.0500,41.4000,360,"ASOS","KAIO"
"KAIT","AITKIN NDB(A",-93.6800,46.5500,367,"ASOS","KAIT"
"KAJG","MOUNT CARMEL",-87.7267,38.6067,131,"ASOS","KAJG"
"KAJO","CORONA MUNIC",-117.6025,33.8978,162,"ASOS","KAJO"
"KAKH","GASTONIA",-81.1558,35.1967,243,"ASOS","KAKH"
"KAKO","AKRON/WASHIN",-103.2144,40.1744,1431,"ASOS","KAKO"
