This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"BLD","BLOODS CREEK",-120.0330,38.4500,2195,"CDEC"
"BLO","BEN LOMOND (",-122.1700,37.1320,802,"CDEC"
"BLS","BLACK SPRING",-120.1920,38.3750,1981,"CDEC"
"BLT","BEN BOLT",-121.0170,38.5860,347,"CDEC"
"BMO","BRANCH MOUNT",-120.0830,35.1890,1149,"CDEC"
"BMT","BALD MOUNTAI",-120.6830,38.9000,1426,"CDEC"
"BNE","BRIONES",-122.1180,37.9340,442,"CDEC"
"BNV","BOONVILLE",-123.3410,38.9870,256,"CDEC"
"BPI","BIG PINES",-117.6920,34.3790,1194,"CDEC"
"045795","MONTEREY",-121.9100,36.5903,117,"COOP"
"BRE","BEAR R AT RO",-120.9530,39.1330,593,"CDEC"
"BRR","BARREL SPRIN",-119.9250,41.9160,1740,"CDEC"
"BSF","BALLS FERRY",-122.1930,40.4170,110,"CDEC"
"BSH","BISHOP PASS",-118.5570,37.1000,3414,"CDEC"
"BSS","BROOKS",-122.1420,38.7190,110,"CDEC"
"BTT","BATTERSON",-119.6170,37.3830,963,"CDEC"
"BUC","BUCHANAN DAM",-119.9700,37.2130,137,"CDEC"
"BVE","BEAVER",-120.3170,38.4830,1524,"CDEC"
"CAP","CAPLES LAKE",-120.0420,38.7100,2438,"CDEC"
"CAR","CARPENTER RI",-121.5820,40.0690,1467,"CDEC"
"046074","NAPA STATE H",-122.2642,38.2775,11,"COOP"
"CCE","COW CREEK (U",-121.8530,40.6030,866,"CDEC"
"CEK","CLEAR CREEK",-118.1530,34.2710,914,"CDEC"
"245080","LIVINGSTON 1",-110.5689,45.4836,1484,"COOP"
"CFW","BEAR RIVER A",-121.3170,39.0500,79,"CDEC"
"CGR","CEDAR GROVE",-118.6590,36.7880,1439,"CDEC"
"046154","NEW CUYAMA F",-119.6828,34.9458,658,"COOP"
"CHA","CALLAHAN (US",-122.8330,41.3330,956,"CDEC"
"CHE","CHEESEBRO",-118.7170,34.1850,503,"CDEC"
"CHI","CHICO",-121.7830,39.7120,70,"CDEC"
"CHM","CHILKOOT MEA",-119.4900,37.4100,2179,"CDEC"
"CHP","CHAGOOPA PLA",-118.4420,36.4970,3139,"CDEC"
"CHS","CHESTER",-121.2330,40.2830,1379,"CDEC"
"CIO","CHILAO",-118.0330,34.3330,1661,"CDEC"
"046168","NEWMAN",-121.0178,37.2811,27,"COOP"
"CLR","CLEAR CREEK",-122.6670,40.6390,1006,"CDEC"
"CMO","CLAREMONT",-117.7070,34.1370,501,"CDEC"
"CON","CONVERSE",-116.9130,34.1940,1712,"CDEC"
"COR","CORRALITOS",-121.7970,36.9920,137,"CDEC"
"COY","COYOTE (LAKE",-123.1860,39.1970,219,"CDEC"
"046175","NEWPORT BEAC",-117.8803,33.6025,3,"COOP"
"CP9","CAMP 9",-118.4020,34.4020,1219,"CDEC"
"046370","OCCIDENTAL",-122.9661,38.3858,264,"COOP"
"CRG","CORNING AIRP",-122.1700,39.9390,90,"CDEC"
"CRR","CRANE VALLEY",-119.5260,37.2910,1036,"CDEC"
"CSH","CASHMAN",-120.9160,40.0020,1378,"CDEC"
"046377","OCEANSIDE MA",-117.3950,33.2097,3,"COOP"
"CSM","COOSKIE MOUN",-124.2500,40.2580,899,"CDEC"
"046386","OCOTILLO WEL",-116.1689,33.1553,119,"COOP"
"CST","COHASSET",-121.7000,39.9000,488,"CDEC"
"CTN","COTTONWOOD C",-122.8810,40.3170,1036,"CDEC"
"CVS","CALAVERAS RS",-120.3670,38.1980,1024,"CDEC"
"CWD","COTTONWOOD L",-118.1770,36.4830,3094,"CDEC"
"046508","ORLEANS",-123.5322,41.3089,122,"COOP"
"DAN","DANA MEADOWS",-119.2570,37.8970,2987,"CDEC"
"DBC","DIABLO CANYO",-121.3020,37.3290,564,"CDEC"
"DDM","DEADMAN CREE",-119.6530,38.3320,2819,"CDEC"
"046599","PACIFICA 4 S",-122.4717,37.5917,145,"COOP"
"DDW","DIDDY WELLS",-122.1000,40.7000,396,"CDEC"
"DEV","DEVORE",-117.4030,34.2210,631,"CDEC"
"DLT","SACRAMENTO R",-122.4160,40.9400,328,"CDEC"
"DOY","DOYLE CROSSI",-120.4910,40.1170,1728,"CDEC"
"046624","PALMDALE",-118.0942,34.5878,791,"COOP"
"DSC","DESCANO",-116.6220,32.8570,1061,"CDEC"
"DUC","DUDLEY RANCH",-120.1330,37.7410,1114,"CDEC"
"046657","PALOMAR MOUN",-116.8400,33.3781,1692,"COOP"
"DVG","DEVILS GARDE",-120.6680,41.5220,1531,"CDEC"
"046719","PASADENA",-118.1447,34.1483,263,"COOP"
"DVL","DEL VALLE",-118.6660,34.4310,390,"CDEC"
"ECA","EL CARISO",-117.4100,33.6500,926,"CDEC"
"EEL","EEL RIVER (U",-123.0830,39.8330,457,"CDEC"
"ENG","ENGLEBRIGHT",-121.2670,39.2390,168,"CDEC"
"ERC","EEL RIVER CA",-123.8240,40.1380,143,"CDEC"
"046773","PEARBLOSSOM",-117.8953,34.5025,930,"COOP"
"ESP","ESPERANZA",-120.4970,38.2420,766,"CDEC"
"EXC","NEW EXCHEQUE",-120.2700,37.5850,268,"CDEC"
"FCH","FANCHER CREE",-119.5000,36.9000,280,"CDEC"
"FEN","FENCE MEADOW",-119.1750,36.9610,1539,"CDEC"
"FIG","FIGUEROA",-120.0070,34.7340,975,"CDEC"
"046826","PETALUMA AIR",-122.6078,38.2578,6,"COOP"
"FRN","FORNI RIDGE",-120.2130,38.8050,2316,"CDEC"
"FRT","FRIANT DAM",-119.6920,36.9950,176,"CDEC"
"FTS","FOUNTAIN SPR",-118.9150,35.8920,64,"CDEC"
"GAS","GASQUET RANG",-123.9670,41.8500,117,"CDEC"
"047109","POTTER VALLE",-123.1281,39.3625,309,"COOP"
"GEM","GEM PASS",-119.1700,37.7800,3277,"CDEC"
"GKS","GREEK STORE",-120.5580,39.0750,1707,"CDEC"
"047111","POWAY VALLEY",-117.0292,33.0175,198,"COOP"
"GNF","GIANT FOREST",-118.7650,36.5620,2027,"CDEC"
"023589","GRAND CANYON",-112.1292,36.0758,1159,"COOP"
"GNL","GIANELLI MEA",-119.8920,38.2050,2560,"CDEC"
"GRD","GIRARD",-122.2830,41.1330,1463,"CDEC"
"GRM","GREEN MOUNTA",-119.2380,37.5550,2408,"CDEC"
"047150","PRIEST VALLE",-120.6953,36.1883,701,"COOP"
"GRN","GREEN SPRING",-120.5000,37.8330,311,"CDEC"
"047248","RANCHO BERNA",-117.0814,33.0217,210,"COOP"
"GRS","GRASSHOPPER",-120.7670,40.7830,1844,"CDEC"
"GRV","GRAVEYARD ME",-119.2900,37.4650,2103,"CDEC"
"GRZ","GRIZZLY RIDG",-120.6450,39.9170,2103,"CDEC"
"GTM","GOAT MOUNTAI",-119.5430,37.2700,1378,"CDEC"
"047306","REDLANDS",-117.1894,34.0528,402,"COOP"
"GTW","GEORGETOWN (",-120.7890,38.9250,991,"CDEC"
"GVI","GRASS VALLEY",-122.7520,40.6210,838,"CDEC"
"3231429A","UHL",-118.6000,35.8000,1134,"RAWS"
"GVO","GRASS VALLEY",-122.7600,40.6250,828,"CDEC"
"HBP","HARVEY O BAN",-121.6230,37.7980,73,"CDEC"
"047668","SALINAS NO 2",-121.6656,36.6594,14,"COOP"
"HDL","HOADLEY",-122.7500,40.6830,1396,"CDEC"
"HDZ","HERNANDEZ",-120.8540,36.3830,1144,"CDEC"
"HHM","HIGHLAND MEA",-119.8050,38.4900,2652,"CDEC"
"HID","HIDDEN DAM (",-119.9170,37.2000,171,"CDEC"
"3241FA6A","COPPER BASIN",-113.8197,43.7997,2384,"RAWS"
"047741","SAN DIEGO SE",-117.2258,32.7672,5,"COOP"
"HIG","HIGHLAND LAK",-122.4830,41.0930,1838,"CDEC"
"HLH","HELL HOLE (U",-120.4370,39.0780,1396,"CDEC"
"HNT","HUNTINGTON L",-119.2210,37.2280,2134,"CDEC"
"HNY","HONEYDEW",-124.1480,40.2300,113,"CDEC"
"HRS","HORSE MEADOW",-119.6620,38.1580,2560,"CDEC"
"047767","SAN FRANCISC",-122.5044,37.7278,2,"COOP"
"HRZ","HIRZ",-122.2500,40.9000,975,"CDEC"
"HSS","HOSSACK",-118.6190,36.1810,2164,"CDEC"
"HTC","HAT CREEK #1",-121.5500,40.9330,919,"CDEC"
"HTG","HASTINGS",-121.5510,36.3880,556,"CDEC"
"HYF","HAYFORK",-123.3330,40.5000,1219,"CDEC"
"HYS","HUYSINK",-120.5270,39.2820,2012,"CDEC"
"JAR","JARBO GAP",-121.4890,39.7360,823,"CDEC"
"047776","SAN GABRIEL",-117.9078,34.1553,227,"COOP"
"JDP","JORDAN PK",-120.2889,40.0360,2076,"CDEC"
"JSD","JERSEYDALE",-119.8400,37.5420,1189,"CDEC"
"JTL","JUANITA LAKE",-122.1000,41.8000,1646,"CDEC"
"JUL","JULIAN",-116.5910,33.0760,1292,"CDEC"
"KIB","LOWER KIBBIE",-119.8770,38.0320,2042,"CDEC"
"047813","SAN JACINTO",-116.9583,33.7869,475,"COOP"
"KMN","KLAMATH NWR",-121.5820,41.9530,1381,"CDEC"
"KNW","KEENWILD",-116.7140,33.7140,1500,"CDEC"
"047888","SANTA ANA FI",-117.8667,33.7442,41,"COOP"
"KSP","KAISER POINT",-119.1000,37.3000,2804,"CDEC"
"LAH","LA HONDA",-122.2740,37.3200,130,"CDEC"
"047916","SANTA CRUZ",-121.9911,36.9906,40,"COOP"
"LAS","LASSEN LODGE",-121.7000,40.3500,1256,"CDEC"
"LAY","LAYTONVILLE",-123.4850,39.7020,560,"CDEC"
"047965","SANTA ROSA",-122.6978,38.4381,53,"COOP"
"LBN","LOS BANOS (C",-121.0490,37.0530,107,"CDEC"
"LCL","LEO CARRILLO",-118.9360,34.0460,15,"CDEC"
"LCN","LINCOLN",-121.2720,38.8820,61,"CDEC"
"048045","SCOTIA",-124.1039,40.4833,41,"COOP"
"LCR","LOST CORNER",-120.2150,39.0170,2286,"CDEC"
"LKL","LOWER KLAMAT",-121.7000,41.9990,1249,"CDEC"
"326284C8","LEECHER",-120.0000,48.2500,1530,"RAWS"
"LKS","LAKESHORE",-122.3830,40.8670,335,"CDEC"
"LLP","LOWER LASSEN",-121.5070,40.4680,2515,"CDEC"
"LON","LOON LAKE (S",-120.3230,38.9830,1954,"CDEC"
"LOS","LAKE LOIS",-120.1970,38.9250,2621,"CDEC"
"LPA","LAKE PALMDAL",-118.1014,34.5372,908,"CDEC"
"048351","SONOMA",-122.4622,38.2994,30,"COOP"
"LPZ","LA PANZA",-120.1970,35.3980,503,"CDEC"
"LTB","LAS TABLAS",-120.9220,35.6570,274,"CDEC"
"LTH","LOST HORSE",-116.1830,34.0170,1250,"CDEC"
"LTJ","LITTLE TUJUN",-118.3610,34.2940,424,"CDEC"
"LTR","LAS TRAMPAS",-122.0670,37.8340,536,"CDEC"
"048702","SUSANVILLE 2",-120.6631,40.4167,1275,"COOP"
"LWS","LEWISTON (WA",-122.8030,40.7190,631,"CDEC"
"LYC","LYTLE CREEK",-117.4800,34.2340,851,"CDEC"
"MAL","SACRAMENTO R",-121.9190,38.0440,0,"CDEC"
"MB3","MIDDLE BOULD",-122.8110,41.2250,1890,"CDEC"
"BNDW","BONNEVILLE D",-121.9311,45.6478,24,"AGRIMET"
"044297","IRON MOUNTAI",-115.1219,34.1472,281,"COOP"
"044303","IRVINE RANCH",-117.7231,33.7200,165,"COOP"
"044374","JESS VALLEY",-120.2947,41.2683,1646,"COOP"
"044405","JOSHUA TREE",-116.3167,34.1333,830,"COOP"
"044412","JULIAN CDF",-116.5925,33.0764,1285,"COOP"
"044534","KETTLEMAN CI",-119.9600,36.0042,73,"COOP"
"044712","LAKE SOLANO",-122.0039,38.4919,58,"COOP"
"044863","LEBEC",-118.8650,34.8328,1093,"COOP"
"044890","LEMON COVE",-119.0264,36.3817,156,"COOP"
"044957","LINDSAY",-119.0581,36.2033,128,"COOP"
"045064","LOMPOC",-120.4514,34.6539,59,"COOP"
"045118","LOS BANOS",-120.8697,37.0533,37,"COOP"
"045233","MADERA",-120.0378,36.9539,82,"COOP"
"045280","MAMMOTH LAKE",-118.9617,37.6478,2379,"COOP"
"045360","MARKLEY COVE",-122.1261,38.4939,146,"COOP"
"045378","MARTINEZ WAT",-122.1142,38.0131,12,"COOP"
"045802","MONTEREY NWS",-121.8556,36.5925,37,"COOP"
"045860","MORONGO VALL",-116.5622,34.0864,959,"COOP"
"045866","MORRO BAY FI",-120.8447,35.3669,35,"COOP"
"045892","MTN PASS 1SE",-115.5311,35.4592,1456,"COOP"
"MBB","MERCED RIVER",-119.9780,37.5990,351,"CDEC"
"MBR","MEADOWBROOK",-118.8630,37.0820,2445,"CDEC"
"MCF","METCALF GAP",-119.7650,37.4100,1006,"CDEC"
"MDN","MODOC NWR",-120.3540,41.4590,1335,"CDEC"
"049001","TRACY PUMPIN",-121.5828,37.7967,19,"COOP"
"MDW","MEADOW LAKE",-120.5080,39.4170,2195,"CDEC"
"MED","MEDICINE LAK",-121.6100,41.5920,2042,"CDEC"
"MHP","MAMMOTH PASS",-119.0330,37.6100,2835,"CDEC"
"MIN","MINERAL",-121.6090,40.3480,1511,"CDEC"
"MLB","MALIBU",-118.6440,34.0617,480,"CDEC"
"049053","TULELAKE",-121.4744,41.9600,1230,"COOP"
"MLC","MILL CREEK N",-118.0670,34.3830,1070,"CDEC"
"MLL","MILL CREEK N",-117.0350,34.0830,899,"CDEC"
"MLR","MALLORY RIDG",-121.7790,37.8170,622,"CDEC"
"MRN","MORMON ROCK",-117.5020,34.3170,1006,"CDEC"
"MRP","MARIPOSA RAN",-120.0660,37.5010,686,"CDEC"
"MSD","SAN JOAQUIN",-121.3060,37.7860,9,"CDEC"
"MTA","MT SHASTA",-122.3170,41.3150,1082,"CDEC"
"049099","TWENTYNINE P",-116.0369,34.1281,602,"COOP"
"MTD","MOUNT DIABLO",-121.9010,37.8670,1173,"CDEC"
"MTE","MOUNT ELIZAB",-120.2410,38.0570,1504,"CDEC"
"MTF","MOUNTAIN RES",-119.3710,37.0540,1250,"CDEC"
"049102","TWENTYNINE P",-115.8500,34.1206,419,"COOP"
"MTM","MITCHELL MEA",-118.7120,36.7370,3018,"CDEC"
"MTS","MOUNT SHASTA",-122.3160,41.3130,1081,"CDEC"
"MTZ","MT. ZION",-120.6500,38.3940,905,"CDEC"
"MUD","MUD SPRINGS",-123.2830,40.7170,1036,"CDEC"
"049111","TWITCHELL DA",-120.3211,34.9881,177,"COOP"
"MUM","MUMBO BASIN",-122.5230,41.1970,1722,"CDEC"
"MVD","MUCK VALLEY",-121.1550,41.0150,1311,"CDEC"
"NFR","NORTH FORK R",-119.5000,37.2330,802,"CDEC"
"NHG","NEW HOGAN LA",-120.8120,38.1520,169,"CDEC"
"NLS","NOEL SPRING",-122.6670,39.5380,1554,"CDEC"
"NMS","NEW MELONES",-120.5250,37.9480,427,"CDEC"
"NTP","NATURE POINT",-119.3600,37.3420,1570,"CDEC"
"NTR","NF TRINITY R",-123.1270,40.7820,410,"CDEC"
"049122","UKIAH",-123.2103,39.1467,193,"COOP"
"OJA","OJAI",-119.2300,34.4480,233,"CDEC"
"OKB","OAK BOTTOM",-122.6060,40.6510,404,"CDEC"
"OKK","OAK KNOLL",-123.8330,41.8330,591,"CDEC"
"ONO","OAKLAND NORT",-122.2170,37.8670,457,"CDEC"
"049152","U C L A",-118.4428,34.0697,131,"COOP"
"ORK","REDWOOD CREE",-124.0500,41.2830,11,"CDEC"
"OVC","OWENS VALLEY",-118.5500,37.3900,1414,"CDEC"
"OWC","OWENS CAMP",-120.2450,38.7330,1372,"CDEC"
"OZN","OZENA",-119.3540,34.6820,1119,"CDEC"
"PCK","PECKINPAH",-119.4580,37.2500,1570,"CDEC"
"049325","VICTORVILLE",-117.3058,34.5350,871,"COOP"
"PCR","PINECREST (P",-119.9830,38.2000,1707,"CDEC"
"PDS","PARADISE MEA",-119.6700,38.0470,2332,"CDEC"
"PFH","PACIFIC HOUS",-120.5000,38.7600,1049,"CDEC"
"PIH","PILOT HILL (",-121.0120,38.8320,366,"CDEC"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET"
"PKC","PIKE COUNTY",-121.2020,39.4750,1132,"CDEC"
"PKF","PARKFIELD",-120.4320,35.8990,468,"CDEC"
"PNF","PINE FLAT DA",-119.3250,36.8330,296,"CDEC"
"POP","ANTELOPE VAL",-118.4040,34.7380,841,"CDEC"
"POT","POTRERO",-116.6090,32.6050,716,"CDEC"
"049490","WEAVERVILLE",-122.9392,40.7350,622,"COOP"
"PR1","PIT #1 PH (P",-121.4980,41.0000,878,"CDEC"
"PR3","PIT #3 PH (P",-121.7470,40.9980,640,"CDEC"
"PR5","PIT #5 PH (P",-121.9780,40.9870,444,"CDEC"
"PSC","PASCOES",-118.3500,35.9670,2789,"CDEC"
"PSR","POISON RIDGE",-119.5200,37.4030,2103,"CDEC"
"PTV","POTTER VALLE",-123.1270,39.3620,329,"CDEC"
"PVL","PRATTVILLE (",-121.1570,40.2090,1378,"CDEC"
"QCY","QUINCY (DWR)",-120.9500,39.9350,1039,"CDEC"
"QTZ","QUARTZ HILL",-122.9290,41.6000,1292,"CDEC"
"QUA","QUAKING ASPE",-118.5400,36.1170,2195,"CDEC"
"QYR","QUINCY RANGE",-120.9410,39.9750,1067,"CDEC"
"049742","WINTERS",-121.9683,38.5228,41,"COOP"
"RAN","RANCHITA",-116.5290,33.2260,1052,"CDEC"
"RAV","RAVENDALE",-120.3160,40.7310,1615,"CDEC"
"RBB","ROBBS SADDLE",-120.3780,38.9120,1798,"CDEC"
"049785","WOODLAND HLS",-118.5744,34.1819,241,"COOP"
"RBP","ROBBS POWERH",-120.3750,38.9030,1570,"CDEC"
"RCK","ROCK CREEK L",-118.7430,37.4550,3048,"CDEC"
"RCL","RUSH CREEK N",-122.8340,40.7250,518,"CDEC"
"RCM","ROCK CAMP",-117.2130,34.2880,1501,"CDEC"
"RDB","SACRAMENTO R",-122.2020,40.1530,72,"CDEC"
"RED","REDDING",-122.2910,40.5160,152,"CDEC"
"REL","LOWER RELIEF",-119.7580,38.2430,2469,"CDEC"
"050214","ALTENBERN",-108.3794,39.5008,1731,"COOP"
"RFS","REDDING FIRE",-122.4150,40.5730,226,"CDEC"
"RKC","ROCK CREEK N",-118.6670,37.5510,2146,"CDEC"
"RND","ROUND MOUNTA",-121.4580,41.4200,1603,"CDEC"
"ROS","SANTA ROSA I",-120.0670,33.9670,381,"CDEC"
"050825","BONHAM RESER",-107.8978,39.1036,3002,"COOP"
"ROV","ROSE VALLEY",-119.1840,34.5360,1015,"CDEC"
"RRI","ROUGH AND RE",-121.3650,37.9630,5,"CDEC"
"RRM","RED ROCK MOU",-122.8850,41.0230,2042,"CDEC"
"050848","BOULDER",-105.2667,39.9919,1672,"COOP"
"RSP","ROSE PEAK",-121.7360,37.5020,933,"CDEC"
"RVB","SACRAMENTO R",-121.7000,38.1500,0,"CDEC"
"051179","BYERS 5 ENE",-104.1275,39.7403,1554,"COOP"
"SAD","SADDLE CAMP",-122.8000,40.1670,1173,"CDEC"
"SAF","SANTA FE",-117.9460,34.1210,152,"CDEC"
"051609","CIMARRON",-107.5592,38.4442,2102,"COOP"
"SAN","SAN LUIS NWR",-120.7940,37.1820,20,"CDEC"
"SAR","SANTA ROSA P",-117.2310,33.5290,604,"CDEC"
"051681","COAL CREEK C",-105.3847,39.8958,2728,"COOP"
"SAU","SAUGUS",-118.5250,34.4250,442,"CDEC"
"SCC","SUCCESS DAM",-118.9220,36.0610,211,"CDEC"
"051964","CRESTONE 1 S",-105.6867,37.9867,2473,"COOP"
"SCD","SCOTT DAM",-122.9580,39.4080,551,"CDEC"
"SCN","SCHNEIDERS",-120.0680,38.7470,2667,"CDEC"
"SCP","SCORPION",-122.6970,41.1120,1341,"CDEC"
"SCT","SCOTT MOUNTA",-122.7180,41.2720,1798,"CDEC"
"SCZ","SANTA CRUZ I",-119.7830,34.0170,183,"CDEC"
"SDD","SADDLEBACK B",-117.8210,34.6680,789,"CDEC"
"052286","DINOSAUR NAT",-108.9719,40.2442,1804,"COOP"
"SDF","SAND FLAT",-122.2450,41.3500,2057,"CDEC"
"SFB","SPRING GAP F",-120.1030,38.1720,1554,"CDEC"
"SGV","SPRINGVILLE",-118.6500,36.2000,1241,"CDEC"
"SHD","SHASTA DAM (",-122.4240,40.7160,177,"CDEC"
"052494","EASTONVILLE",-104.5997,39.1092,2198,"COOP"
"SHI","SHINGLETOWN",-121.8500,40.4960,1106,"CDEC"
"SHK","SOUTH FORK M",-122.5250,40.6570,1052,"CDEC"
"SHM","SHIMMY LAKE",-122.8000,41.0080,1951,"CDEC"
"052965","FLORISSANT F",-105.2858,38.9139,2573,"COOP"
"SHS","SHASTA DAM (",-122.4170,40.7170,335,"CDEC"
"SIL","SILVER LAKE",-120.1180,38.6780,2164,"CDEC"
"SJR","SAN JOAQUIN",-121.2638,37.6792,10,"CDEC"
"053005","FORT COLLINS",-105.1314,40.6147,1525,"COOP"
"SLD","SOLDIER MOUN",-121.5860,40.9260,1131,"CDEC"
"SLI","SLIDE CANYON",-119.4300,38.0920,2804,"CDEC"
"053006","FORT COLLINS",-105.0236,40.5756,1500,"COOP"
"SLK","SOUTH LAKE",-118.5620,37.1760,2926,"CDEC"
"SLM","STANISLAUS M",-119.9370,38.5000,2362,"CDEC"
"SLP","SLY PARK",-120.5630,38.7180,1076,"CDEC"
"SLT","SLATE CREEK",-122.4780,41.0450,1737,"CDEC"
"SMG","SAN MIGUEL",-116.9740,32.6850,130,"CDEC"
"SMV","SIMI VALLEY",-118.8140,34.2910,279,"CDEC"
"053016","FORT LEWIS",-108.0497,37.2342,2316,"COOP"
"SNM","SNOW MOUNTAI",-121.7820,40.7780,1814,"CDEC"
"SOD","SODA CREEK",-122.9830,39.4330,540,"CDEC"
"SRA","SAN RAFAEL H",-118.2125,34.1942,539,"CDEC"
"SRB","SLATER BUTTE",-123.3540,41.8580,1423,"CDEC"
"SRH","SACRAMENTO R",-121.5190,38.3820,1,"CDEC"
"SRT","SECRET TOWN",-120.8830,39.1830,829,"CDEC"
"SSB","SOMES BAR",-123.5000,41.3330,280,"CDEC"
"053246","GATEWAY",-108.9722,38.6825,1387,"COOP"
"SSR","SALT SPRINGS",-120.2190,38.4980,1128,"CDEC"
"STA","SANTA ROSA (",-122.7120,38.4790,171,"CDEC"
"STG","STONY GORGE",-122.5330,39.5830,244,"CDEC"
"STL","STATE LAKES",-118.5740,36.9270,3139,"CDEC"
"STM","STOUTS MEADO",-121.9380,41.1700,1646,"CDEC"
"STR","OSTRANDER LA",-119.5500,37.6370,2499,"CDEC"
"SWM","SAWMILL",-118.5620,37.1620,3109,"CDEC"
"053387","GOLDEN 3SW",-105.2456,39.7200,2292,"COOP"
"SYB","SAWYERS BAR",-123.1170,41.3000,1372,"CDEC"
"TAN","TANBARK ANGE",-117.7670,34.1670,832,"CDEC"
"053496","GRAND LAKE 1",-105.8322,40.2669,2658,"COOP"
"TCK","THOMES CREEK",-122.6120,39.8580,312,"CDEC"
"TES","TIOGA PASS E",-119.2570,37.9110,3031,"CDEC"
"TGS","TRINITY GUAR",-122.6600,40.8250,1250,"CDEC"
"TLH","TELEGRAPH HI",-120.3530,38.0300,1137,"CDEC"
"TLK","TRINITY RIVE",-122.9190,40.6730,503,"CDEC"
"053500","GRAND LAKE 6",-105.8667,40.1850,2526,"COOP"
"053553","GREELEY UNC",-104.6992,40.4022,1437,"COOP"
"TMR","TAMARACK SUM",-119.2000,37.1650,2301,"CDEC"
"TNC","TRINITY CAMP",-122.8330,40.6790,640,"CDEC"
"TNY","TENAYA LAKE",-119.4480,37.8380,2484,"CDEC"
"TOK","THOUSAND OAK",-118.8700,34.2100,242,"CDEC"
"053652","GUFFEY 9SE",-105.3925,38.6867,2717,"COOP"
"TRI","TRIMMER",-119.2000,36.9000,469,"CDEC"
"TRM","TERMINUS DAM",-119.0020,36.4150,229,"CDEC"
"TUM","TUOLUMNE MEA",-119.3500,37.8730,2621,"CDEC"
"TUN","TUNNEL GUARD",-118.2880,36.3670,2713,"CDEC"
"TYR","TAYLOR RIDGE",-122.8170,40.9170,1219,"CDEC"
"UBC","UPPER BURNT",-118.9370,37.1830,2957,"CDEC"
"VAL","VALLEY CENTE",-117.0230,33.2360,418,"CDEC"
"VAN","VANDENBERG",-120.4860,34.7590,320,"CDEC"
"053867","HAYDEN",-107.2547,40.4928,1963,"COOP"
"VLC","VOLCANIC KNO",-118.9030,37.3880,3063,"CDEC"
"VLY","VALYERMO",-117.8510,34.4460,1152,"CDEC"
"054413","JULESBURG",-102.2706,40.9867,1057,"COOP"
"VVL","VAN VLECK",-120.3050,38.9450,2042,"CDEC"
"WCF","SOUTH FORK W",-122.3890,39.5410,122,"CDEC"
"WED","WEED AIRPORT",-122.4540,41.4790,893,"CDEC"
"054735","LAKE CITY NO",-107.3144,38.0228,2644,"COOP"
