This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"314456","JACKSON",-77.4239,36.3967,30,"COOP"
"202015","DEARBORN",-83.2314,42.3167,184,"COOP"
"044394","JOHNSON VALL",-116.5378,34.3592,965,"COOP"
"KSFM","SANFORD MUNI",-70.7200,43.4000,74,"ASOS"
"237514","SALISBURY",-92.8106,39.4247,223,"COOP"
"331541","CHIPPEWA LAK",-81.9361,41.0517,360,"COOP"
"CWVN","VAL MARIE SE",-107.5800,49.0700,785,"ASOS"
"KTEB","TETERBORO AI",-74.0567,40.8589,2,"ASOS"
"AMD","AMMO DUMP",-117.2860,33.3820,326,"CDEC"
"ANH","SAN JOAQUIN",-121.8020,38.0180,3,"CDEC"
"057515","SEDGWICK 5 S",-102.5161,40.8656,1216,"COOP"
"143867","HUMBOLDT",-95.4456,37.8117,287,"COOP"
"085612","MELBOURNE WF",-80.6308,28.0958,11,"COOP"
"202250","DOWAGIAC 1 W",-86.1317,41.9844,226,"COOP"
"231748","COLE CAMP 3N",-93.2556,38.4844,307,"COOP"
"07F01S","BEAR TRAP ME",-107.0667,43.8833,2499,"SNOTEL"
"407459","PULASKI WAST",-87.0422,35.1839,193,"COOP"
"120177","ANDERSON SEW",-85.7175,40.1122,258,"COOP"
"045502","MECCA FIRE S",-116.0767,33.5714,-50,"COOP"
"368308","SOUTH MOUNTA",-77.5000,39.8500,463,"COOP"
"112193","DECATUR",-88.9525,39.8275,189,"COOP"
"ANZ","ANZA",-116.6730,33.5580,1195,"CDEC"
"155694","MURRAY",-88.3081,36.6125,161,"COOP"
"235307","MARSHFIELD",-92.9097,37.3381,454,"COOP"
"KICT","WICHITA/CONT",-97.4294,37.6472,406,"ASOS"
"KDCM","CHESTER CATA",-81.1958,34.7894,200,"ASOS"
"KANJ","SAULT STE MA",-84.3572,46.4794,210,"ASOS"
"KDTL","DETROIT LAKE",-95.8800,46.8300,426,"ASOS"
"CPXL","BOW ISLAND A",-111.3833,49.8667,799,"ASOS"
"248430","TWIN BRIDGES",-112.3261,45.5472,1410,"COOP"
"480740","BILLY CREEK",-106.7319,44.1242,1516,"COOP"
"425733","MOAB",-109.5458,38.5744,1241,"COOP"
"237963","SPICKARD 7 W",-93.7158,40.2472,267,"COOP"
"045802","MONTEREY NWS",-121.8556,36.5925,37,"COOP"
"304731","LIBERTY 1 NE",-74.7333,41.8000,472,"COOP"
"300063","ALCOVE DAM",-73.9267,42.4697,185,"COOP"
"013511","GREENSBORO",-87.5808,32.7017,67,"COOP"
"KFQD","RUTHERFORDTO",-81.9350,35.4283,329,"ASOS"
"190860","BROCKTON",-71.0000,42.0500,24,"COOP"
"032978","GREERS FERRY",-91.9997,35.5206,161,"COOP"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS"
"10G22S","INDIAN CREEK",-110.6775,42.3014,2873,"SNOTEL"
"296676","PECOS NATION",-105.6886,35.5489,2096,"COOP"
"250435","AUBURN 5 ESE",-95.7469,40.3706,283,"COOP"
"395561","MILLER",-98.9839,44.5236,485,"COOP"
"410408","ATLANTA",-94.1661,33.1244,96,"COOP"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS"
"KSIF","ROCKINGHAM C",-79.8511,36.4372,211,"ASOS"
"045860","MORONGO VALL",-116.5622,34.0864,959,"COOP"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"ARC","MAD RIVER NE",-124.0600,40.9100,10,"CDEC"
"310241","ARCOLA",-77.9822,36.2911,101,"COOP"
"ARG","ARROYO GRAND",-120.4170,35.1170,183,"CDEC"
"046699","PARKER RESER",-114.1708,34.2903,225,"COOP"
"340755","BILLINGS",-97.4472,36.5297,305,"COOP"
"KLWC","LAWRENCE MUN",-95.2117,39.0083,253,"ASOS"
"KPHL","PHILADELPHIA",-75.2311,39.8683,6,"ASOS"
"342944","ERICK",-99.8628,35.2164,628,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"238444","TRENTON",-93.6086,40.0825,255,"COOP"
"105980","MINIDOKA DAM",-113.5003,42.6767,1269,"COOP"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP"
"045892","MTN PASS 1SE",-115.5311,35.4592,1456,"COOP"
"411772","CLARKSVILLE",-95.0717,33.6164,133,"COOP"
"KSOA","SONORA MUNIC",-100.6486,30.5858,652,"ASOS"
"014226","JASPER",-87.3150,33.9053,148,"COOP"
"013251","GENEVA NO 2",-85.8708,31.0383,44,"COOP"
"246304","OVANDO 9 SSE",-113.0564,46.8903,1318,"COOP"
"046154","NEW CUYAMA F",-119.6828,34.9458,658,"COOP"
"463940","HARRISVILLE",-81.0486,39.2189,255,"COOP"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP"
"058436","TRINIDAD LAK",-104.5567,37.1503,1923,"COOP"
"117590","SAYBROOK 2N",-88.5364,40.4536,244,"COOP"
"133473","GRINNELL 3 S",-92.7489,41.7203,276,"COOP"
"046161","NEWHALL 5NW",-118.5939,34.3933,538,"COOP"
"365686","MEYERSDALE 2",-79.0406,39.7808,610,"COOP"
"KMVY","MARTHAS VINE",-70.6167,41.3922,20,"ASOS"
"CWPD","PARC DES LAU",-71.2300,47.5700,803,"ASOS"
"338769","WARREN 3 S",-80.8167,41.2000,274,"COOP"
"07H03S","SANDSTONE RS",-107.1706,41.1117,2484,"SNOTEL"
"236357","OREGON",-95.1464,39.9808,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"465224","LEWISBURG 3",-80.4025,37.8564,702,"COOP"
"046198","NILAND 4NE",-115.4772,33.2717,23,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"KEWB","NEW BEDFORD",-70.9569,41.6753,24,"ASOS"
"07E12S","SUCKER CREEK",-107.4000,44.7167,2707,"SNOTEL"
"KSGU","SAINT GEORGE",-113.6000,37.0800,896,"ASOS"
"046263","NORTHRIDGE C",-118.5300,34.2381,261,"COOP"
"294009","HILLSBORO",-107.5628,32.9236,1606,"COOP"
"KITH","ITHACA/TOMPK",-76.4500,42.4800,335,"ASOS"
"CWIY","ST LEONARD A",-67.8200,47.1500,49,"ASOS"
"CYXU","LONDON AIRPO",-81.1500,43.0300,278,"ASOS"
"ARY","ARROYO SECO",-121.4880,36.2300,299,"CDEC"
"046572","OXNARD WSFO",-119.1386,34.2114,19,"COOP"
"222896","EUPORA 2 E",-89.2356,33.5625,134,"COOP"
"475017","MANITOWOC",-87.6953,44.0742,201,"COOP"
"KHYI","SAN MARCOS (",-97.8647,29.8936,182,"ASOS"
"450945","BUCKLEY 1 NE",-122.0036,47.1694,209,"COOP"
"CYYB","NORTH BAY AI",-79.4300,46.3500,371,"ASOS"
"331592","CIRCLEVILLE",-82.9547,39.6106,205,"COOP"
"134963","LOWDEN",-90.9300,41.8564,218,"COOP"
"241169","BROCKWAY 3 W",-105.8300,47.2875,802,"COOP"
"047050","POMONA FAIRP",-117.7656,34.0811,317,"COOP"
"105678","MASSACRE ROC",-112.9981,42.6681,1279,"COOP"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP"
"ASC","ASH CREEK (U",-121.9780,41.2700,975,"CDEC"
"128442","STENDAL",-87.1631,38.2692,194,"COOP"
"360785","BLUE MARSH L",-76.0339,40.3844,107,"COOP"
"017025","ROCK MILLS",-85.2892,33.1592,227,"COOP"
"480140","ALTA 1 NNW",-111.0339,43.7728,1962,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"417300","PROCTOR RESE",-98.4942,31.9633,372,"COOP"
"047741","SAN DIEGO SE",-117.2258,32.7672,5,"COOP"
"041864","COALINGA",-120.3606,36.1356,204,"COOP"
"471249","BUTTERNUT 3",-90.5217,46.0544,475,"COOP"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP"
"KFHR","FRIDAY HARBO",-123.0253,48.5203,33,"ASOS"
"351897","COTTAGE GROV",-123.0486,43.8078,181,"COOP"
"362721","EVERETT",-78.3653,40.0136,305,"COOP"
"201502","CHELSEA",-84.0133,42.3264,274,"COOP"
"BAL","BALCH PH (PG",-119.0890,36.9090,524,"CDEC"
"048025","SAWYERS BAR",-123.1331,41.3011,661,"COOP"
"417206","POST",-101.3817,33.1911,799,"COOP"
"032355","EUDORA",-91.1578,33.0686,41,"COOP"
"KHWO","HOLLYWOOD/N.",-80.2411,25.9989,2,"ASOS"
"413005","EVANT 1 SSW",-98.1619,31.4625,379,"COOP"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS"
"242857","FAIRFIELD",-111.9856,47.6153,1214,"COOP"
"354622","LA GRANDE",-118.0747,45.3167,840,"COOP"
"11E37S","CRAB CREEK",-111.9931,44.4197,2091,"SNOTEL"
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP"
"BDM","BALD MOUNTAI",-119.4000,37.0670,1439,"CDEC"
"293142","FARMINGTON A",-108.3086,36.6897,1715,"COOP"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP"
"KMRF","MARFA MUNI (",-104.0200,30.3700,1481,"ASOS"
"134894","LOGAN",-95.7883,41.6381,302,"COOP"
"321370","CARSON",-101.5714,46.4206,704,"COOP"
"470773","BIG FALLS HY",-90.9589,45.5556,372,"COOP"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL"
"450729","BLAINE",-122.7531,49.0006,18,"COOP"
"264745","LUND",-115.0094,38.8625,1695,"COOP"
"416177","NACOGDOCHES",-94.6450,31.6181,93,"COOP"
"BEC","BELL CANYON",-117.5730,33.5520,229,"CDEC"
"235253","MARBLE HILL",-89.9664,37.3036,119,"COOP"
"KFGN","FLAG ISLAND",-94.8800,49.3200,328,"ASOS"
"KMRY","MONTEREY",-121.8667,36.5833,-9999,"ASOS"
"442245","DANVILLE",-79.3886,36.5869,125,"COOP"
"365738","MILANVILLE",-75.0642,41.6731,232,"COOP"
"CWAJ","ERIEAU (MAPS",-81.9000,42.2500,178,"ASOS"
"KAOO","ALTOONA/BLAI",-78.3169,40.3000,458,"ASOS"
"15N09S","BRISTLECONE",-115.6956,36.3158,2737,"SNOTEL"
"129430","WEST LAFAYET",-86.9919,40.4750,218,"COOP"
"040790","BIG SUR STAT",-121.7803,36.2472,61,"COOP"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS"
"315923","MT. MITCHELL",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2158,38.0642,1186,"COOP"
"KMDZ","MEDFORD",-90.3033,45.1011,448,"ASOS"
"241297","BUSBY",-106.9597,45.5397,1045,"COOP"
"048713","SUTTER HILL",-120.8008,38.3772,483,"COOP"
"463544","GLENVILLE",-80.8325,38.9339,216,"COOP"
"BGB","BIG BAR",-123.2000,40.7330,387,"CDEC"
"BGD","BOGARD RANGE",-121.0800,40.5900,1731,"CDEC"
"025924","NOGALES 6 N",-110.9642,31.4447,1085,"COOP"
"KBIJ","EARLY COUNTY",-84.8953,31.3969,65,"ASOS"
"KSJC","SAN JOSE INT",-121.9242,37.3592,18,"ASOS"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"471064","BRILLION",-88.0803,44.1617,247,"COOP"
"089430","WEEKI WACHEE",-82.5756,28.5175,6,"COOP"
"KIXA","HALIFAX-NORT",-77.6353,36.3297,44,"ASOS"
"449181","WINCHESTER",-78.1514,39.1881,219,"COOP"
"KLCK","RICKENBACKER",-82.9300,39.8200,227,"ASOS"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP"
"026653","PLEASANT VAL",-110.9442,34.0989,1539,"COOP"
"123418","GOSHEN 3 W",-85.8825,41.5575,258,"COOP"
"414982","LAKE KEMP",-99.1442,33.7542,356,"COOP"
"CXBK","BRATT'S_LAKE",-104.7000,50.2000,580,"ASOS"
"BGR","BANGOR",-121.3830,39.3820,244,"CDEC"
"15C06S","HEMLOCK BUTT",-115.6336,46.4811,1771,"SNOTEL"
"205452","MILFORD GM P",-83.6844,42.5794,302,"COOP"
"389327","WINNSBORO",-81.0928,34.3739,152,"COOP"
"416739","PADRE ISLAND",-97.3000,27.4500,3,"COOP"
"KPIE","SAINT PETERS",-82.6856,27.9122,3,"ASOS"
"KPWT","BREMERTON NT",-122.7500,47.5000,147,"ASOS"
"158446","WARSAW MARKL",-84.9672,38.7744,142,"COOP"
"KHBG","HATTIESBURG",-89.2531,31.2650,46,"ASOS"
"419952","YOAKUM",-97.1239,29.2744,99,"COOP"
"397062","REDIG 11 NE",-103.3675,45.3767,936,"COOP"
"147397","SHARON SPRIN",-101.7500,38.8964,1052,"COOP"
"476330","OSHKOSH",-88.5556,44.0117,229,"COOP"
"CYXC","CRANBROOK AI",-115.7800,49.6000,939,"ASOS"
"KGCN","GRAND CANYON",-112.1547,35.9461,2014,"ASOS"
"303346","GOUVERNEUR 3",-75.5167,44.3500,128,"COOP"
"055236","LOVELAND 2N",-105.0850,40.4350,1548,"COOP"
"051660","CLIMAX",-106.1897,39.3672,3442,"COOP"
"411013","BRACKETTVILL",-100.4744,29.6081,511,"COOP"
"10C22S","ONION PARK",-110.8528,46.9139,2259,"SNOTEL"
"116446","OLNEY 2S",-88.0836,38.7006,137,"COOP"
"10C09S","DEADMAN CREE",-110.6758,46.7931,1966,"SNOTEL"
"471205","BURLINGTON",-88.2544,42.6506,229,"COOP"
"317319","ROANOKE RAPI",-77.6717,36.4783,64,"COOP"
"233416","GREEN CITY",-92.9492,40.3503,277,"COOP"
"419711","WHITE RIVER",-101.0925,33.4561,735,"COOP"
"20A41S","SWAMP CREEK",-120.7825,48.5714,1219,"SNOTEL"
"049102","TWENTYNINE P",-115.8500,34.1206,419,"COOP"
"451630","COLVILLE",-117.9008,48.5431,475,"COOP"
"133487","GRUNDY CENTE",-92.7594,42.3647,319,"COOP"
"482399","DAYTON",-107.2667,44.8733,1200,"COOP"
"250050","AINSWORTH",-99.8556,42.5522,765,"COOP"
"301401","CHAZY",-73.4331,44.8800,52,"COOP"
"163433","GALLIANO",-90.3061,29.4631,2,"COOP"
"081022","BRISTOL 2 S",-84.9789,30.3794,44,"COOP"
"11J68S","PARRISH CREE",-111.8136,40.9342,2359,"SNOTEL"
"BOII","BOISE",-116.1861,43.6208,829,"AGRIMET"
"KJYR","YORK MUNICIP",-97.6228,40.8967,509,"ASOS"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP"
"KBVX","BATESVILLE (",-91.6500,35.7300,141,"ASOS"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP"
"14F12S","GALENA SUMMI",-114.7136,43.8747,2676,"SNOTEL"
"205603","MORENCI",-84.2147,41.7217,235,"COOP"
"15N10S","LEE CANYON",-115.6750,36.3053,2629,"SNOTEL"
"265132","MIDDLEGATE-L",-118.0197,39.2931,1402,"COOP"
"049785","WOODLAND HLS",-118.5744,34.1819,241,"COOP"
"07E33S","BURGESS JUNC",-107.5333,44.7833,2402,"SNOTEL"
"163079","FARMERVILLE",-92.4075,32.7750,55,"COOP"
"313565","GRANDFATHER",-81.8325,36.1086,1615,"COOP"
"473511","HAYWARD RANG",-91.4878,46.0075,366,"COOP"
"348708","TALOGA",-98.9592,36.0381,520,"COOP"
"471416","CHARMANY FAR",-89.4781,43.0603,330,"COOP"
"KPRB","PASO ROBLES",-120.6269,35.6728,255,"ASOS"
"KMVL","MORRISVILLE",-72.6161,44.5361,223,"ASOS"
"335041","MC CONNELSVI",-81.8569,39.6539,232,"COOP"
"BKD","BLACK DIAMON",-121.8840,37.9500,488,"CDEC"
"KDMN","DEMING MUNIC",-107.7206,32.2622,1315,"ASOS"
"116025","NEOGA 4NW",-88.5058,39.3594,191,"COOP"
"13B22S","KRAFT CREEK",-113.7753,47.4275,1448,"SNOTEL"
"203278","GOODRICH",-83.5097,42.9164,175,"COOP"
"KNUW","WHIDBEY ISLA",-122.6506,48.3492,14,"ASOS"
"050306","ARAPAHOE 12S",-102.1611,38.6842,1248,"COOP"
"414077","HEMPHILL 6 N",-93.7853,31.4081,55,"COOP"
"KLRJ","LE MARS",-96.1936,42.7781,365,"ASOS"
"424508","KANAB",-112.5192,37.0394,1506,"COOP"
"22D01S","CALAMITY",-122.2164,45.9039,753,"SNOTEL"
"19A13S","MOSES MTN",-119.0814,48.3614,1615,"SNOTEL"
"149080","YATES CENTER",-95.7247,37.8728,329,"COOP"
"BKK","BLACKROCK",-118.2610,36.0930,2499,"CDEC"
"411430","CANYON",-101.9264,34.9806,1094,"COOP"
"KMAE","MADERA MUNIC",-120.1125,36.9864,77,"ASOS"
"204967","LUPTON 1 S",-84.0233,44.4200,256,"COOP"
"KMEH","MEACHAM (AMO",-118.4247,45.5114,1135,"ASOS"
"KHCO","HALLOCK",-96.9431,48.7528,250,"ASOS"
"338822","WAUSEON WATE",-84.1453,41.5183,229,"COOP"
"KMER","MERCED / CAS",-120.5667,37.3667,57,"ASOS"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP"
"CPIR","IRON SPRINGS",-112.7333,49.9000,858,"ASOS"
"KMOD","MODESTO CITY",-120.9506,37.6242,29,"ASOS"
"334189","KENTON",-83.6061,40.6489,303,"COOP"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP"
"KCOF","PATRICK AFB/",-80.6000,28.2300,3,"ASOS"
"249240","YELLOWTAIL D",-107.9383,45.3128,1007,"COOP"
"040931","BOCA",-120.0936,39.3886,1699,"COOP"
"447541","SANDSTON",-77.2758,37.5442,30,"COOP"
"404876","KINGSTON SPR",-87.1147,36.1036,158,"COOP"
"347012","PERRY",-97.2897,36.2886,312,"COOP"
"KBOW","BARTOW MUNIC",-81.7800,27.9500,39,"ASOS"
"487885","ROCKYPOINT 2",-105.0739,44.9233,1219,"COOP"
"309690","YOUNGSTOWN 2",-79.0103,43.2683,85,"COOP"
"KOKB","OCEANSIDE MU",-117.3514,33.2181,9,"ASOS"
"089176","VENICE",-82.4364,27.1006,2,"COOP"
"KOQT","OAK RIDGE",-84.2300,36.0200,277,"ASOS"
"051443","CEDAREDGE 3",-107.8922,38.9028,2082,"COOP"
"138755","WAUKON",-91.4764,43.2725,390,"COOP"
"KSPI","SPRINGFIELD/",-89.6839,39.8453,182,"ASOS"
"06P10S","SENORITA DIV",-106.8333,36.0019,2621,"SNOTEL"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP"
"423097","GARFIELD",-112.1981,40.7236,1320,"COOP"
"KIMT","IRON MOUNTAI",-88.1089,45.8142,360,"ASOS"
"342912","ENID",-97.8747,36.4194,379,"COOP"
"477052","REEDSBURG",-89.9981,43.5228,282,"COOP"
"026037","OAK CREEK CA",-111.7606,34.9644,1547,"COOP"
"446147","NORFOLK SOUT",-76.2289,36.8708,3,"COOP"
"085973","MOUNTAIN LAK",-81.5928,27.9347,38,"COOP"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP"
"CWIZ","L'ACADIE",-73.3500,45.3000,45,"ASOS"
"049781","WOODLAND 1 W",-121.7942,38.6828,21,"COOP"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL"
"BKM","BUCK MEADOWS",-120.0980,37.8230,975,"CDEC"
"397073","RED OWL",-102.5533,44.6978,844,"COOP"
"487260","PINEDALE",-109.8642,42.8797,2193,"COOP"
"113320","GALESBURG",-90.3856,40.9464,235,"COOP"
"BLA","BLACKS MOUNT",-121.1980,40.7700,2149,"CDEC"
"317056","RAEFORD",-79.2256,34.9919,76,"COOP"
"BLB","BLACK BUTTE",-122.3290,39.8080,130,"CDEC"
"051620","CLARKVILLE 1",-102.6267,40.4150,1234,"COOP"
"243113","FORT BENTON",-110.6747,47.8106,803,"COOP"
"051713","COCHETOPA CR",-106.7611,38.4461,2438,"COOP"
"366927","PHOENIXVILLE",-75.5011,40.1200,32,"COOP"
"KEKQ","WAYNE COUNTY",-84.8561,36.8553,294,"ASOS"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS"
"146128","OTTAWA",-95.2808,38.6131,274,"COOP"
"347862","SALLISAW 2 N",-94.8047,35.4572,152,"COOP"
"BLD","BLOODS CREEK",-120.0330,38.4500,2195,"CDEC"
"134063","INDIANOLA",-93.5661,41.3550,287,"COOP"
"415435","LUMBERTON",-94.1786,30.2503,12,"COOP"
"408522","SPARTA",-85.4814,35.9567,311,"COOP"
"313784","HAMLET",-79.6922,34.8872,107,"COOP"
"237506","SALEM",-91.5364,37.6331,366,"COOP"
"336600","PHILO 3 SW",-81.9167,39.8386,311,"COOP"
"474195","KEWAUNEE",-87.5050,44.4628,179,"COOP"
"KBPT","BEAUMONT/POR",-94.0208,29.9508,5,"ASOS"
"457544","SEQUIM 2 E",-123.0639,48.0850,15,"COOP"
"KAKO","AKRON/WASHIN",-103.2144,40.1744,1431,"ASOS"
"KSGJ","ST AUGUSTINE",-81.3397,29.9592,3,"ASOS"
"103771","GRANGEVILLE",-116.1217,45.9289,1021,"COOP"
"051948","CREEDE WTP",-106.9319,37.8256,2629,"COOP"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP"
"BLO","BEN LOMOND (",-122.1700,37.1320,802,"CDEC"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP"
"484760","HULETT",-104.6028,44.6856,1145,"COOP"
"KHEF","MANASSAS MUN",-77.5200,38.7200,59,"ASOS"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP"
"130807","BOONE",-93.8906,42.0417,320,"COOP"
"KCRS","CORSICANA",-96.3989,32.0311,136,"ASOS"
"245338","MALTA 7 E",-107.7286,48.3939,680,"COOP"
"214994","MADISON SEWA",-96.1750,45.0069,329,"COOP"
"054724","LA JUNTA",-103.5408,37.9856,1278,"COOP"
"052281","DILLON 1 E",-106.0353,39.6261,2763,"COOP"
"06K44S","MC COY PARK",-106.5414,39.6047,2890,"SNOTEL"
"KCLI","CLINTONVILLE",-88.7314,44.6139,251,"ASOS"
"KOXC","OXFORD (AWOS",-73.1300,41.4800,222,"ASOS"
"KARA","NEW IBERIA/A",-91.8844,30.0289,7,"ASOS"
"110442","BARRINGTON 3",-88.1639,42.1153,267,"COOP"
"414254","HONDO",-99.1386,29.3372,267,"COOP"
"448600","TYE RIVER 1",-78.9344,37.6383,219,"COOP"
"362071","DEHART DAM",-76.8703,40.4600,164,"COOP"
"242275","DEER LODGE 3",-112.7975,46.3911,1478,"COOP"
"049866","YREKA",-122.6408,41.7036,800,"COOP"
"319123","WATERVILLE 2",-83.0981,35.7742,439,"COOP"
"047306","REDLANDS",-117.1894,34.0528,402,"COOP"
