This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"013511","GREENSBORO",-87.5808,32.7017,67,"COOP"
"190860","BROCKTON",-71.0000,42.0500,24,"COOP"
"458520","TONASKET 4 N",-119.4242,48.7806,293,"COOP"
"048351","SONOMA",-122.4628,38.2986,30,"COOP"
"ASC","ASH CREEK (U",-121.9780,41.2700,975,"CDEC"
"10G22S","INDIAN CREEK",-110.6775,42.3014,2873,"SNOTEL"
"383111","FLORENCE 8 N",-79.7403,34.2931,37,"COOP"
"250435","AUBURN 5 ESE",-95.7467,40.3711,283,"COOP"
"089707","WINTER HAVEN",-81.7331,28.0153,44,"COOP"
"395561","MILLER",-98.9833,44.5167,485,"COOP"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP"
"048752","TAFT",-119.4492,35.1400,301,"COOP"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL"
"BAL","BALCH PH (PG",-119.0890,36.9090,524,"CDEC"
"310241","ARCOLA",-77.9822,36.2911,101,"COOP"
"046699","PARKER RESER",-114.1708,34.2903,225,"COOP"
"340755","BILLINGS",-97.4500,36.5333,305,"COOP"
"040029","ADIN RS",-120.9447,41.1939,1279,"COOP"
"461723","CLENDENIN",-81.3328,38.4894,210,"COOP"
"342944","ERICK",-99.8628,35.2164,628,"COOP"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL"
"238444","TRENTON",-93.6083,40.0822,255,"COOP"
"105980","MINIDOKA DAM",-113.5003,42.6767,1269,"COOP"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP"
"429152","WAH WAH RANC",-113.4264,38.4831,1487,"COOP"
"166582","NATCHITOCHES",-93.0956,31.7722,40,"COOP"
"014226","JASPER",-87.3150,33.9053,148,"COOP"
"BCB","BLACKCAP BAS",-118.7700,37.0670,3139,"CDEC"
"247136","ROCK SPRINGS",-106.2464,46.8208,912,"COOP"
"387589","SALEM 5 NNE",-82.9475,34.9469,330,"COOP"
"013251","GENEVA NO 2",-85.8833,31.0500,44,"COOP"
"214546","LAMBERTON SW",-95.3167,44.2500,349,"COOP"
"BCH","BEACH MEADOW",-118.2930,36.1270,2332,"CDEC"
"030458","BATESVILLE L",-91.7944,35.8306,174,"COOP"
"058436","TRINIDAD LAK",-104.5569,37.1506,1923,"COOP"
"133473","GRINNELL 3 S",-92.7503,41.7175,276,"COOP"
"338769","WARREN 3 S",-80.8167,41.2000,274,"COOP"
"07H03S","SANDSTONE RS",-107.1706,41.1117,2484,"SNOTEL"
"051268","CAMPO 7 S",-102.5544,37.0158,1255,"COOP"
"236357","OREGON",-95.1450,39.9831,319,"COOP"
"055484","MEEKER 3 W",-107.9608,40.0236,1884,"COOP"
"465224","LEWISBURG 3",-80.4025,37.8564,702,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"07E12S","SUCKER CREEK",-107.4000,44.7167,2707,"SNOTEL"
"308627","TULLY HEIBER",-76.0833,42.7667,579,"COOP"
"051564","CHEYENNE WEL",-102.3608,38.8178,1295,"COOP"
"BDM","BALD MOUNTAI",-119.4000,37.0670,1439,"CDEC"
"BDY","BRANDY CREEK",-122.5670,40.6170,396,"CDEC"
"475017","MANITOWOC",-87.6783,44.0772,201,"COOP"
"305796","NEW YORK AVE",-73.9808,40.5939,6,"COOP"
"450945","BUCKLEY 1 NE",-122.0000,47.1667,209,"COOP"
"331592","CIRCLEVILLE",-82.9547,39.6106,205,"COOP"
"058931","WESTCLIFFE",-105.4661,38.1317,2396,"COOP"
"033466","HOT SPRINGS",-93.0522,34.5144,207,"COOP"
"BEC","BELL CANYON",-117.5730,33.5520,229,"CDEC"
"260800","BEOWAWE U OF",-116.5875,39.9003,1750,"COOP"
"360785","BLUE MARSH L",-76.0333,40.3833,107,"COOP"
"017025","ROCK MILLS",-85.2892,33.1592,227,"COOP"
"480140","ALTA 1 NNW",-111.0331,43.7719,1960,"COOP"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP"
"041864","COALINGA",-120.3606,36.1356,204,"COOP"
"471249","BUTTERNUT 3",-90.5217,46.0544,475,"COOP"
"354670","LAKEVIEW 2 N",-120.3636,42.2139,1456,"COOP"
"145852","NORTON DAM",-99.9386,39.8108,713,"COOP"
"351897","COTTAGE GROV",-123.0486,43.8078,181,"COOP"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL"
"330676","BEVERLY STP",-81.6286,39.5469,244,"COOP"
"362721","EVERETT",-78.3653,40.0136,305,"COOP"
"053246","GATEWAY 1 SE",-108.9722,38.6825,1387,"COOP"
"BGB","BIG BAR",-123.2000,40.7330,387,"CDEC"
"417206","POST",-101.3817,33.1911,799,"COOP"
"413005","EVANT 1 SSW",-98.1667,31.4667,379,"COOP"
"354622","LA GRANDE",-118.0747,45.3167,840,"COOP"
"053496","GRAND LAKE 1",-105.8322,40.2669,2658,"COOP"
"11E37S","CRAB CREEK",-111.9931,44.4197,2091,"SNOTEL"
"047741","SAN DIEGO SE",-117.2258,32.7672,5,"COOP"
"202094","DETOUR VILLA",-83.9014,45.9983,181,"COOP"
"293142","FARMINGTON A",-108.3167,36.7000,1715,"COOP"
"413622","GONZALES 1 N",-97.4500,29.5339,116,"COOP"
"161292","BURAS",-89.5167,29.3333,2,"COOP"
"134894","LOGAN",-95.7833,41.6333,302,"COOP"
"BHL","BEVERLY HILL",-118.4200,34.1250,384,"CDEC"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP"
"260718","BEATTY 8 N",-116.7183,36.9950,1082,"COOP"
"264745","LUND",-115.0094,38.8625,1695,"COOP"
"258090","SPRINGVIEW",-99.7467,42.8222,761,"COOP"
"416177","NACOGDOCHES",-94.6450,31.6181,93,"COOP"
"442245","DANVILLE",-79.3886,36.5869,125,"COOP"
"211390","CEDAR",-93.2853,45.3250,276,"COOP"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP"
"054413","JULESBURG",-102.2736,40.9894,1057,"COOP"
"416794","PARIS",-95.5667,33.6667,165,"COOP"
"040790","BIG SUR STAT",-121.7803,36.2472,61,"COOP"
"315923","MOUNT MITCHE",-82.2769,35.7453,1902,"COOP"
"054834","LAS ANIMAS",-103.2158,38.0642,1186,"COOP"
"BIM","BIG MEADOWS",-118.8420,36.7170,2316,"CDEC"
"241297","BUSBY",-106.9597,45.5397,1045,"COOP"
"054945","LEROY 5 WSW",-102.9914,40.5042,1362,"COOP"
"308317","STUYVESANT 5",-73.7500,42.4608,87,"COOP"
"463544","GLENVILLE",-80.8325,38.9339,216,"COOP"
"322536","EDMUNDS ARRO",-98.8667,47.2667,445,"COOP"
"054742","LAKE GEORGE",-105.4736,38.9061,2597,"COOP"
"405778","MAYNARDVILLE",-83.9306,36.2428,318,"COOP"
"BKD","BLACK DIAMON",-121.8840,37.9500,488,"CDEC"
"025924","NOGALES 6 N",-110.9650,31.4444,1085,"COOP"
"168543","SLIDELL WSMO",-89.8167,30.3333,8,"COOP"
"471064","BRILLION",-88.0789,44.1536,247,"COOP"
"089430","WEEKI WACHEE",-82.5756,28.5175,6,"COOP"
"449181","WINCHESTER W",-78.1514,39.1881,219,"COOP"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP"
"123418","GOSHEN 3 W",-85.8825,41.5575,258,"COOP"
"414982","LAKE KEMP",-99.1442,33.7542,356,"COOP"
"110306","ATHENS 2 SW",-89.7594,39.9461,180,"COOP"
"BKM","BUCK MEADOWS",-120.0980,37.8230,975,"CDEC"
"15C06S","HEMLOCK BUTT",-115.6336,46.4811,1771,"SNOTEL"
"205452","MILFORD GM P",-83.6844,42.5794,302,"COOP"
"389327","WINNSBORO",-81.0928,34.3739,152,"COOP"
"258110","STANTON",-97.2222,41.9564,469,"COOP"
"158446","WARSAW MARKL",-84.9672,38.7744,142,"COOP"
"055734","MONUMENT",-104.8667,39.1000,2157,"COOP"
"419952","YOAKUM",-97.1239,29.2744,99,"COOP"
"397062","REDIG 11 NE",-103.3675,45.3767,936,"COOP"
"147397","SHARON SPRIN",-101.7500,38.8964,1052,"COOP"
"476330","OSHKOSH",-88.5556,44.0117,229,"COOP"
"441159","BUENA VISTA",-79.3500,37.7375,256,"COOP"
"404858","KINGSPORT",-82.5275,36.5194,391,"COOP"
"357631","SCOTTS MILLS",-122.5247,44.9472,706,"COOP"
"051660","CLIMAX",-106.1994,39.3764,3450,"COOP"
"10C22S","ONION PARK",-110.8528,46.9139,2259,"SNOTEL"
"116446","OLNEY 2 S",-88.0836,38.7006,137,"COOP"
"10C09S","DEADMAN CREE",-110.6758,46.7931,1966,"SNOTEL"
"264439","LAS VEGAS NW",-115.1853,36.0472,661,"COOP"
"471205","BURLINGTON",-88.2536,42.6483,229,"COOP"
"BLA","BLACKS MOUNT",-121.1980,40.7700,2149,"CDEC"
"419711","WHITE RIVER",-101.0931,33.4564,735,"COOP"
"158429","WARNOCK 1 W",-83.0197,38.4922,168,"COOP"
"418449","SONORA",-100.6503,30.5831,652,"COOP"
"279966","YORK POND",-71.3333,44.5000,466,"COOP"
"451630","COLVILLE",-117.9028,48.5556,505,"COOP"
"BLB","BLACK BUTTE",-122.3290,39.8080,130,"CDEC"
"133487","GRUNDY CENTE",-92.7739,42.3553,311,"COOP"
"250050","AINSWORTH",-99.8556,42.5522,765,"COOP"
"163433","GALLIANO",-90.3000,29.4500,2,"COOP"
"11J68S","PARRISH CREE",-111.8136,40.9342,2359,"SNOTEL"
"267369","SEARCHLIGHT",-114.9217,35.4661,1079,"COOP"
"018469","VALLEY HEAD",-85.6128,34.5667,324,"COOP"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP"
"457941","SPOKANE WFO",-117.6267,47.6808,728,"COOP"
"343358","FREEDOM",-99.1142,36.7725,468,"COOP"
"265132","MIDDLEGATE L",-118.0236,39.2908,1402,"COOP"
"07E33S","BURGESS JUNC",-107.5333,44.7833,2402,"SNOTEL"
"163079","FARMERVILLE",-92.4075,32.7750,55,"COOP"
"313565","GRANDFATHER",-81.8325,36.1083,1615,"COOP"
"473511","HAYWARD RANG",-91.4878,46.0075,366,"COOP"
"348708","TALOGA",-98.9589,36.0408,520,"COOP"
"23254","CONCORD CONC",-122.0550,37.9917,5,"WBAN"
"400487","BEAN STATION",-83.3544,36.3567,390,"COOP"
"335041","MC CONNELSVI",-81.8569,39.6539,232,"COOP"
"458959","WAPATO",-120.4203,46.4353,256,"COOP"
"13B22S","KRAFT CREEK",-113.7753,47.4275,1448,"SNOTEL"
"082441","DUCK KEY",-80.9069,24.7706,2,"COOP"
"19A13S","MOSES MTN",-119.0814,48.3614,1615,"SNOTEL"
"149080","YATES CENTER",-95.7247,37.8728,335,"COOP"
"411430","CANYON",-101.9261,34.9794,1094,"COOP"
"238043","STEELVILLE 2",-91.3706,38.0053,213,"COOP"
"338822","WAUSEON WATE",-84.1450,41.5189,229,"COOP"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP"
"334189","KENTON",-83.6061,40.6489,303,"COOP"
"079605","WILMINGTON P",-75.5414,39.7739,82,"COOP"
"013645","HAMILTON 3 S",-87.9914,34.0967,133,"COOP"
"249240","YELLOWTAIL D",-107.9394,45.3122,1007,"COOP"
"040931","BOCA",-120.0936,39.3886,1699,"COOP"
"BLC","BLUE CANYON",-120.7080,39.2760,1609,"CDEC"
"412084","CRANE 10N",-102.4133,31.6728,892,"COOP"
"347012","PERRY",-97.2897,36.2886,312,"COOP"
"487885","ROCKYPOINT 2",-105.0739,44.9233,1219,"COOP"
"089176","VENICE",-82.4364,27.1006,2,"COOP"
"301436","CHERRY VALLE",-74.7333,42.8167,415,"COOP"
"243929","HARLEM 4 W",-108.8589,48.5517,720,"COOP"
"138755","WAUKON",-91.4764,43.2725,390,"COOP"
"442142","CROZIER",-77.8769,37.6664,60,"COOP"
"06P10S","SENORITA DIV",-106.8333,36.0019,2621,"SNOTEL"
"205073","MANISTIQUE",-86.2500,45.9500,176,"COOP"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP"
"342912","ENID",-97.8747,36.4194,379,"COOP"
"030536","BEEDEVILLE 4",-91.0561,35.4583,67,"COOP"
"BLD","BLOODS CREEK",-120.0330,38.4500,2195,"CDEC"
"049781","WOODLAND 1 W",-121.8000,38.6833,21,"COOP"
"BLS","BLACK SPRING",-120.1920,38.3750,1981,"CDEC"
"258905","WAHOO",-96.6272,41.2186,387,"COOP"
"397073","RED OWL",-102.5500,44.7000,844,"COOP"
"487260","PINEDALE",-109.8642,42.8797,2193,"COOP"
"351433","CASCADIA",-122.4858,44.3981,262,"COOP"
"113320","GALESBURG",-90.3853,40.9464,235,"COOP"
"083470","GLEN ST MARY",-82.1856,30.2717,39,"COOP"
"091665","CARTERSVILLE",-84.7847,34.2261,219,"COOP"
"317056","RAEFORD",-79.2256,34.9919,76,"COOP"
"084289","INVERNESS 3",-82.3125,28.8031,12,"COOP"
"426644","PARK CITY",-111.5094,40.6717,2079,"COOP"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP"
"366927","PHOENIXVILLE",-75.5000,40.1167,32,"COOP"
"010583","BAY MINETTE",-87.7875,30.8842,83,"COOP"
"166657","NEW IBERIA",-91.7833,29.9833,8,"COOP"
"347862","SALLISAW 2 N",-94.8000,35.4500,152,"COOP"
"089566","WEWAHITCHKA",-85.2000,30.1167,13,"COOP"
"BLT","BEN BOLT",-121.0170,38.5860,347,"CDEC"
"134063","INDIANOLA",-93.5500,41.3667,287,"COOP"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL"
"408522","SPARTA",-85.4772,35.9539,311,"COOP"
"085973","MOUNTAIN LAK",-81.6000,27.9333,38,"COOP"
"313784","HAMLET",-79.6922,34.8872,107,"COOP"
"237506","SALEM",-91.5358,37.6336,366,"COOP"
"336600","PHILO 3 SW",-81.9167,39.8333,311,"COOP"
"426601","PANGUITCH",-112.4314,37.8233,2015,"COOP"
"457544","SEQUIM 2 E",-123.0639,48.0856,15,"COOP"
"103771","GRANGEVILLE",-116.1150,45.9303,1024,"COOP"
"041428","CAMP PARDEE",-120.8433,38.2486,201,"COOP"
"450013","ABERDEEN 20",-123.7000,47.2667,133,"COOP"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP"
"130807","BOONE",-93.8911,42.0425,320,"COOP"
"416368","NIXON",-97.7500,29.2667,122,"COOP"
"481840","CODY",-109.0611,44.5208,1539,"COOP"
"214994","MADISON SEWA",-96.1750,45.0069,329,"COOP"
"054724","LA JUNTA",-103.5406,37.9856,1278,"COOP"
"224265","HOUSTON",-89.0000,33.9167,82,"COOP"
"076410","NEWARK UNIVE",-75.7511,39.6694,27,"COOP"
"044278","INYOKERN",-117.8183,35.6492,744,"COOP"
"110442","BARRINGTON 3",-88.1639,42.1153,267,"COOP"
"414254","HONDO",-99.1386,29.3372,267,"COOP"
"448600","TYE RIVER 1",-78.9344,37.6383,219,"COOP"
"362071","DEHART DAM",-76.8703,40.4600,164,"COOP"
"049866","YREKA",-122.6408,41.7036,800,"COOP"
"047306","REDLANDS",-117.1894,34.0528,402,"COOP"
"420336","ARCHES NP HQ",-109.6192,38.6172,1259,"COOP"
"165266","LEESVILLE",-93.2500,31.1333,65,"COOP"
"105897","MIDDLE FORK",-115.0147,44.7183,1366,"COOP"
"478027","SPOONER EXPE",-91.8761,45.8236,335,"COOP"
"138806","WEBSTER CITY",-93.7964,42.4692,323,"COOP"
"414093","HENRIETTA",-98.2003,33.8128,283,"COOP"
"097171","PRIDGEN",-82.9239,31.6953,91,"COOP"
"090406","ASHBURN 3 EN",-83.6167,31.7167,133,"COOP"
"154703","LEITCHFIELD",-86.3000,37.5167,189,"COOP"
"010369","ASHLAND 3 SE",-85.8106,33.2322,308,"COOP"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP"
"457267","SAINT JOHN",-117.5931,47.0894,593,"COOP"
"340179","ALTUS IRIG R",-99.3344,34.5903,421,"COOP"
"311624","CELO 2 S",-82.1753,35.8292,817,"COOP"
"BNE","BRIONES",-122.1180,37.9340,442,"CDEC"
"349023","TUSKAHOMA",-95.2903,34.6256,183,"COOP"
"391032","BRIDGEWATER",-97.5019,43.5522,433,"COOP"
"051886","CORTEZ",-108.5931,37.3444,1828,"COOP"
"327027","PETERSBURG 2",-98.0000,48.0333,466,"COOP"
"093271","EXPERIMENT",-84.2842,33.2631,285,"COOP"
"285728","MOORESTOWN",-74.9697,39.9511,14,"COOP"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP"
"100915","BLACKFOOT 1",-112.3222,43.1778,1371,"COOP"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP"
"BNV","BOONVILLE",-123.3410,38.9870,256,"CDEC"
"09D08S","WHITE MILL",-109.9103,45.0450,2652,"SNOTEL"
"BRE","BEAR R AT RO",-120.9530,39.1330,593,"CDEC"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP"
"16A12S","HIDDEN LAKE",-116.7575,48.8936,1536,"SNOTEL"
"256135","OAKDALE",-97.9667,42.0667,521,"COOP"
"323470C0","MANZANITA LA",-121.5633,40.5433,1725,"RAWS"
"203096","GAYLORD",-84.6661,45.0306,411,"COOP"
"095394","LUMPKIN 2 SE",-84.7761,32.0306,122,"COOP"
"118147","SPARTA 1 W",-89.7167,38.1167,163,"COOP"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP"
"244386","INGOMAR 14 N",-107.2081,46.7392,852,"COOP"
"116610","PARIS WATERW",-87.6933,39.6356,207,"COOP"
"096244","NASHVILLE 4",-83.2167,31.2500,78,"COOP"
"466212","MORGANTOWN L",-79.9667,39.6167,251,"COOP"
"202631","ESSEXVILLE",-83.8456,43.6156,179,"COOP"
"14D02S","NEZ PERCE CA",-114.4800,45.7311,1722,"SNOTEL"
"226177","NATCHEZ",-91.3406,31.5894,59,"COOP"
"390223","ANTELOPE RAN",-103.3292,45.5317,860,"COOP"
"368888","TITUSVILLE W",-79.7000,41.6333,372,"COOP"
"BSF","BALLS FERRY",-122.1930,40.4170,110,"CDEC"
"087760","ROYAL PALM R",-80.5936,25.3869,2,"COOP"
"097808","SAPELO ISLAN",-81.2811,31.3972,3,"COOP"
"06K14S","SUMMIT RANCH",-106.1578,39.7178,2865,"SNOTEL"
"BSH","BISHOP PASS",-118.5570,37.1000,3414,"CDEC"
"428119","SPANISH FORK",-111.6044,40.0797,1439,"COOP"
"148250","TROY 3 N",-95.0881,39.8281,317,"COOP"
"254440","KIMBALL 2 N",-103.6631,41.2672,1451,"COOP"
"099186","WAYCROSS 4 N",-82.3128,31.2514,44,"COOP"
"235340","MARYVILLE 2",-94.8328,40.3458,300,"COOP"
"BSS","BROOKS",-122.1420,38.7190,110,"CDEC"
"304555","LAKE PLACID",-73.9908,44.2467,591,"COOP"
"404613","JEFFERSON CI",-83.4739,36.1222,338,"COOP"
"369933","YORK 3 SSW P",-76.7500,39.9167,119,"COOP"
"100375","ARCO",-113.2989,43.6356,1623,"COOP"
"21F22S","CHEMULT ALTE",-121.8067,43.2261,1451,"SNOTEL"
"470045","AFTON",-89.0669,42.6186,226,"COOP"
"11E07S","WEST YELLOWS",-111.0906,44.6581,2042,"SNOTEL"
"100803","BERN",-111.3850,42.3353,1818,"COOP"
"116157","NEWTON",-88.1842,38.9917,168,"COOP"
"214106","ITASCA UNIV",-95.2000,47.2167,454,"COOP"
"14C05S","LOLO PASS",-114.5811,46.6347,1597,"SNOTEL"
"101017","BOISE 7 N",-116.2022,43.7383,1184,"COOP"
"038052","WYNNE",-90.7967,35.2536,79,"COOP"
"031459","CLARKSVILLE",-93.4444,35.4544,189,"COOP"
"101079","BONNERS FERR",-116.3222,48.6958,539,"COOP"
"393452","GREGORY",-99.4344,43.2358,658,"COOP"
"101195","BRUNEAU",-115.8028,42.8822,792,"COOP"
"244506","JOLIET",-108.9764,45.4808,1128,"COOP"
"06K06S","NAST LAKE",-106.6069,39.2972,2652,"SNOTEL"
"101408","CAMBRIDGE",-116.6756,44.5736,808,"COOP"
"BTT","BATTERSON",-119.6170,37.3830,963,"CDEC"
"253425","GREELEY",-98.5336,41.5431,616,"COOP"
"111302","CARMI 3",-88.1906,38.0775,102,"COOP"
"11K52S","PAYSON R.S.",-111.6308,39.9297,2454,"SNOTEL"
"088841","TAVERNIER",-80.5211,25.0069,2,"COOP"
"440243","APPOMATTOX",-78.8314,37.3558,243,"COOP"
"173570","HARTFORD",-70.3172,44.3747,213,"COOP"
"017366","SELMA",-87.0153,32.4100,24,"COOP"
"258360","SWAN LAKE",-99.0897,42.1850,710,"COOP"
"140201","ALTON 6 ESE",-98.8472,39.4389,494,"COOP"
"BUC","BUCHANAN DAM",-119.9700,37.2130,137,"CDEC"
"221489","CARTHAGE 3 S",-89.5461,32.7250,113,"COOP"
"104268","HILL CITY 1",-115.0733,43.2994,1554,"COOP"
"233038","FREDERICKTOW",-90.3086,37.5739,219,"COOP"
"BUP","BUCKS CREEK",-121.3330,39.9170,536,"CDEC"
"422257","DUGWAY",-112.9192,40.1819,1323,"COOP"
"046635","PALM SPRINGS",-116.5097,33.8275,130,"COOP"
"357391","RUCH",-123.0472,42.2231,472,"COOP"
"129670","WINAMAC 2 SS",-86.5864,41.0272,210,"COOP"
"264016","JACKPOT",-114.6744,41.9867,1612,"COOP"
"366370","NORRISTOWN",-75.3583,40.1197,21,"COOP"
"382260","DARLINGTON",-79.8767,34.3036,46,"COOP"
"481905","COLONY",-104.1892,44.9128,1036,"COOP"
"313638","GREENVILLE",-77.4000,35.6333,10,"COOP"
"045118","LOS BANOS",-120.8697,37.0533,37,"COOP"
"312102","COWEETA EXP",-83.4333,35.0667,685,"COOP"
"456914","RAYMOND 2 S",-123.7167,46.6500,9,"COOP"
"16E11S","BEAR BASIN",-116.1431,44.9525,1631,"SNOTEL"
"105567","MALTA AVIATI",-113.3350,42.3019,1384,"COOP"
"324646","KENMARE 1 WS",-102.1000,48.6667,552,"COOP"
"413686","GRANGER DAM",-97.3497,30.7000,147,"COOP"
"414903","LA GRANGE",-96.8753,29.9172,109,"COOP"
"041700","CHESTER",-121.2356,40.3000,1379,"COOP"
"098064","SILOAM 3 N",-83.0767,33.5636,210,"COOP"
"041948","COLUSA 2 SSW",-122.0297,39.1806,15,"COOP"
"170398","BARNARD",-69.1500,45.2833,166,"COOP"
"349203","VINITA 2 N",-95.1333,36.6667,224,"COOP"
"408868","TAZEWELL",-83.5603,36.4650,416,"COOP"
"482580","DILLINGER",-105.1175,44.0992,1341,"COOP"
"BVE","BEAVER",-120.3170,38.4830,1524,"CDEC"
"020775","BISBEE 1 WNW",-109.9289,31.4475,1695,"COOP"
